 !  2.85   2.   7.     -3.32 C  714.68 mbar sky.iram30m.atmJAN07-BC.dat                       
 ! altitude[km], pwv1[mm], pwv2[mm], T[C], p[mbar], filename 
 ! created by lookup.x v2.1 15FEB08 (C.Kramer) 
 ! frequency [GHz], B, C : tau(frq[GHZ]) B(frq[GHz]) * pwv[mm] + C(frq[GHz])    
 ! header information of one of the input files created by ATM:
 ! !*************************************************                              
 ! !******************* SPECTROSCOPY ****************                              
 ! !*************************************************                              
 ! ! ATM 2002                                                                      
 ! ! **O2 and H2O absorption computed from                                         
 ! ! Pardo, Cernicharo & Serabyn                                                   
 ! ! (IEEE Trans. Ant. and Prop., vol 49, n. 12, 2001)                             
 !                                                                                 
 ! ! Ozone is included                                                             
 ! ! Ozone isotopes are included                                                   
 ! ! Vibrationnally excited Ozone is included                                      
 ! ! Vibrationnally excited O2 is included                                         
 ! ! Water isotopes are included                                                   
 ! ! Oxygen isotopes are included                                                  
 ! ! Other minor components are                                                    
 ! ! included (N2O,SO2,CO...)                                                      
 ! ! Tolerance in including minor components lines =     10.000 GHz                
 ! !*************************************************                              
 ! !******* FREQUENCY DOMAIN FOR CALCULATIONS *******                              
 ! !*************************************************                              
 ! ! FREQUENCY (for command COMP) =         225.000 GHz                            
 ! ! FREQUENCY INITIAL (for command SPEC) =          60.000 GHz                    
 ! ! FREQUENCY FINAL (for command SPEC) =         400.000 GHz                      
 ! ! STEP MAX (for command SPEC) =         200.000 MHz                             
 ! ! STEP MIN (for command SPEC) =         200.000 MHz                             
 ! ! RECEIVER IF =      1.500 GHz                                                  
 ! !------------------------------------------------------------------             
 ! !     GROUND based observation                                                  
 ! !     CLEAR ATMOSPHERE                                                          
 ! !------------------------------------------------------------------             
 ! !*************************************************                              
 ! !*** OBS. POSITION AND ATMOSPHERIC INFORMATION ***                              
 ! !*************************************************                              
 ! ! Ground altitude =    2.850 Km                                                 
 ! ! atmosphere upper limit =   48.000 Km                                          
 ! ! water vapor scale height =    2.000 Km                                        
 ! ! TOTAL WATER VAPOR AMOUNT ABOVE TELESCOPE SITE=    2.000 mm                    
 ! ! TOTAL WATER VAPOR AMOUNT ABOVE SEA LEVEL =    8.316 mm                        
 ! ! air mass =   1.00                                                             
 ! ! atmospheric temperature and pressure at telescope altitude                    
 ! ! given by U.S. Stnd 76 AVERAGE atmosphere are =   -3.32 C  714.68 mbar         
 ! ! (corresponding rel. humidity at ground level:   25.96%)                       
 ! !                                                                   OPACITIES (n
 ! !           --------------------------------------------------------------------
 ! !  fr(GHz)     H2O(lin)     p_H2O_cont  p_H2O^2_cont     H2O(isot)     O2(lin)  
 ! ! --------   -----------   -----------  ------------   -----------   -----------
 !EOC (end of comment)
 127. 0.016411 0.04797300000000001 0
 127.2 0.016470400000000003 0.045797199999999996 0
 127.4 0.016529400000000003 0.043914199999999994 0
 127.6 0.016588200000000004 0.04214259999999999 0
 127.8 0.0166484 0.0405812 0
 128. 0.0167082 0.039452600000000004 0
 128.2 0.016767800000000003 0.03882539999999999 0
 128.4 0.016828 0.03756400000000001 0
 128.6 0.0168892 0.0350056 0
 128.8 0.016950800000000002 0.033524399999999996 0
 129. 0.017012199999999998 0.0322746 0
 129.2 0.017074600000000002 0.031127799999999997 0
 129.4 0.0171358 0.030049400000000004 0
 129.6 0.017198400000000003 0.02907119999999999 0
 129.8 0.0172596 0.0281328 0
 130. 0.0173236 0.027254799999999996 0
 130.2 0.0173856 0.026430799999999997 0
 130.4 0.017449799999999998 0.025651400000000005 0
 130.6 0.017512400000000004 0.02493319999999999 0
 130.8 0.0175754 0.024322199999999995 0
 131. 0.017641 0.023943 0
 131.2 0.0177052 0.0229436 0
 131.4 0.017769 0.022287 0
 131.6 0.017834 0.021692000000000003 0
 131.8 0.017899399999999996 0.02114420000000001 0
 132. 0.0179646 0.0206278 0
 132.2 0.0180314 0.0201702 0
 132.4 0.0180974 0.0203982 0
 132.6 0.0181644 0.0191992 0
 132.8 0.018230800000000002 0.018704399999999996 0
 133. 0.018296800000000002 0.018322399999999996 0
 133.2 0.0183652 0.017853599999999997 0
 133.4 0.018432800000000003 0.01743039999999999 0
 133.6 0.0185022 0.0170446 0
 133.8 0.0185702 0.016678600000000002 0
 134. 0.0186392 0.016395599999999996 0
 134.2 0.0187086 0.015989800000000005 0
 134.4 0.018778 0.015674 0
 134.6 0.018848599999999997 0.015359800000000007 0
 134.8 0.0189208 0.0150444 0
 135. 0.0189922 0.0147546 0
 135.2 0.019063 0.014478999999999999 0
 135.4 0.0191352 0.014233599999999999 0
 135.6 0.019209 0.013987 0
 135.8 0.019282200000000003 0.013764599999999995 0
 136. 0.019357600000000003 0.013566799999999997 0
 136.2 0.019432199999999997 0.013444600000000008 0
 136.4 0.019508599999999997 0.013379800000000004 0
 136.6 0.019583999999999997 0.013412000000000007 0
 136.8 0.019662000000000002 0.015325999999999992 0
 137. 0.019740599999999997 0.013645800000000007 0
 137.2 0.019819200000000002 0.012585599999999995 0
 137.4 0.0199012 0.012171599999999998 0
 137.6 0.0199812 0.011891599999999995 0
 137.8 0.0200626 0.011681799999999999 0
 138. 0.0201454 0.011452199999999996 0
 138.2 0.020226800000000003 0.011312399999999993 0
 138.4 0.0203078 0.011105400000000001 0
 138.6 0.020386599999999998 0.010953800000000007 0
 138.8 0.020461 0.010893 0
 139. 0.0205348 0.010676400000000003 0
 139.2 0.0206082 0.010512599999999997 0
 139.4 0.0206826 0.010361800000000004 0
 139.6 0.020757599999999998 0.010246800000000007 0
 139.8 0.020833 0.010278999999999996 0
 140. 0.020908999999999997 0.010297000000000008 0
 140.2 0.0209856 0.009990800000000001 0
 140.4 0.021065399999999998 0.009902200000000007 0
 140.6 0.021145200000000003 0.009883599999999992 0
 140.8 0.021225800000000003 0.010089399999999991 0
 141. 0.021311 0.009822999999999998 0
 141.2 0.021394800000000002 0.009876399999999994 0
 141.4 0.021481 0.010083000000000002 0
 141.6 0.0215702 0.010588599999999997 0
 141.8 0.0216598 0.0119014 0
 142. 0.021752 0.016736 0
 142.2 0.021845 0.045635 0
 142.4 0.021940800000000003 0.014524399999999993 0
 142.6 0.022038799999999997 0.011048400000000007 0
 142.8 0.0221382 0.009832599999999997 0
 143. 0.0222368 0.009232399999999995 0
 143.2 0.0223362 0.008536599999999998 0
 143.4 0.0224366 0.008383799999999997 0
 143.6 0.022533400000000002 0.008266199999999994 0
 143.8 0.022622 0.008196000000000002 0
 144. 0.0227066 0.008273799999999998 0
 144.2 0.022786 0.008287999999999997 0
 144.4 0.022865600000000003 0.008470799999999994 0
 144.6 0.0229424 0.009093199999999996 0
 144.8 0.023021600000000003 0.012148799999999994 0
 145. 0.023102200000000003 0.013694599999999994 0
 145.2 0.023184 0.009051999999999998 0
 145.4 0.0232698 0.008131399999999997 0
 145.6 0.023354 0.007732000000000003 0
 145.8 0.023442800000000003 0.0075103999999999935 0
 146. 0.0235314 0.007290199999999997 0
 146.2 0.023622999999999998 0.007179000000000005 0
 146.4 0.023716800000000003 0.007092399999999992 0
 146.6 0.023811799999999998 0.007017400000000007 0
 146.8 0.0239068 0.0069624000000000005 0
 147. 0.024004800000000003 0.006906399999999993 0
 147.2 0.024102600000000002 0.006861799999999994 0
 147.4 0.0242034 0.0068261999999999975 0
 147.6 0.0243038 0.006803400000000001 0
 147.8 0.0244072 0.006799599999999996 0
 148. 0.0245106 0.0068258 0
 148.2 0.024615 0.006934999999999997 0
 148.4 0.0247212 0.007231600000000005 0
 148.6 0.024829800000000003 0.008481399999999993 0
 148.8 0.024939 0.011097000000000003 0
 149. 0.0250482 0.007562600000000003 0
 149.2 0.0251612 0.007051599999999998 0
 149.4 0.025273 0.006959 0
 149.6 0.0253882 0.0070326 0
 149.8 0.0255022 0.0072546 0
 150. 0.0256198 0.007951399999999997 0
 150.2 0.0257392 0.009575599999999997 0
 150.4 0.025857799999999997 0.015115400000000008 0
 150.6 0.025980000000000003 0.06259999999999999 0
 150.8 0.026102000000000004 0.251646 0
 151. 0.026226999999999997 0.020551000000000007 0
 151.2 0.026353400000000003 0.010526199999999993 0
 151.4 0.026479600000000002 0.007982799999999998 0
 151.6 0.026605 0.007004999999999997 0
 151.8 0.026732 0.006496000000000002 0
 152. 0.0268602 0.0061985999999999986 0
 152.2 0.026988 0.0060039999999999955 0
 152.4 0.0271194 0.005784200000000003 0
 152.6 0.0272492 0.005705599999999998 0
 152.8 0.027384 0.005662 0
 153. 0.027517 0.005711000000000001 0
 153.2 0.027655000000000002 0.005744999999999993 0
 153.4 0.027793 0.005888999999999998 0
 153.6 0.0279346 0.006357799999999997 0
 153.8 0.0280766 0.007543800000000003 0
 154. 0.0282216 0.012808799999999995 0
 154.2 0.0283686 0.007619799999999996 0
 154.4 0.0285178 0.006075400000000002 0
 154.6 0.0286684 0.005611200000000004 0
 154.8 0.0288232 0.005327600000000002 0
 155. 0.0289788 0.0051784 0
 155.2 0.029136199999999998 0.005046600000000005 0
 155.4 0.029297999999999998 0.0050040000000000084 0
 155.6 0.0294594 0.004984200000000001 0
 155.8 0.0296258 0.004999400000000001 0
 156. 0.029794599999999997 0.0052077999999999985 0
 156.2 0.029963399999999998 0.005226200000000007 0
 156.4 0.030136999999999997 0.004921000000000009 0
 156.6 0.030314 0.004832000000000003 0
 156.8 0.0304916 0.004758799999999994 0
 157. 0.030674399999999998 0.004719200000000007 0
 157.2 0.0308592 0.004685600000000005 0
 157.4 0.0310478 0.004635399999999998 0
 157.6 0.031237400000000002 0.004588199999999994 0
 157.8 0.0314328 0.00455040000000001 0
 158. 0.031629199999999996 0.004525600000000005 0
 158.2 0.0318312 0.004501600000000008 0
 158.4 0.0320362 0.004496600000000003 0
 158.6 0.032242999999999994 0.004529000000000019 0
 158.8 0.0324568 0.004422399999999993 0
 159. 0.032673 0.004389000000000004 0
 159.2 0.0328926 0.004381799999999991 0
 159.4 0.033117600000000004 0.004336799999999988 0
 159.6 0.0333464 0.004315200000000005 0
 159.8 0.033579 0.004277000000000003 0
 160. 0.0338166 0.004263799999999998 0
 160.2 0.034061 0.0042230000000000045 0
 160.4 0.034308 0.004203999999999999 0
 160.6 0.0345608 0.004164399999999999 0
 160.8 0.0348192 0.004135600000000003 0
 161. 0.035083199999999995 0.004107600000000017 0
 161.2 0.0353534 0.004086199999999998 0
 161.4 0.0356292 0.004055600000000006 0
 161.6 0.0359104 0.004027199999999995 0
 161.8 0.0361976 0.004016799999999987 0
 162. 0.0364918 0.0040274 0
 162.2 0.036794600000000004 0.004007799999999992 0
 162.4 0.0371024 0.003993200000000002 0
 162.6 0.037418799999999995 0.003978400000000007 0
 162.8 0.0377414 0.003970199999999993 0
 163. 0.0380732 0.003967600000000002 0
 163.2 0.0384138 0.0040134 0
 163.4 0.0387614 0.003980200000000003 0
 163.6 0.039119600000000004 0.003982799999999995 0
 163.8 0.039484000000000005 0.004111999999999991 0
 164. 0.0398618 0.004347400000000001 0
 164.2 0.0402468 0.004552399999999998 0
 164.4 0.040644 0.004951999999999998 0
 164.6 0.041052599999999995 0.00580180000000001 0
 164.8 0.041473800000000005 0.008813399999999985 0
 165. 0.0419044 0.0157992 0
 165.2 0.04234980000000001 0.00797139999999999 0
 165.4 0.0428056 0.008410799999999996 0
 165.6 0.043275999999999995 0.013778000000000012 0
 165.8 0.043762 0.063236 0
 166. 0.044262 0.01171599999999999 0
 166.2 0.0447774 0.007338200000000003 0
 166.4 0.045310800000000005 0.005494399999999983 0
 166.6 0.0458592 0.004925599999999988 0
 166.8 0.0464262 0.0039365999999999984 0
 167. 0.047012200000000004 0.003854599999999986 0
 167.2 0.0476186 0.003969800000000009 0
 167.4 0.048246000000000004 0.004387999999999989 0
 167.6 0.048894 0.007421999999999998 0
 167.8 0.049564 0.0040020000000000056 0
 168. 0.05026 0.0035400000000000015 0
 168.2 0.050982 0.003355999999999998 0
 168.4 0.051728 0.003263999999999989 0
 168.6 0.05250200000000001 0.0031759999999999844 0
 168.8 0.05331 0.003129999999999994 0
 169. 0.05414600000000001 0.0034979999999999872 0
 169.2 0.055015999999999995 0.003018000000000007 0
 169.4 0.055920000000000004 0.0029399999999999843 0
 169.6 0.05686 0.002909999999999996 0
 169.8 0.057842000000000005 0.002915999999999988 0
 170. 0.058862000000000005 0.0029559999999999864 0
 170.2 0.059927999999999995 0.0027840000000000087 0
 170.4 0.06104 0.00273000000000001 0
 170.6 0.06220199999999999 0.0026760000000000117 0
 170.8 0.063416 0.0026480000000000115 0
 171. 0.06468600000000001 0.0026479999999999837 0
 171.2 0.066014 0.002701999999999982 0
 171.4 0.067408 0.003603999999999996 0
 171.6 0.068868 0.002603999999999995 0
 171.8 0.07039999999999999 0.0024600000000000177 0
 172. 0.072008 0.0024039999999999895 0
 172.2 0.07370000000000002 0.0023599999999999732 0
 172.4 0.07548 0.0023199999999999887 0
 172.6 0.077354 0.0023019999999999985 0
 172.8 0.07933 0.0023100000000000065 0
 173. 0.081412 0.0023460000000000147 0
 173.2 0.083616 0.0025180000000000202 0
 173.4 0.08594399999999999 0.003522000000000025 0
 173.6 0.088408 0.003164 0
 173.8 0.09101799999999999 0.0024240000000000372 0
 174. 0.093788 0.0022739999999999982 0
 174.2 0.09673000000000001 0.002329999999999971 0
 174.4 0.09986 0.00244999999999998 0
 174.6 0.103192 0.002695999999999976 0
 174.8 0.10674399999999999 0.003262000000000015 0
 175. 0.110538 0.004614000000000007 0
 175.2 0.11459399999999999 0.011572000000000027 0
 175.4 0.11893400000000001 0.01503199999999999 0
 175.6 0.12359 0.027480000000000004 0
 175.8 0.128584 0.517312 0
 176. 0.133972 0.07769599999999999 0
 176.2 0.139768 0.01417400000000002 0
 176.4 0.146024 0.005932000000000048 0
 176.6 0.152798 0.0030140000000000167 0
 176.8 0.160134 0.0017619999999999858 0
 177. 0.168078 0.0010539999999999994 0
 177.2 0.17674 0.0005199999999999649 0
 177.4 0.18617199999999998 -0.000003999999999948489 9
 177.6 0.19649 -0.00032999999999999696 9
 177.8 0.207768 -0.0005760000000000209 9
 178. 0.220164 -0.0008480000000000154 9
 178.2 0.233782 -0.0010739999999999639 9
 178.4 0.24881399999999998 -0.0012979999999999658 9
 178.6 0.265404 -0.0012279999999998958 9
 178.8 0.283814 -0.0016979999999999773 9
 179. 0.30427800000000005 -0.0019460000000001143 9
 179.2 0.327074 -0.0021179999999999533 9
 179.4 0.352552 -0.0022639999999999327 9
 179.6 0.38108999999999993 -0.002329999999999832 9
 179.8 0.41316 -0.0023200000000000998 9
 180. 0.449268 -0.0011759999999999549 9
 180.2 0.490034 -0.0021380000000000843 9
 180.4 0.53614 -0.0017799999999998928 9
 180.6 0.5883999999999999 -0.0012999999999998568 9
 180.8 0.6476799999999999 -0.00045999999999990493 9
 181. 0.71492 0.0009600000000000719 0
 181.2 0.79118 0.0025399999999999867 0
 181.4 0.8774199999999999 0.0049600000000002975 0
 181.6 0.97454 0.008020000000000138 0
 181.8 1.0831600000000001 0.011879999999999669 0
 182. 1.2032600000000002 0.01677999999999935 0
 182.2 1.33392 0.02306000000000008 0
 182.4 1.47274 0.028820000000000068 0
 182.6 1.61478 0.03553999999999968 0
 182.8 1.75196 0.04227999999999987 0
 183. 1.87204 0.047719999999999985 0
 183.2 1.95544 0.050920000000000076 0
 183.4 1.9644800000000002 0.051639999999999464 0
 183.6 1.8945400000000001 0.0492199999999996 0
 183.8 1.78408 0.0454399999999997 0
 184. 1.6537800000000002 0.040539999999999576 0
 184.2 1.5162 0.03960000000000008 0
 184.4 1.38014 0.0709200000000001 0
 184.6 1.2508 0.027300000000000324 0
 184.8 1.13102 0.022560000000000358 0
 185. 1.0220799999999999 0.011640000000000317 0
 185.2 0.92416 0.006979999999999986 0
 185.4 0.83684 0.0037199999999999456 0
 185.6 0.75936 0.0022799999999998377 0
 185.8 0.6907599999999999 -0.00021999999999988695 9
 186. 0.6301200000000001 -0.001340000000000341 9
 186.2 0.5765399999999999 -0.0021799999999998487 9
 186.4 0.52912 -0.0026399999999999757 9
 186.6 0.487108 -0.0029559999999999587 9
 186.8 0.44979600000000003 -0.0030720000000000747 9
 187. 0.416622 -0.003054000000000001 9
 187.2 0.387012 -0.0027840000000000087 9
 187.4 0.360568 -0.0030759999999999676 9
 187.6 0.33682600000000007 -0.002882000000000162 9
 187.8 0.315512 -0.0026840000000000197 9
 188. 0.296296 -0.0025720000000000187 9
 188.2 0.27894399999999997 -0.0025079999999999547 9
 188.4 0.26322 -0.0023400000000000087 9
 188.6 0.248936 -0.0021519999999999873 9
 188.8 0.23595 -0.0019500000000000073 9
 189. 0.22410999999999998 -0.0017699999999999383 9
 189.2 0.21328000000000003 -0.0016600000000000503 9
 189.4 0.20335999999999999 -0.0015199999999999658 9
 189.6 0.194252 -0.0013640000000000319 9
 189.8 0.185874 -0.0012179999999999969 9
 190. 0.178152 -0.0010640000000000094 9
 190.2 0.171014 -0.0008980000000000099 9
 190.4 0.16443000000000002 -0.0007100000000000439 9
 190.6 0.15832000000000002 -0.00024000000000001798 9
 190.8 0.152672 -0.0005040000000000044 9
 191. 0.14740000000000003 -0.00040000000000006697 9
 191.2 0.14250800000000002 -0.000296000000000074 9
 191.4 0.13794800000000002 -0.00018600000000001948 9
 191.6 0.133696 -0.0000620000000000065 9
 191.8 0.129726 0.00018799999999996597 0
 192. 0.12602 0.00015999999999999348 0
 192.2 0.12255 0.00030999999999997696 0
 192.4 0.119306 0.0004880000000000162 0
 192.6 0.116264 0.0006919999999999982 0
 192.8 0.11341799999999999 0.0009640000000000204 0
 193. 0.110746 0.0015180000000000193 0
 193.2 0.10823599999999998 0.003288000000000041 0
 193.4 0.10587799999999999 0.007744000000000029 0
 193.6 0.10364999999999999 0.002380000000000021 0
 193.8 0.101536 0.0017280000000000073 0
 194. 0.099512 0.0016259999999999886 0
 194.2 0.097546 0.0017280000000000073 0
 194.4 0.095654 0.0018920000000000048 0
 194.6 0.093844 0.0024620000000000197 0
 194.8 0.09212000000000001 0.003359999999999974 0
 195. 0.09048 0.005249999999999977 0
 195.2 0.088926 0.010658 0
 195.4 0.08745 0.05490999999999999 0
 195.6 0.08604999999999999 0.017730000000000024 0
 195.8 0.08472600000000001 0.011417999999999984 0
 196. 0.083464 0.005142000000000008 0
 196.2 0.08226999999999998 0.003430000000000044 0
 196.4 0.08113399999999998 0.0026720000000000355 0
 196.6 0.08005399999999999 0.0018120000000000358 0
 196.8 0.07902800000000001 0.0015839999999999743 0
 197. 0.07805 0.0015400000000000136 0
 197.2 0.07712 0.0015200000000000213 0
 197.4 0.07623400000000001 0.0015319999999999778 0
 197.6 0.07538999999999998 0.0016500000000000403 0
 197.8 0.074588 0.001573999999999992 0
 198. 0.073824 0.0018420000000000103 0
 198.2 0.073096 0.0016280000000000183 0
 198.4 0.072404 0.0016820000000000168 0
 198.6 0.07174400000000002 0.0017319999999999558 0
 198.8 0.071118 0.0018940000000000068 0
 199. 0.070526 0.0022079999999999878 0
 199.2 0.069962 0.0035560000000000036 0
 199.4 0.06942999999999999 0.007980000000000015 0
 199.6 0.068928 0.003243999999999997 0
 199.8 0.068458 0.003223999999999977 0
 200. 0.06802 0.00383 0
 200.2 0.06761 0.00517999999999999 0
 200.4 0.067234 0.00823199999999999 0
 200.6 0.06689200000000001 0.017615999999999993 0
 200.8 0.066586 0.07621799999999998 0
 201. 0.06631999999999989 3.7668600000000003 0
 201.2 0.066092 0.04696600000000001 0
 201.4 0.065912 0.014145999999999992 0
 201.6 0.06578 0.0071299999999999975 0
 201.8 0.065704 0.0046519999999999895 0
 202. 0.065684 0.003491999999999995 0
 202.2 0.065722 0.0028859999999999997 0
 202.4 0.065822 0.0025059999999999805 0
 202.6 0.06597 0.0020999999999999908 0
 202.8 0.06615199999999999 0.0019960000000000255 0
 203. 0.066326 0.0019480000000000053 0
 203.2 0.06643 0.0019799999999999818 0
 203.4 0.06636 0.00247 0
 203.6 0.065956 0.002017999999999992 0
 203.8 0.06536399999999999 0.0018020000000000258 0
 204. 0.064688 0.0017739999999999978 0
 204.2 0.063998 0.0016539999999999888 0
 204.4 0.06333 0.0016299999999999926 0
 204.6 0.062706 0.001598000000000016 0
 204.8 0.06213200000000001 0.0015959999999999863 0
 205. 0.061614 0.0014919999999999933 0
 205.2 0.061144000000000004 0.0017319999999999974 0
 205.4 0.060722 0.0015960000000000002 0
 205.6 0.06034 0.0017400000000000054 0
 205.8 0.059996 0.0019979999999999998 0
 206. 0.059684 0.0031920000000000004 0
 206.2 0.0594 0.004720000000000002 0
 206.4 0.05914 0.002259999999999998 0
 206.6 0.0589 0.0019399999999999973 0
 206.8 0.058682 0.0017759999999999998 0
 207. 0.058478 0.0017539999999999917 0
 207.2 0.058288000000000006 0.0017539999999999917 0
 207.4 0.058112 0.001906000000000005 0
 207.6 0.057944 0.0020519999999999983 0
 207.8 0.057788 0.0022940000000000044 0
 208. 0.05764 0.002800000000000011 0
 208.2 0.057504000000000006 0.0038519999999999804 0
 208.4 0.057372000000000006 0.006935999999999984 0
 208.6 0.057252 0.02907600000000002 0
 208.8 0.057137999999999994 0.010534000000000016 0
 209. 0.057030000000000004 0.004779999999999993 0
 209.2 0.056928000000000006 0.0032239999999999908 0
 209.4 0.056834 0.0026619999999999977 0
 209.6 0.056736 0.002447999999999992 0
 209.8 0.056650000000000006 0.001999999999999988 0
 210. 0.05656799999999999 0.002154000000000017 0
 210.2 0.056494 0.0031920000000000004 0
 210.4 0.056424 0.005181999999999992 0
 210.6 0.056358 0.004694000000000004 0
 210.8 0.056298 0.026674000000000003 0
 211. 0.056237999999999996 0.004184000000000007 0
 211.2 0.056186 0.002568000000000001 0
 211.4 0.056133999999999996 0.002032000000000006 0
 211.6 0.056088000000000006 0.001773999999999984 0
 211.8 0.056046 0.001588000000000006 0
 212. 0.056008 0.0014339999999999908 0
 212.2 0.055970000000000006 0.0014299999999999868 0
 212.4 0.055938 0.0014139999999999986 0
 212.6 0.055906000000000004 0.0014379999999999948 0
 212.8 0.05588 0.001469999999999999 0
 213. 0.055854 0.001472000000000001 0
 213.2 0.05583199999999999 0.001476000000000019 0
 213.4 0.055814 0.0015119999999999995 0
 213.6 0.055796 0.00157800000000001 0
 213.8 0.055782 0.0016660000000000008 0
 214. 0.05577 0.0018200000000000022 0
 214.2 0.055762 0.0020960000000000006 0
 214.4 0.055754 0.0026420000000000055 0
 214.6 0.055748000000000006 0.003933999999999993 0
 214.8 0.055746 0.008698000000000011 0
 215. 0.055744 0.023202 0
 215.2 0.055744 0.005681999999999993 0
 215.4 0.055748000000000006 0.0032039999999999846 0
 215.6 0.055754 0.002352000000000007 0
 215.8 0.055760000000000004 0.0019699999999999857 0
 216. 0.05577 0.0018600000000000005 0
 216.2 0.055779999999999996 0.0014500000000000068 0
 216.4 0.055791999999999994 0.001376000000000016 0
 216.6 0.055806 0.0013080000000000036 0
 216.8 0.055822 0.0012860000000000094 0
 217. 0.05584 0.0012599999999999972 0
 217.2 0.055858 0.0012540000000000051 0
 217.4 0.05588 0.0012800000000000034 0
 217.6 0.055902 0.0012859999999999955 0
 217.8 0.055926 0.0012680000000000052 0
 218. 0.055952 0.001346 0
 218.2 0.05598 0.0014199999999999907 0
 218.4 0.056006 0.0012179999999999969 0
 218.6 0.056038000000000004 0.0011739999999999945 0
 218.8 0.056068 0.0011639999999999984 0
 219. 0.056104 0.0011619999999999964 0
 219.2 0.056136000000000005 0.001217999999999983 0
 219.4 0.056172 0.0012260000000000049 0
 219.6 0.056209999999999996 0.0011600000000000082 0
 219.8 0.05625 0.0011699999999999905 0
 220. 0.05629 0.001229999999999995 0
 220.2 0.056332 0.0011459999999999942 0
 220.4 0.056376 0.0011380000000000001 0
 220.6 0.056420000000000005 0.0011699999999999905 0
 220.8 0.056468 0.0011940000000000006 0
 221. 0.056516000000000004 0.0011579999999999924 0
 221.2 0.056566 0.0011779999999999985 0
 221.4 0.056618 0.0012039999999999967 0
 221.6 0.05667 0.0011800000000000005 0
 221.8 0.056726 0.0011880000000000085 0
 222. 0.056786 0.0012079999999999869 0
 222.2 0.056846 0.001227999999999993 0
 222.4 0.05691 0.0012999999999999956 0
 222.6 0.056974000000000004 0.0012819999999999915 0
 222.8 0.057042 0.0013060000000000016 0
 223. 0.057114000000000005 0.0013619999999999882 0
 223.2 0.057187999999999996 0.001484000000000013 0
 223.4 0.057266 0.0015380000000000116 0
 223.6 0.057314 0.0015520000000000117 0
 223.8 0.057402 0.001675999999999997 0
 224. 0.057493999999999996 0.0018420000000000103 0
 224.2 0.057589999999999995 0.0019900000000000057 0
 224.4 0.057694 0.002241999999999994 0
 224.6 0.05780400000000001 0.0026419999999999777 0
 224.8 0.057918 0.003474000000000005 0
 225. 0.05803799999999999 0.004064000000000012 0
 225.2 0.058158 0.005384 0
 225.4 0.058277999999999996 0.00811400000000001 0
 225.6 0.058392 0.01486599999999999 0
 225.8 0.058488 0.03961400000000001 0
 226. 0.05855400000000001 0.36675199999999997 0
 226.2 0.05858599999999999 0.285698 0
 226.4 0.058603999999999996 0.03613200000000001 0
 226.6 0.058614000000000006 0.013901999999999984 0
 226.8 0.058622 0.007786000000000001 0
 227. 0.058632000000000004 0.0052259999999999945 0
 227.2 0.058648 0.003813999999999998 0
 227.4 0.058668000000000005 0.0030939999999999857 0
 227.6 0.05869200000000001 0.0023659999999999792 0
 227.8 0.058721999999999996 0.0021760000000000113 0
 228. 0.058758 0.002044000000000004 0
 228.2 0.058797999999999996 0.0019840000000000135 0
 228.4 0.058844 0.0019419999999999993 0
 228.6 0.058892 0.0020659999999999984 0
 228.8 0.058943999999999996 0.0021720000000000073 0
 229. 0.059000000000000004 0.002369999999999997 0
 229.2 0.059059999999999994 0.0027500000000000163 0
 229.4 0.059121999999999994 0.003976000000000007 0
 229.6 0.059184 0.011011999999999994 0
 229.8 0.059250000000000004 0.003939999999999985 0
 230. 0.059316 0.003577999999999998 0
 230.2 0.059385999999999994 0.0036380000000000162 0
 230.4 0.059458 0.004244000000000012 0
 230.6 0.05952999999999999 0.005110000000000017 0
 230.8 0.059604 0.006652000000000005 0
 231. 0.059680000000000004 0.01103999999999998 0
 231.2 0.059758 0.03413400000000001 0
 231.4 0.059836 0.025187999999999988 0
 231.6 0.059916 0.010148000000000018 0
 231.8 0.059996 0.006857999999999989 0
 232. 0.060078000000000006 0.006023999999999974 0
 232.2 0.06016200000000001 0.005505999999999983 0
 232.4 0.060247999999999996 0.00514400000000001 0
 232.6 0.060336 0.005767999999999995 0
 232.8 0.06042000000000001 0.006589999999999971 0
 233. 0.060503999999999995 0.007732000000000003 0
 233.2 0.060585999999999994 0.009108000000000019 0
 233.4 0.060666000000000005 0.011357999999999993 0
 233.6 0.060746 0.014597999999999986 0
 233.8 0.06082799999999999 0.021174000000000026 0
 234. 0.060910000000000006 0.028839999999999977 0
 234.2 0.060995999999999995 0.017618000000000023 0
 234.4 0.061082000000000004 0.01342599999999998 0
 234.6 0.061168 0.011203999999999992 0
 234.8 0.061258 0.010083999999999996 0
 235. 0.061348 0.009964 0
 235.2 0.061438000000000006 0.01116399999999998 0
 235.4 0.061529999999999994 0.015810000000000005 0
 235.6 0.061624000000000005 0.03918199999999998 0
 235.8 0.06171599999999999 0.043208000000000024 0
 236. 0.06180999999999999 0.013910000000000033 0
 236.2 0.061904 0.00837199999999999 0
 236.4 0.062002 0.007045999999999997 0
 236.6 0.062098 0.008054000000000006 0
 236.8 0.062195999999999994 0.010888000000000023 0
 237. 0.062296000000000004 0.027457999999999982 0
 237.2 0.06239599999999999 0.063728 0
 237.4 0.062498 0.015214000000000005 0
 237.6 0.062602 0.008395999999999987 0
 237.8 0.062706 0.005788000000000015 0
 238. 0.062814 0.005112000000000005 0
 238.2 0.06292199999999999 0.0045760000000000245 0
 238.4 0.06303399999999999 0.008342000000000016 0
