freq,T_b,Flux,T_RJ
Float,Float,Float,Float
GHz,K,Jy,K
Frequency,Brightness temperature,Total flux,Rayleigh-Jeans temperature
782.0,66.3536,209.6,49.3379
783.0,66.3366,210.0,49.3018
784.0,66.3197,210.4,49.2658
785.0,66.3029,210.8,49.23
786.0,66.2861,211.2,49.1941
787.0,66.2693,211.6,49.1583
788.0,66.2525,211.9,49.1224
789.0,66.2357,212.3,49.0866
790.0,66.2191,212.7,49.0509
791.0,66.2025,213.1,49.0153
792.0,66.1859,213.4,48.9797
793.0,66.1693,213.8,48.944
794.0,66.1528,214.2,48.9085
795.0,66.1365,214.5,48.8732
796.0,66.1201,214.9,48.8379
797.0,66.1038,215.3,48.8026
798.0,66.0875,215.7,48.7673
799.0,66.0712,216.1,48.732
800.0,66.0548,216.5,48.6967
801.0,66.0387,216.9,48.6616
802.0,66.0227,217.3,48.6267
803.0,66.0068,217.7,48.5919
804.0,65.9909,218.0,48.557
805.0,65.975,218.4,48.5222
806.0,65.959,218.8,48.4874
807.0,65.9431,219.2,48.4525
808.0,65.9272,219.6,48.4177
809.0,65.9112,220.0,48.3828
810.0,65.8953,220.4,48.348
811.0,65.8794,220.8,48.3131
812.0,65.8638,221.2,48.2788
813.0,65.8484,221.6,48.2444
814.0,65.8329,221.9,48.2101
815.0,65.8174,222.3,48.1758
816.0,65.8019,222.7,48.1414
817.0,65.7864,223.1,48.1071
818.0,65.7709,223.5,48.0728
819.0,65.7554,223.9,48.0384
820.0,65.7399,224.2,48.0041
821.0,65.7244,224.6,47.9697
822.0,65.7089,225.0,47.9354
823.0,65.6935,225.4,47.9011
824.0,65.6782,225.8,47.8671
825.0,65.6632,226.2,47.8332
826.0,65.6481,226.6,47.7994
827.0,65.633,227.0,47.7655
828.0,65.6179,227.3,47.7317
829.0,65.6028,227.7,47.6978
830.0,65.5877,228.1,47.6639
831.0,65.5726,228.5,47.6301
832.0,65.5577,228.9,47.5965
833.0,65.543,229.3,47.563
834.0,65.5283,229.7,47.5295
835.0,65.5135,230.1,47.4961
836.0,65.4988,230.5,47.4626
837.0,65.4841,230.8,47.4292
838.0,65.4695,231.2,47.3959
839.0,65.4549,231.6,47.3626
840.0,65.4403,232.0,47.3293
841.0,65.4258,232.4,47.296
842.0,65.4112,232.8,47.2628
843.0,65.3967,233.2,47.2296
844.0,65.3823,233.6,47.1967
845.0,65.3679,234.0,47.1636
846.0,65.3535,234.4,47.1305
847.0,65.3392,234.8,47.0975
848.0,65.3249,235.1,47.0646
849.0,65.3106,235.5,47.0317
850.0,65.2963,235.9,46.9988
851.0,65.2821,236.3,46.9659
852.0,65.2681,236.7,46.9333
853.0,65.2543,237.1,46.9009
854.0,65.2406,237.5,46.8686
855.0,65.2269,237.8,46.8363
856.0,65.2132,238.2,46.804
857.0,65.1997,238.6,46.7719
858.0,65.1861,239.0,46.7397
859.0,65.1725,239.4,46.7075
860.0,65.1589,239.8,46.6754
861.0,65.1453,240.2,46.6432
862.0,65.1316,240.6,46.611
863.0,65.1181,241.0,46.5789
864.0,65.1048,241.4,46.5471
865.0,65.0913,241.8,46.515
866.0,65.0779,242.2,46.4831
867.0,65.0647,242.5,46.4514
868.0,65.0514,242.9,46.4197
869.0,65.0382,243.3,46.3879
870.0,65.0249,243.7,46.3561
871.0,65.0116,244.1,46.3243
872.0,64.9986,244.5,46.2928
873.0,64.9855,244.9,46.2613
874.0,64.9724,245.3,46.2297
875.0,64.9594,245.7,46.1982
876.0,64.9464,246.1,46.1668
877.0,64.9333,246.5,46.1353
878.0,64.9203,246.9,46.1038
879.0,64.9073,247.3,46.0724
880.0,64.8943,247.7,46.0409
881.0,64.8813,248.1,46.0095
882.0,64.8685,248.5,45.9783
883.0,64.8556,248.9,45.947
884.0,64.8428,249.3,45.9158
885.0,64.83,249.7,45.8845
886.0,64.8172,250.1,45.8535
887.0,64.8045,250.5,45.8224
888.0,64.7918,250.9,45.7914
889.0,64.7791,251.3,45.7602
890.0,64.7665,251.6,45.7292
891.0,64.7538,252.0,45.6982
892.0,64.7412,252.5,45.6673
893.0,64.7287,252.8,45.6364
894.0,64.7162,253.2,45.6056
895.0,64.7035,253.6,45.5745
896.0,64.6911,254.0,45.5438
897.0,64.6789,254.5,45.5133
898.0,64.6666,254.8,45.4827
899.0,64.6542,255.2,45.452
900.0,64.6419,255.6,45.4213
901.0,64.6295,256.0,45.3906
902.0,64.6172,256.4,45.36
903.0,64.6049,256.8,45.3296
904.0,64.5926,257.2,45.299
905.0,64.5804,257.6,45.2685
906.0,64.5683,258.0,45.2382
907.0,64.556,258.4,45.2077
908.0,64.544,258.8,45.1774
909.0,64.5317,259.2,45.1469
910.0,64.5196,259.6,45.1165
911.0,64.5078,260.0,45.0866
912.0,64.4958,260.3,45.0563
913.0,64.4837,260.7,45.026
914.0,64.472,261.2,44.996
915.0,64.4601,261.6,44.966
916.0,64.4481,261.9,44.9358
917.0,64.4362,262.3,44.9057
918.0,64.4243,262.7,44.8756
919.0,64.4123,263.1,44.8455
920.0,64.4006,263.5,44.8156
921.0,64.3891,263.9,44.7859
922.0,64.3774,264.3,44.7561
923.0,64.3656,264.7,44.7262
924.0,64.3539,265.1,44.6964
925.0,64.3422,265.5,44.6665
926.0,64.3306,265.9,44.6369
927.0,64.3189,266.3,44.607
928.0,64.3073,266.7,44.5773
929.0,64.2958,267.1,44.5476
930.0,64.2842,267.5,44.518
931.0,64.2727,267.9,44.4885
932.0,64.2614,268.3,44.459
933.0,64.25,268.7,44.4295
934.0,64.2386,269.1,44.4001
935.0,64.2271,269.5,44.3706
936.0,64.2157,269.8,44.3412
937.0,64.2044,270.2,44.3119
938.0,64.1934,270.7,44.2828
939.0,64.1824,271.1,44.2538
940.0,64.1714,271.5,44.2247
941.0,64.1604,271.9,44.1956
942.0,64.1494,272.3,44.1666
943.0,64.1385,272.7,44.1377
944.0,64.1277,273.1,44.109
945.0,64.117,273.5,44.0802
946.0,64.1062,273.9,44.0515
947.0,64.0954,274.3,44.0227
948.0,64.0847,274.7,43.994
949.0,64.0739,275.1,43.9652
950.0,64.0632,275.5,43.9365
951.0,64.0524,275.8,43.9077
952.0,64.0418,276.2,43.8792
953.0,64.0313,276.7,43.8507
954.0,64.0207,277.1,43.8223
955.0,64.0102,277.5,43.7938
956.0,63.9997,277.9,43.7654
957.0,63.9891,278.3,43.7369
958.0,63.9786,278.7,43.7084
959.0,63.968,279.1,43.68
960.0,63.9575,279.5,43.6515
961.0,63.9469,279.9,43.623
962.0,63.9364,280.3,43.5946
963.0,63.9259,280.7,43.5661
964.0,63.9155,281.1,43.5379
965.0,63.9051,281.5,43.5096
966.0,63.8947,281.9,43.4814
967.0,63.8843,282.3,43.4532
968.0,63.8739,282.7,43.4249
969.0,63.8635,283.1,43.3967
970.0,63.8532,283.4,43.3685
971.0,63.8428,283.8,43.3402
972.0,63.8326,284.3,43.3123
973.0,63.8225,284.7,43.2843
974.0,63.8123,285.1,43.2563
975.0,63.8021,285.5,43.2284
976.0,63.7919,285.9,43.2004
977.0,63.7817,286.3,43.1724
978.0,63.7715,286.7,43.1444
979.0,63.7613,287.1,43.1165
980.0,63.7511,287.5,43.0885
981.0,63.7412,287.9,43.0607
982.0,63.7312,288.3,43.0329
983.0,63.7212,288.7,43.0053
984.0,63.7113,289.1,42.9777
985.0,63.7013,289.5,42.9499
986.0,63.6913,289.9,42.9222
987.0,63.6814,290.3,42.8945
988.0,63.7122,291.0,42.9058
989.0,63.6616,291.1,42.8394
990.0,63.6517,291.5,42.8118
991.0,63.6418,291.9,42.7842
992.0,63.6321,292.3,42.7568
993.0,63.6223,292.7,42.7293
994.0,63.6125,293.1,42.7018
995.0,63.6027,293.5,42.6743
996.0,63.5929,293.9,42.6468
997.0,63.583,294.3,42.6194
998.0,63.5733,294.7,42.592
999.0,63.5637,295.1,42.5647
1000.0,63.554,295.5,42.5375
1001.0,63.5444,295.9,42.5102
1002.0,63.5348,296.3,42.483
1003.0,63.5252,296.7,42.4558
1004.0,63.5155,297.1,42.4285
1005.0,63.5059,297.5,42.4013
1006.0,63.4963,297.9,42.3741
1007.0,63.4868,298.4,42.347
1008.0,63.4773,298.8,42.3199
1009.0,63.4678,299.2,42.2928
1010.0,63.4582,299.5,42.2657
1011.0,63.4488,299.9,42.2387
1012.0,63.4393,300.3,42.2117
1013.0,63.4299,300.7,42.1848
1014.0,63.4206,301.2,42.1578
1015.0,63.4111,301.5,42.1309
1016.0,63.4017,302.0,42.1039
1017.0,63.3922,302.3,42.0769
1018.0,63.3829,302.7,42.05
1019.0,63.3736,303.2,42.0233
1020.0,63.3644,303.5,41.9965
1021.0,63.3551,304.0,41.9698
1022.0,63.3458,304.3,41.943
1023.0,63.3367,304.8,41.9164
1024.0,63.3275,305.1,41.8897
1025.0,63.3181,305.6,41.8629
1026.0,63.3089,306.0,41.8363
1027.0,63.2997,306.4,41.8097
1028.0,63.2907,306.8,41.7831
1029.0,63.2816,307.2,41.7566
1030.0,63.2726,307.6,41.7301
1031.0,63.2637,308.0,41.7038
1032.0,63.2551,308.4,41.6778
1033.0,63.2464,308.8,41.6517
1034.0,63.2378,309.2,41.6256
1035.0,63.2292,309.6,41.5995
1036.0,63.2205,310.0,41.5735
1037.0,63.2121,310.4,41.5476
1038.0,63.2036,310.8,41.5218
1039.0,63.1952,311.2,41.4959
1040.0,63.1867,311.6,41.4701
1041.0,63.1783,312.0,41.4442
1042.0,63.1698,312.4,41.4184
1043.0,63.1613,312.8,41.3925
1044.0,63.1528,313.2,41.3667
1045.0,63.1445,313.6,41.341
1046.0,63.1362,314.0,41.3154
1047.0,63.1276,314.5,41.2894
1048.0,63.1191,314.9,41.2636
1049.0,63.1109,315.3,41.238
1050.0,63.1025,315.7,41.2123
1051.0,63.0941,316.1,41.1867
1052.0,63.0857,316.5,41.1609
1053.0,63.0775,316.8,41.1354
1054.0,63.0692,317.3,41.1098
1055.0,63.0608,317.7,41.0841
1056.0,63.0527,318.1,41.0587
1057.0,63.0445,318.5,41.0332
1058.0,63.0362,318.9,41.0076
1059.0,63.0279,319.3,40.9821
1060.0,63.0197,319.7,40.9566
1061.0,63.0115,320.1,40.9313
1062.0,63.0034,320.5,40.9058
1063.0,62.9952,320.9,40.8804
1064.0,62.987,321.3,40.8551
1065.0,62.9789,321.8,40.8297
1066.0,62.9707,322.1,40.8044
1067.0,62.963,322.5,40.7793
1068.0,62.9547,322.9,40.7538
1069.0,62.9465,323.4,40.7284
1070.0,62.9384,323.8,40.7031
1071.0,62.9303,324.2,40.6779
1072.0,62.9224,324.6,40.6528
1073.0,62.9145,325.0,40.6277
1074.0,62.9065,325.4,40.6026
1075.0,62.8985,325.8,40.5774
1076.0,62.8904,326.2,40.5522
1077.0,62.8824,326.6,40.5271
1078.0,62.8744,327.0,40.5019
1079.0,62.8665,327.4,40.4769
1080.0,62.8586,327.8,40.4518
1081.0,62.8507,328.2,40.4268
1082.0,62.8427,328.6,40.4018
1083.0,62.8349,329.0,40.3768
1084.0,62.8271,329.4,40.3519
1085.0,62.8192,329.8,40.3269
1086.0,62.8112,330.2,40.3019
1087.0,62.8033,330.6,40.2769
1088.0,62.7956,331.0,40.2521
1089.0,62.7879,331.4,40.2274
1090.0,62.78,331.8,40.2024
1091.0,62.7724,332.2,40.1777
1092.0,62.7646,332.6,40.1528
1093.0,62.7567,333.0,40.1279
1094.0,62.749,333.4,40.1032
1095.0,62.7413,333.9,40.0786
1096.0,62.7337,334.2,40.0538
1097.0,62.8534,335.7,40.1493
1098.0,62.7617,335.4,40.0454
1099.0,62.7106,335.4,39.9797
1100.0,62.703,335.9,39.9551
1101.0,62.6952,336.3,39.9304
1102.0,62.6876,336.7,39.9059
1103.0,62.6801,337.1,39.8814
1104.0,62.6727,337.5,39.857
1105.0,62.6651,337.9,39.8324
1106.0,62.6574,338.3,39.8078
1107.0,62.6498,338.7,39.7832
1108.0,62.6422,339.1,39.7586
1109.0,62.6346,339.5,39.7341
1110.0,62.6272,339.9,39.7098
1111.0,62.6197,340.3,39.6854
1112.0,62.6121,340.7,39.6609
1113.0,62.6936,341.8,39.7202
1114.0,62.5972,341.5,39.6122
1115.0,62.5896,341.9,39.5877
1116.0,62.5821,342.3,39.5633
1117.0,62.5748,342.7,39.5391
1118.0,62.5674,343.1,39.5148
1119.0,62.5598,343.5,39.4904
1120.0,62.5523,344.0,39.4661
1121.0,62.5449,344.4,39.4419
1122.0,62.5376,344.8,39.4177
1123.0,62.5303,345.2,39.3935
1124.0,62.5231,345.6,39.3695
1125.0,62.5158,345.9,39.3454
1126.0,62.5084,346.4,39.3211
1127.0,62.5011,346.7,39.2969
1128.0,62.4938,347.2,39.2729
1129.0,62.4867,347.5,39.249
1130.0,62.4794,347.9,39.2249
1131.0,62.472,348.4,39.2007
1132.0,62.4652,348.8,39.1771
1133.0,62.4584,349.2,39.1535
1134.0,62.4516,349.6,39.1299
1135.0,62.4449,350.0,39.1065
1136.0,62.4383,350.4,39.0831
1137.0,62.4316,350.8,39.0596
1138.0,62.425,351.2,39.0362
1139.0,62.4183,351.6,39.0127
1140.0,62.4117,352.0,38.9893
1141.0,62.4051,352.4,38.966
1142.0,62.3985,352.8,38.9427
1143.0,62.3918,353.2,38.9193
1144.0,62.3853,353.6,38.8959
1145.0,62.3787,354.1,38.8727
1146.0,62.3723,354.5,38.8495
1147.0,62.3658,354.9,38.8263
1148.0,62.359,355.3,38.8028
1149.0,62.3526,355.7,38.7797
1150.0,62.3461,356.1,38.7565
1151.0,62.3395,356.5,38.7332
1152.0,62.3331,356.9,38.7101
1153.0,62.3552,357.5,38.7138
1154.0,62.3201,357.7,38.6638
1155.0,62.3136,358.1,38.6407
1156.0,62.3073,358.5,38.6177
1157.0,62.3008,359.0,38.5945
1158.0,62.2942,359.3,38.5712
1159.0,62.2877,359.7,38.5482
1160.0,62.2814,360.1,38.5253
1161.0,62.275,360.5,38.5021
1162.0,62.2686,361.0,38.4791
1163.0,62.408,362.6,38.5926
1164.0,62.256,361.8,38.4333
1165.0,62.2496,362.2,38.4103
1166.0,62.2431,362.6,38.3872
1167.0,62.2368,363.0,38.3643
1168.0,62.2304,363.4,38.3413
1169.0,62.224,363.8,38.3184
1170.0,62.2177,364.1,38.2956
1171.0,62.2112,364.6,38.2725
1172.0,62.2049,365.0,38.2496
1173.0,62.1986,365.4,38.2268
1174.0,62.1923,365.8,38.204
1175.0,62.186,366.2,38.1811
1176.0,62.1797,366.6,38.1583
1177.0,62.1738,367.0,38.1359
1178.0,62.1673,367.4,38.1129
1179.0,62.161,367.8,38.0901
1180.0,62.1546,368.2,38.0672
1181.0,62.1485,368.6,38.0446
1182.0,62.1423,369.1,38.022
1183.0,62.1362,369.5,37.9993
1184.0,62.1299,369.9,37.9765
1185.0,62.1237,370.3,37.9539
1186.0,62.1173,370.7,37.9311
1187.0,62.1113,371.1,37.9086
1188.0,62.1052,371.5,37.886
1189.0,62.0989,371.8,37.8633
1190.0,62.0928,372.3,37.8407
1191.0,62.0867,372.7,37.8181
1192.0,62.0804,373.1,37.7955
1193.0,62.0743,373.5,37.7731
1194.0,62.0683,373.9,37.7506
1195.0,62.0621,374.3,37.728
1196.0,62.056,374.7,37.7055
1197.0,62.0497,375.1,37.6828
1198.0,62.0437,375.5,37.6605
1199.0,62.0375,375.9,37.6378
1200.0,62.0314,376.3,37.6153
1201.0,62.0254,376.7,37.5929
1202.0,62.0192,377.2,37.5705
1203.0,62.0133,377.5,37.5482
1204.0,62.0072,377.9,37.5258
1205.0,62.0011,378.3,37.5033
1206.0,61.9948,378.7,37.4808
1207.0,61.9888,379.1,37.4584
1208.0,62.0197,379.8,37.4703
1209.0,61.9767,379.9,37.4137
1210.0,61.9706,380.3,37.3912
1211.0,61.9645,380.7,37.3688
1212.0,61.9584,381.1,37.3466
1213.0,61.9524,381.5,37.3243
1214.0,61.9464,381.9,37.302
1215.0,61.9402,382.3,37.2796
1216.0,61.9341,382.7,37.2572
1217.0,61.9282,383.2,37.235
1218.0,61.922,383.5,37.2126
1219.0,61.9159,383.9,37.1902
1220.0,61.9098,384.3,37.168
1221.0,61.9038,384.7,37.1457
1222.0,61.8976,385.1,37.1233
1223.0,61.8915,385.6,37.101
1224.0,61.8854,385.9,37.0787
1225.0,61.8793,386.3,37.0564
1226.0,61.873,386.8,37.0339
1227.0,61.8667,387.1,37.0114
1228.0,61.8605,387.5,36.9891
1229.0,61.9154,388.5,37.0234
1230.0,61.8479,388.3,36.9443
1231.0,61.8414,388.7,36.9216
1232.0,61.8349,389.1,36.899
1233.0,61.8284,389.5,36.8764
1234.0,61.8219,389.9,36.8537
1235.0,61.815,390.2,36.8309
1236.0,61.8081,390.6,36.8079
1237.0,61.8013,391.0,36.785
1238.0,61.7939,391.4,36.7617
1239.0,61.7863,391.8,36.7381
1240.0,61.7783,392.2,36.7142
1241.0,61.7704,392.6,36.6903
1242.0,61.7611,392.9,36.6652
1243.0,61.7517,393.3,36.64
1244.0,61.7423,393.6,36.6147
1245.0,61.7322,394.0,36.5888
1246.0,61.7191,394.3,36.5602
1247.0,61.706,394.6,36.5317
1248.0,61.6929,394.9,36.5031
1249.0,61.674,395.2,36.4692
1250.0,61.6535,395.5,36.4337
1251.0,61.6282,395.7,36.3939
1252.0,61.5982,395.8,36.3497
1253.0,61.5586,395.9,36.2968
1254.0,61.5072,395.8,36.2328
1255.0,61.4353,395.6,36.1499
1256.0,61.3819,395.5,36.0842
1257.0,61.4264,396.3,36.1089
1258.0,61.4888,397.4,36.1502
1259.0,61.5298,398.3,36.1716
1260.0,61.5585,399.1,36.1816
1261.0,61.5783,399.7,36.1836
1262.0,61.5946,400.4,36.1823
1263.0,61.6048,400.9,36.1753
1264.0,61.6109,401.4,36.1646
1265.0,61.617,401.9,36.1538
1266.0,61.6205,402.4,36.1407
1267.0,61.6208,402.9,36.1246
1268.0,61.6211,403.3,36.1085
1269.0,61.6214,403.8,36.0925
1270.0,61.6195,404.2,36.0744
1271.0,61.6175,404.7,36.0562
1272.0,61.6149,405.1,36.0374
1273.0,61.6119,405.5,36.0184
1274.0,61.6088,406.0,35.9991
1275.0,61.6052,406.3,35.9796
1276.0,61.6016,406.8,35.9599
1277.0,61.5976,407.1,35.9399
1278.0,61.5937,407.6,35.9201
1279.0,61.5895,408.0,35.8999
1280.0,61.5852,408.4,35.8797
1281.0,61.581,408.8,35.8595
1282.0,61.5768,409.2,35.8393
1283.0,61.5724,409.6,35.819
1284.0,61.5679,410.0,35.7986
1285.0,61.5635,410.4,35.7783
1286.0,61.559,410.8,35.7579
1287.0,61.5544,411.2,35.7375
1288.0,61.5499,411.6,35.7171
1289.0,61.5454,412.0,35.6968
1290.0,61.5408,412.4,35.6763
1291.0,61.5361,412.8,35.6558
1292.0,61.5314,413.3,35.6352
1293.0,61.5267,413.7,35.6147
1294.0,61.5221,414.1,35.5943
1295.0,61.5174,414.5,35.5738
1296.0,61.5127,414.9,35.5533
1297.0,61.508,415.3,35.5329
1298.0,61.5034,415.6,35.5124
1299.0,61.4987,416.0,35.4919
1300.0,61.4939,416.5,35.4713
1301.0,61.4893,416.9,35.451
1302.0,61.4845,417.3,35.4304
1303.0,61.4797,417.7,35.4099
1304.0,61.475,418.1,35.3895
1305.0,61.4705,418.5,35.3692
1306.0,61.4659,418.8,35.3488
1307.0,61.4611,419.2,35.3283
1308.0,61.4565,419.7,35.3079
1309.0,61.4517,420.0,35.2874
1310.0,61.447,420.5,35.2671
1311.0,61.4423,420.9,35.2467
1312.0,61.4377,421.3,35.2264
1313.0,61.4329,421.7,35.2059
1314.0,61.4282,422.1,35.1855
1315.0,61.4236,422.5,35.1652
1316.0,61.419,422.9,35.1449
1317.0,61.4142,423.3,35.1245
1318.0,61.4097,423.7,35.1043
1319.0,61.405,424.1,35.0839
1320.0,61.4002,424.4,35.0635
1321.0,61.3955,424.8,35.0432
1322.0,61.391,425.2,35.023
1323.0,61.3864,425.6,35.0029
1324.0,61.3818,426.0,34.9827
1325.0,61.3772,426.4,34.9624
1326.0,61.3725,426.8,34.9422
1327.0,61.3679,427.2,34.9219
1328.0,61.3631,427.6,34.9016
1329.0,61.3585,428.0,34.8813
1330.0,61.354,428.5,34.8613
1331.0,61.3493,428.8,34.841
1332.0,61.3447,429.2,34.8208
1333.0,61.3401,429.6,34.8007
1334.0,61.3355,430.0,34.7805
1335.0,61.331,430.4,34.7604
1336.0,61.3264,430.8,34.7403
1337.0,61.3218,431.2,34.7202
1338.0,61.3171,431.6,34.7
1339.0,61.3125,432.0,34.6799
1340.0,61.3079,432.3,34.6597
1341.0,61.3033,432.7,34.6397
1342.0,61.2989,433.1,34.6197
1343.0,61.2942,433.5,34.5996
1344.0,61.2899,433.9,34.5797
1345.0,61.2852,434.3,34.5595
1346.0,61.2807,434.7,34.5396
1347.0,61.2762,435.1,34.5195
1348.0,61.2717,435.5,34.4997
1349.0,61.2672,435.9,34.4796
1350.0,61.2626,436.3,34.4597
1351.0,61.2581,436.7,34.4398
1352.0,61.2536,437.1,34.4197
1353.0,61.249,437.5,34.3998
1354.0,61.2445,437.9,34.3799
1355.0,61.2401,438.2,34.36
1356.0,61.2357,438.6,34.3402
1357.0,61.2312,439.0,34.3202
1358.0,61.2266,439.4,34.3003
1359.0,61.2221,439.8,34.2804
1360.0,61.2176,440.2,34.2605
1361.0,61.2131,440.6,34.2406
1362.0,61.2086,441.0,34.2208
1363.0,61.2041,441.4,34.2009
1364.0,61.1996,441.8,34.181
1365.0,61.1951,442.2,34.1612
1366.0,61.1911,442.6,34.1418
1367.0,61.187,443.0,34.1224
1368.0,61.183,443.4,34.103
1369.0,61.1789,443.8,34.0836
1370.0,61.1749,444.2,34.0642
1371.0,61.1708,444.6,34.0447
1372.0,61.1668,445.0,34.0253
1373.0,61.1628,445.4,34.006
1374.0,61.1589,445.8,33.9868
1375.0,61.155,446.2,33.9675
1376.0,61.1511,446.5,33.9483
1377.0,61.1472,446.9,33.9291
1378.0,61.1433,447.3,33.9099
1379.0,61.1395,447.7,33.8907
1380.0,61.1356,448.1,33.8716
1381.0,61.1318,448.5,33.8524
1382.0,61.1279,448.9,33.8333
1383.0,61.1241,449.3,33.8141
1384.0,61.1203,449.7,33.7951
1385.0,61.1166,450.1,33.7761
1386.0,61.1129,450.5,33.757
1387.0,61.109,450.9,33.738
1388.0,61.1052,451.3,33.7189
1389.0,61.1013,451.7,33.6996
1390.0,61.0975,452.1,33.6807
1391.0,61.0935,452.5,33.6614
1392.0,61.09,452.8,33.6426
1393.0,61.0859,453.3,33.6233
1394.0,61.0822,453.7,33.6043
1395.0,61.0783,454.1,33.5853
1396.0,61.0745,454.5,33.5663
1397.0,61.0708,454.9,33.5474
1398.0,61.067,455.3,33.5284
1399.0,61.0632,455.7,33.5094
1400.0,61.0595,456.1,33.4905
1401.0,61.0557,456.5,33.4715
1402.0,61.0519,456.8,33.4526
1403.0,61.0481,457.2,33.4336
1404.0,61.0443,457.6,33.4147
1405.0,61.0405,458.0,33.3958
1406.0,61.0369,458.4,33.377
1407.0,61.0332,458.8,33.3581
1408.0,61.0295,459.2,33.3392
1409.0,61.0258,459.6,33.3205
1410.0,61.022,460.0,33.3016
1411.0,61.0812,461.1,33.3396
1412.0,61.0146,460.7,33.2639
1413.0,61.0109,461.1,33.2451
1414.0,61.0073,461.5,33.2264
1415.0,61.0035,461.9,33.2075
1416.0,60.9999,462.3,33.1888
1417.0,60.9963,462.7,33.1701
1418.0,60.9926,463.1,33.1513
1419.0,60.9889,463.5,33.1325
1420.0,60.9851,463.9,33.1137
1421.0,60.9814,464.2,33.095
1422.0,60.9775,464.6,33.0761
1423.0,60.9738,465.1,33.0573
1424.0,60.9701,465.4,33.0387
1425.0,60.9666,465.8,33.0201
1426.0,60.9626,466.2,33.0011
1427.0,60.9593,466.6,32.9827
1428.0,60.9555,467.0,32.9639
1429.0,60.952,467.3,32.9454
1430.0,60.9483,467.8,32.9267
1431.0,60.9446,468.2,32.9079
1432.0,60.9409,468.6,32.8893
1433.0,60.9373,468.9,32.8707
1434.0,60.9336,469.3,32.852
1435.0,60.93,469.7,32.8335
1436.0,60.9263,470.1,32.8149
1437.0,60.9227,470.5,32.7963
1438.0,60.9191,470.9,32.7777
1439.0,60.9154,471.3,32.7592
1440.0,60.9118,471.6,32.7406
1441.0,60.9082,472.0,32.722
1442.0,60.9046,472.4,32.7035
1443.0,60.901,472.8,32.685
1444.0,60.8973,473.2,32.6664
1445.0,60.8939,473.6,32.648
1446.0,60.8902,474.0,32.6294
1447.0,60.8866,474.4,32.6109
1448.0,60.883,474.8,32.5925
1449.0,60.8793,475.1,32.574
1450.0,60.8757,475.6,32.5554
1451.0,60.8722,475.9,32.5371
1452.0,60.8686,476.3,32.5186
1453.0,60.8651,476.7,32.5002
1454.0,60.8615,477.1,32.4818
1455.0,60.858,477.5,32.4634
1456.0,60.8544,477.8,32.445
1457.0,60.8508,478.2,32.4265
1458.0,60.8472,478.6,32.4081
1459.0,60.8437,479.0,32.3898
1460.0,60.8402,479.4,32.3715
1461.0,60.8367,479.7,32.3531
1462.0,60.8331,480.1,32.3348
1463.0,60.8296,480.5,32.3164
1464.0,60.826,480.9,32.2981
1465.0,60.8224,481.3,32.2797
1466.0,60.8189,481.7,32.2615
1467.0,60.8153,482.1,32.2431
1468.0,60.8118,482.5,32.2248
1469.0,60.8084,482.8,32.2066
1470.0,60.8049,483.2,32.1885
1471.0,60.8013,483.6,32.1702
1472.0,60.7978,484.0,32.1518
1473.0,60.7944,484.4,32.1337
1474.0,60.7907,484.8,32.1153
1475.0,60.7873,485.1,32.0971
1476.0,60.7838,485.6,32.0789
1477.0,60.7803,485.9,32.0608
1478.0,60.7768,486.3,32.0425
1479.0,60.7732,486.7,32.0242
1480.0,60.7698,487.1,32.0061
1481.0,60.7664,487.4,31.988
1482.0,60.7629,487.8,31.9699
1483.0,60.7594,488.2,31.9517
1484.0,60.756,488.6,31.9336
1485.0,60.7524,489.0,31.9154
1486.0,60.7491,489.3,31.8974
1487.0,60.7456,489.7,31.8793
1488.0,60.7421,490.1,31.8612
1489.0,60.7386,490.5,31.8431
1490.0,60.7352,490.9,31.825
1491.0,60.7318,491.2,31.8069
1492.0,60.7283,491.6,31.7889
1493.0,60.7249,492.0,31.7708
1494.0,60.7214,492.3,31.7528
1495.0,60.718,492.7,31.7347
1496.0,60.7145,493.1,31.7167
1497.0,60.711,493.5,31.6986
1498.0,60.7075,493.9,31.6805
1499.0,60.7039,494.2,31.6625
1500.0,60.7005,494.6,31.6444
1501.0,60.6971,495.0,31.6265
1502.0,60.6938,495.4,31.6085
1503.0,60.6904,495.7,31.5906
1504.0,60.6871,496.1,31.5728
1505.0,60.6844,496.6,31.5554
1506.0,60.6814,496.9,31.5379
1507.0,60.6784,497.3,31.5203
1508.0,60.6756,497.7,31.5029
1509.0,60.6726,498.1,31.4854
1510.0,60.6696,498.5,31.4679
1511.0,60.6667,498.9,31.4504
1512.0,60.6638,499.2,31.433
1513.0,60.6611,499.6,31.4156
1514.0,60.658,500.0,31.398
1515.0,60.6551,500.4,31.3806
1516.0,60.6523,500.8,31.3633
1517.0,60.6493,501.2,31.3457
1518.0,60.6466,501.5,31.3285
1519.0,60.6436,501.9,31.311
1520.0,60.6404,502.3,31.2935
1521.0,60.6377,502.7,31.2762
1522.0,60.6348,503.0,31.2588
1523.0,60.632,503.4,31.2415
1524.0,60.629,503.8,31.2241
1525.0,60.626,504.2,31.2067
1526.0,60.6231,504.6,31.1892
1527.0,60.6201,504.9,31.1718
1528.0,60.6173,505.3,31.1545
1529.0,60.6144,505.7,31.1372
1530.0,60.6115,506.1,31.1199
1531.0,60.6088,506.5,31.1026
1532.0,60.6055,506.8,31.085
