PROJECT: 240-13

Scan ID;#Sub.;Start Time;End Time;Source Name;Velocity (km/s);Observation Type;Opacity;Receiver;Azimuth (deg);Elevation (deg);Pointing Correction X (");Pointing Correction Y (");Focus Correction zZ (mm)
2014-02-22.266;13;2014-02-22 12:48:25;2014-02-22 12:50:59;FLS3A;0.00;onTheFlyMap;0.04;NIKA;321.00;33.85;-6.10;2.30;-2.30
2014-02-22.267;10;2014-02-22 12:51:01;2014-02-22 12:52:57;FLS3A;0.00;onTheFlyMap;0.01;NIKA;321.09;33.51;-6.10;2.30;-2.30
2014-02-22.268;13;2014-02-22 12:53:00;2014-02-22 12:55:34;FLS3A;0.00;onTheFlyMap;0.01;NIKA;321.20;33.27;-6.10;2.30;-2.30
2014-02-22.269;10;2014-02-22 12:55:37;2014-02-22 12:57:33;FLS3A;0.00;onTheFlyMap;0.01;NIKA;321.30;32.95;-6.10;2.30;-2.30
2014-02-22.270;13;2014-02-22 12:57:35;2014-02-22 13:00:09;FLS3A;0.00;onTheFlyMap;0.10;NIKA;321.41;32.71;-6.10;2.30;-2.30
2014-02-22.271;10;2014-02-22 13:00:11;2014-02-22 13:02:07;FLS3A;0.00;onTheFlyMap;0.10;NIKA;321.49;32.37;-6.10;2.30;-2.30
2014-02-22.272;13;2014-02-22 13:07:55;2014-02-22 13:10:45;FLS3A;0.00;onTheFlyMap;0.12;NIKA;321.74;31.91;-6.10;2.30;-2.30
2014-02-22.273;10;2014-02-22 13:10:48;2014-02-22 13:12:43;FLS3A;0.00;onTheFlyMap;0.12;NIKA;322.09;31.10;-6.10;2.30;-2.30
2014-02-22.274;13;2014-02-22 13:12:46;2014-02-22 13:15:19;FLS3A;0.00;onTheFlyMap;0.00;NIKA;322.24;30.88;-6.10;2.30;-2.30
2014-02-22.275;10;2014-02-22 13:15:22;2014-02-22 13:17:19;FLS3A;0.00;onTheFlyMap;0.00;NIKA;322.35;30.55;-6.10;2.30;-2.30
2014-02-22.276;13;2014-02-22 13:22:28;2014-02-22 13:25:19;FLS3A;0.00;onTheFlyMap;0.13;NIKA;322.58;30.08;-6.10;2.30;-2.30
2014-02-22.277;10;2014-02-22 13:25:21;2014-02-22 13:27:18;FLS3A;0.00;onTheFlyMap;0.00;NIKA;322.94;29.36;-6.10;2.30;-2.30
2014-02-22.278;13;2014-02-22 13:27:23;2014-02-22 13:29:55;FLS3A;0.00;onTheFlyMap;0.00;NIKA;323.07;29.12;-6.10;2.30;-2.30
2014-02-22.279;10;2014-02-22 13:29:59;2014-02-22 13:31:59;FLS3A;0.00;onTheFlyMap;0.09;NIKA;323.21;28.81;-6.10;2.30;-2.30
2014-02-22.280;13;2014-02-22 13:33:17;2014-02-22 13:35:58;FLS3A;0.00;onTheFlyMap;0.00;NIKA;323.43;28.43;-6.10;2.30;-2.30
2014-02-22.281;10;2014-02-22 13:36:00;2014-02-22 13:37:56;FLS3A;0.00;onTheFlyMap;0.00;NIKA;323.57;28.09;-6.10;2.30;-2.30
2014-02-22.282;13;2014-02-22 13:39:13;2014-02-22 13:41:54;FLS3A;0.00;onTheFlyMap;0.08;NIKA;323.82;27.74;-6.10;2.30;-2.30
2014-02-22.283;10;2014-02-22 13:41:57;2014-02-22 13:43:52;FLS3A;0.00;onTheFlyMap;0.11;NIKA;323.99;27.42;-6.10;2.30;-2.30
2014-02-22.284;4;2014-02-22 13:47:10;2014-02-22 13:48:43;1637+574;0.00;pointing;0.01;NIKA;324.26;26.97;-6.10;2.30;-2.30
2014-02-22.285;1;2014-02-22 13:52:30;2014-02-22 13:53:13;1637+574;0.00;Lissajous;0.04;NIKA;325.41;22.46;-6.20;5.00;-2.20
2014-02-22.286;1;2014-02-22 13:53:17;2014-02-22 13:53:45;1637+574;0.00;Lissajous;0.04;NIKA;325.62;22.18;-6.20;5.00;-2.50
2014-02-22.287;1;2014-02-22 13:53:46;2014-02-22 13:54:14;1637+574;0.00;Lissajous;0.07;NIKA;325.66;22.13;-6.20;5.00;-2.80
2014-02-22.288;1;2014-02-22 13:54:16;2014-02-22 13:54:44;1637+574;0.00;Lissajous;0.07;NIKA;325.70;22.07;-6.20;5.00;-3.10
2014-02-22.289;1;2014-02-22 13:54:47;2014-02-22 13:55:10;1637+574;0.00;Lissajous;0.07;NIKA;325.74;22.01;-6.20;5.00;-3.10
2014-02-22.290;1;2014-02-22 13:55:13;2014-02-22 13:55:42;1637+574;0.00;Lissajous;0.07;NIKA;325.78;21.97;-6.20;5.00;-2.80
2014-02-22.291;1;2014-02-22 13:55:44;2014-02-22 13:56:12;1637+574;0.00;Lissajous;0.07;NIKA;325.83;21.92;-6.20;5.00;-2.50
2014-02-22.292;1;2014-02-22 13:56:15;2014-02-22 13:56:44;1637+574;0.00;Lissajous;0.07;NIKA;325.86;21.85;-6.20;5.00;-2.20
2014-02-22.293;1;2014-02-22 13:56:46;2014-02-22 13:57:15;1637+574;0.00;Lissajous;0.07;NIKA;325.91;21.80;-6.20;5.00;-1.90
2014-02-22.294;1;2014-02-22 13:57:18;2014-02-22 13:57:44;1637+574;0.00;Lissajous;0.07;NIKA;325.95;21.74;-6.20;5.00;-1.60
2014-02-22.295;1;2014-02-22 13:57:46;2014-02-22 13:58:12;1637+574;0.00;Lissajous;0.07;NIKA;326.00;21.69;-6.20;5.00;-1.30
2014-02-22.296;1;2014-02-22 13:58:15;2014-02-22 13:58:39;1637+574;0.00;Lissajous;0.07;NIKA;326.03;21.63;-6.20;5.00;-1.30
2014-02-22.297;1;2014-02-22 13:58:41;2014-02-22 13:59:05;1637+574;0.00;Lissajous;0.07;NIKA;326.08;21.59;-6.20;5.00;-1.60
2014-02-22.298;1;2014-02-22 13:59:18;2014-02-22 13:59:46;1637+574;0.00;Lissajous;0.07;NIKA;326.11;21.54;-6.20;5.00;-1.90
2014-02-22.299;1;2014-02-22 14:03:02;2014-02-22 14:03:33;0415+379;0.00;track;0.18;NIKA;326.34;21.25;-6.20;5.00;-2.20
2014-02-22.48;1;2014-02-22 02:24:42;2014-02-22 02:26:08;0851+202;0.00;Lissajous;0.29;NIKA;262.77;42.94;-3.00;1.80;-1.70
2014-02-22.49;1;2014-02-22 02:27:23;2014-02-22 02:28:23;G09-59393;0.00;track;0.20;NIKA;263.32;42.36;-2.60;3.40;-1.70
2014-02-22.50;1;2014-02-22 02:28:30;2014-02-22 02:33:38;G09-59393;0.00;Lissajous;0.20;NIKA;246.13;26.68;-2.60;3.40;-1.70
2014-02-22.51;1;2014-02-22 02:33:42;2014-02-22 02:38:51;G09-59393;0.00;Lissajous;0.19;NIKA;247.12;25.73;-2.60;3.40;-1.70
2014-02-22.52;1;2014-02-22 02:38:54;2014-02-22 02:44:04;G09-59393;0.00;Lissajous;0.20;NIKA;248.09;24.76;-2.60;3.40;-1.70
2014-02-22.53;1;2014-02-22 02:44:07;2014-02-22 02:46:53;1253-055;0.00;track;0.23;NIKA;249.04;23.79;-2.60;3.40;-1.70
2014-02-22.54;1;2014-02-22 02:46:54;2014-02-22 02:48:03;1253-055;0.00;Lissajous;0.23;NIKA;173.85;46.90;-2.60;3.40;-1.70
2014-02-22.55;1;2014-02-22 02:48:05;2014-02-22 02:49:17;1253-055;0.00;Lissajous;0.30;NIKA;174.29;46.92;-2.60;3.40;-2.30
2014-02-22.56;1;2014-02-22 02:49:21;2014-02-22 02:50:33;1253-055;0.00;Lissajous;0.30;NIKA;174.74;46.94;-2.60;3.40;-2.90
2014-02-22.57;1;2014-02-22 02:50:36;2014-02-22 02:51:54;1253-055;0.00;Lissajous;0.30;NIKA;175.19;46.96;-2.60;3.40;-1.10
2014-02-22.58;1;2014-02-22 02:51:56;2014-02-22 02:53:09;1253-055;0.00;Lissajous;0.18;NIKA;175.69;46.98;-2.60;3.40;-0.50
2014-02-22.59;1;2014-02-22 02:53:32;2014-02-22 02:54:59;G12-79248;0.00;track;0.18;NIKA;176.27;47.00;-2.60;3.40;-1.80
2014-02-22.60;1;2014-02-22 02:55:02;2014-02-22 03:00:15;G12-79248;0.00;Lissajous;0.23;NIKA;208.50;48.57;-2.40;3.90;-1.80
2014-02-22.61;1;2014-02-22 03:00:18;2014-02-22 03:05:27;G12-79248;0.00;Lissajous;0.24;NIKA;210.33;48.05;-2.40;3.90;-1.80
2014-02-22.62;1;2014-02-22 03:05:30;2014-02-22 03:10:39;G12-79248;0.00;Lissajous;0.27;NIKA;212.09;47.50;-2.40;3.90;-1.80
2014-02-22.63;1;2014-02-22 03:11:48;2014-02-22 03:11:59;G12-79248;0.00;track;0.24;NIKA;214.24;46.78;-2.40;3.90;-1.80
2014-02-22.64;1;2014-02-22 03:14:23;2014-02-22 03:15:49;1253-055;0.00;track;0.22;NIKA;214.97;46.52;-2.40;3.90;-1.80
2014-02-22.65;1;2014-02-22 03:15:52;2014-02-22 03:17:02;1253-055;0.00;Lissajous;0.22;NIKA;184.42;46.95;-2.40;3.90;-1.80
2014-02-22.66;1;2014-02-22 03:18:59;2014-02-22 03:20:38;G15-66874;0.00;track;0.20;NIKA;185.55;46.89;-1.80;4.50;-1.80
2014-02-22.67;1;2014-02-22 03:20:40;2014-02-22 03:25:49;G15-66874;0.00;Lissajous;0.20;NIKA;148.72;46.84;-1.80;4.50;-1.80
2014-02-22.68;1;2014-02-22 03:25:52;2014-02-22 03:31:01;G15-66874;0.00;Lissajous;0.16;NIKA;150.47;47.36;-1.80;4.50;-1.80
2014-02-22.69;1;2014-02-22 03:31:04;2014-02-22 03:36:13;G15-66874;0.00;Lissajous;0.23;NIKA;152.25;47.85;-1.80;4.50;-1.80
2014-02-23.100;13;2014-02-23 06:18:07;2014-02-23 06:21:11;FLS3A;0.00;onTheFlyMap;0.04;NIKA;367.61;69.34;-2.70;2.30;-2.10
2014-02-23.101;10;2014-02-23 06:21:14;2014-02-23 06:23:13;FLS3A;0.00;onTheFlyMap;0.04;NIKA;374.94;66.92;-2.70;2.30;-2.10
2014-02-23.102;13;2014-02-23 06:23:17;2014-02-23 06:25:50;FLS3A;0.00;onTheFlyMap;0.04;NIKA;374.30;66.98;-2.70;2.30;-2.10
2014-02-23.103;10;2014-02-23 06:25:52;2014-02-23 06:27:46;FLS3A;0.00;onTheFlyMap;0.06;NIKA;373.52;67.15;-2.70;2.30;-2.10
2014-02-23.104;13;2014-02-23 06:27:58;2014-02-23 06:30:51;FLS3A;0.00;onTheFlyMap;0.06;NIKA;373.01;67.24;-2.70;2.30;-2.10
2014-02-23.105;10;2014-02-23 06:30:53;2014-02-23 06:33:00;FLS3A;0.00;onTheFlyMap;0.06;NIKA;371.96;67.42;-2.70;2.30;-2.10
2014-02-23.106;13;2014-02-23 06:33:03;2014-02-23 06:35:35;FLS3A;0.00;onTheFlyMap;0.06;NIKA;371.25;67.45;-2.70;2.30;-2.10
2014-02-23.107;10;2014-02-23 06:35:38;2014-02-23 06:37:37;FLS3A;0.00;onTheFlyMap;0.07;NIKA;370.41;67.59;-2.70;2.30;-2.10
2014-02-23.108;13;2014-02-23 06:37:40;2014-02-23 06:40:14;FLS3A;0.00;onTheFlyMap;0.07;NIKA;369.74;67.62;-2.70;2.30;-2.10
2014-02-23.109;10;2014-02-23 06:40:15;2014-02-23 06:42:16;FLS3A;0.00;onTheFlyMap;0.07;NIKA;368.90;67.78;-2.70;2.30;-2.10
2014-02-23.110;13;2014-02-23 06:42:18;2014-02-23 06:44:48;FLS3A;0.00;onTheFlyMap;0.07;NIKA;368.21;67.81;-2.70;2.30;-2.10
2014-02-23.111;10;2014-02-23 06:44:50;2014-02-23 06:46:51;FLS3A;0.00;onTheFlyMap;0.08;NIKA;367.35;67.93;-2.70;2.30;-2.10
2014-02-23.112;13;2014-02-23 06:46:54;2014-02-23 06:49:26;FLS3A;0.00;onTheFlyMap;0.07;NIKA;366.65;67.94;-2.70;2.30;-2.10
2014-02-23.113;10;2014-02-23 06:49:29;2014-02-23 06:51:28;FLS3A;0.00;onTheFlyMap;0.07;NIKA;365.77;68.00;-2.70;2.30;-2.10
2014-02-23.114;13;2014-02-23 06:51:31;2014-02-23 06:54:02;FLS3A;0.00;onTheFlyMap;0.08;NIKA;365.07;68.05;-2.70;2.30;-2.10
2014-02-23.115;10;2014-02-23 06:54:05;2014-02-23 06:56:07;FLS3A;0.00;onTheFlyMap;0.08;NIKA;364.19;68.13;-2.70;2.30;-2.10
2014-02-23.116;13;2014-02-23 06:56:09;2014-02-23 06:58:41;FLS3A;0.00;onTheFlyMap;0.10;NIKA;363.49;68.09;-2.70;2.30;-2.10
2014-02-23.117;10;2014-02-23 06:58:43;2014-02-23 07:00:46;FLS3A;0.00;onTheFlyMap;0.10;NIKA;362.57;68.20;-2.70;2.30;-2.10
2014-02-23.118;13;2014-02-23 07:00:48;2014-02-23 07:03:20;FLS3A;0.00;onTheFlyMap;0.08;NIKA;361.85;68.18;-2.70;2.30;-2.10
2014-02-23.119;10;2014-02-23 07:03:23;2014-02-23 07:05:21;FLS3A;0.00;onTheFlyMap;0.08;NIKA;360.93;68.24;-2.70;2.30;-2.10
2014-02-23.120;13;2014-02-23 07:05:25;2014-02-23 07:07:56;FLS3A;0.00;onTheFlyMap;0.08;NIKA;360.23;68.19;-2.70;2.30;-2.10
2014-02-23.121;10;2014-02-23 07:07:59;2014-02-23 07:10:00;FLS3A;0.00;onTheFlyMap;0.08;NIKA;359.33;68.22;-2.70;2.30;-2.10
2014-02-23.122;13;2014-02-23 07:10:08;2014-02-23 07:13:12;FLS3A;0.00;onTheFlyMap;0.07;NIKA;358.60;68.21;-2.70;2.30;-2.10
2014-02-23.123;10;2014-02-23 07:13:33;2014-02-23 07:15:32;FLS3A;0.00;onTheFlyMap;0.06;NIKA;357.38;68.20;-2.70;2.30;-2.10
2014-02-23.124;1;2014-02-23 07:16:08;2014-02-23 07:17:47;1637+574;0.00;Lissajous;0.06;NIKA;356.47;68.18;-2.70;2.30;-2.10
2014-02-23.125;1;2014-02-23 07:17:49;2014-02-23 07:21:05;1308+326;0.00;Lissajous;0.07;NIKA;344.97;68.70;-2.70;2.30;-2.10
2014-02-23.126;1;2014-02-23 07:22:13;2014-02-23 07:28:10;J1432;0.00;Lissajous;0.13;NIKA;283.68;39.33;-0.40;1.70;-2.10
2014-02-23.215;1;2014-02-23 12:16:53;2014-02-23 12:19:55;1637+574;0.00;track;0.05;NIKA;244.08;31.49;-1.20;-3.30;-2.30
2014-02-23.216;1;2014-02-23 12:19:58;2014-02-23 12:21:09;1637+574;0.00;Lissajous;0.48;NIKA;319.51;32.90;-1.20;-3.30;-2.30
2014-02-23.217;1;2014-02-23 12:23:56;2014-02-23 12:24:35;FLS3A;0.00;track;0.23;NIKA;319.68;32.48;-1.10;-5.10;-2.30
