PROJECT: 239-13

Scan ID;#Sub.;Start Time;End Time;Source Name;Velocity (km/s);Observation Type;Opacity;Receiver;Azimuth (deg);Elevation (deg);Pointing Correction X (");Pointing Correction Y (");Focus Correction zZ (mm)
2014-02-20.59;1;2014-02-20 03:16:55;2014-02-20 03:18:15;1418+546;0.00;Lissajous;0.11;NIKA;181.94;47.03;-4.40;-1.10;-1.58
2014-02-20.60;1;2014-02-20 03:18:31;2014-02-20 03:23:12;1354+195;0.00;Lissajous;0.14;NIKA;228.08;68.33;-4.40;-1.10;-1.58
2014-02-20.61;1;2014-02-20 03:24:45;2014-02-20 03:31:50;J1432;0.00;Lissajous;0.23;NIKA;146.74;69.38;-5.70;-2.50;-1.58
2014-02-20.62;1;2014-02-20 03:31:53;2014-02-20 03:37:03;J1432;0.00;Lissajous;0.33;NIKA;95.95;74.38;-5.70;-2.50;-1.58
2014-02-20.63;1;2014-02-20 03:37:05;2014-02-20 03:42:15;J1432;0.00;Lissajous;0.09;NIKA;97.20;75.42;-5.70;-2.50;-1.58
2014-02-20.64;1;2014-02-20 03:42:17;2014-02-20 03:47:27;J1432;0.00;Lissajous;0.11;NIKA;98.59;76.44;-5.70;-2.50;-1.58
2014-02-20.65;1;2014-02-20 03:47:30;2014-02-20 03:52:39;J1432;0.00;Lissajous;0.11;NIKA;100.11;77.46;-5.70;-2.50;-1.58
2014-02-20.66;1;2014-02-20 03:52:42;2014-02-20 03:57:51;J1432;0.00;Lissajous;0.08;NIKA;101.88;78.47;-5.70;-2.50;-1.58
2014-02-20.67;1;2014-02-20 03:57:54;2014-02-20 04:03:04;J1432;0.00;Lissajous;0.14;NIKA;103.85;79.49;-5.70;-2.50;-1.58
2014-02-20.68;1;2014-02-20 04:03:07;2014-02-20 04:08:17;J1432;0.00;Lissajous;0.14;NIKA;106.21;80.49;-5.70;-2.50;-1.58
2014-02-20.69;1;2014-02-20 04:15:46;2014-02-20 04:19:17;1253-055;0.00;track;0.14;NIKA;110.28;81.86;-5.70;-2.50;-1.58
2014-02-23.127;1;2014-02-23 07:28:13;2014-02-23 07:33:22;J1432;0.00;Lissajous;0.08;NIKA;277.65;54.68;-0.40;1.70;-2.10
2014-02-23.128;1;2014-02-23 07:33:24;2014-02-23 07:38:33;J1432;0.00;Lissajous;0.07;NIKA;278.22;53.66;-0.40;1.70;-2.10
2014-02-23.129;1;2014-02-23 07:38:36;2014-02-23 07:43:44;J1432;0.00;Lissajous;0.08;NIKA;278.78;52.64;-0.40;1.70;-2.10
2014-02-23.130;1;2014-02-23 07:43:49;2014-02-23 07:48:59;J1432;0.00;Lissajous;0.10;NIKA;279.35;51.61;-0.40;1.70;-2.10
