PROJECT: 232-13

Scan ID;#Sub.;Start Time;End Time;Source Name;Velocity (km/s);Observation Type;Opacity;Receiver;Azimuth (deg);Elevation (deg);Pointing Correction X (");Pointing Correction Y (");Focus Correction zZ (mm)
2014-02-20.352;1;2014-02-20 23:17:31;2014-02-20 23:19:16;0316+413;0.00;track;0.00;NIKA;293.08;36.62;-0.30;-1.20;-1.70
2014-02-20.353;1;2014-02-20 23:19:18;2014-02-20 23:20:27;0316+413;0.00;Lissajous;0.00;NIKA;303.51;25.57;-0.30;-1.20;-1.70
2014-02-20.354;1;2014-02-20 23:20:29;2014-02-20 23:21:32;0316+413;0.00;Lissajous;0.00;NIKA;303.62;25.38;-0.30;-1.20;-2.30
2014-02-20.355;1;2014-02-20 23:21:53;2014-02-20 23:23:06;0316+413;0.00;Lissajous;0.00;NIKA;303.76;25.15;-0.30;-1.20;-2.90
2014-02-20.356;1;2014-02-20 23:23:08;2014-02-20 23:24:27;0316+413;0.00;Lissajous;0.00;NIKA;303.89;24.94;-0.30;-1.20;-1.10
2014-02-20.357;1;2014-02-20 23:24:29;2014-02-20 23:25:43;0316+413;0.00;Lissajous;0.00;NIKA;304.02;24.72;-0.30;-1.20;-0.50
2014-02-20.358;4;2014-02-20 23:31:10;2014-02-20 23:32:39;0316+413;0.00;pointing;0.00;NIKA;304.34;24.18;-1.40;-1.50;-1.50
2014-02-20.359;10;2014-02-20 23:34:35;2014-02-20 23:38:39;0316+413;0.00;focus;0.00;NIKA;305.03;23.07;-1.10;-1.30;-1.50
2014-02-20.360;1;2014-02-20 23:44:40;2014-02-20 23:48:46;HFLS3;0.00;track;0.00;NIKA;305.65;22.09;-1.10;-1.30;-1.50
2014-02-20.361;1;2014-02-20 23:48:49;2014-02-20 23:53:57;HFLS3;0.00;Lissajous;0.00;NIKA;390.23;21.15;-1.10;-1.30;-1.50
2014-02-21.39;1;2014-02-21 03:00:44;2014-02-21 03:05:53;PHZG322p62;0.00;Lissajous;0.00;NIKA;164.58;52.61;-1.70;-1.10;-1.80
2014-02-21.40;1;2014-02-21 03:05:56;2014-02-21 03:11:06;PHZG322p62;0.00;Lissajous;0.00;NIKA;166.70;52.86;-1.70;-1.10;-1.80
2014-02-21.41;1;2014-02-21 03:11:08;2014-02-21 03:16:19;PHZG322p62;0.00;Lissajous;0.00;NIKA;168.83;53.07;-1.70;-1.10;-1.80
2014-02-21.42;1;2014-02-21 03:16:20;2014-02-21 03:21:30;PHZG322p62;0.00;Lissajous;0.00;NIKA;171.00;53.25;-1.70;-1.10;-1.80
2014-02-21.43;1;2014-02-21 03:21:33;2014-02-21 03:26:44;PHZG322p62;0.00;Lissajous;0.00;NIKA;173.16;53.38;-1.70;-1.10;-1.80
2014-02-21.44;1;2014-02-21 03:28:32;2014-02-21 03:33:51;PHZG322p62;0.00;Lissajous;0.00;NIKA;175.97;53.50;-1.70;-1.10;-1.80
2014-02-21.45;1;2014-02-21 03:33:53;2014-02-21 03:39:04;PHZG322p62;0.00;Lissajous;0.00;NIKA;178.34;53.55;-1.70;-1.10;-1.80
2014-02-21.46;1;2014-02-21 03:39:06;2014-02-21 03:44:16;PHZG322p62;0.00;Lissajous;0.00;NIKA;180.54;53.55;-1.70;-1.10;-1.80
2014-02-21.47;1;2014-02-21 03:44:19;2014-02-21 03:49:29;PHZG322p62;0.00;Lissajous;0.00;NIKA;182.73;53.52;-1.70;-1.10;-1.80
2014-02-21.48;1;2014-02-21 03:49:31;2014-02-21 03:54:42;PHZG322p62;0.00;Lissajous;0.00;NIKA;184.92;53.44;-1.70;-1.10;-1.80
2014-02-21.49;1;2014-02-21 03:55:10;2014-02-21 04:00:20;PHZG322p62;0.00;Lissajous;0.00;NIKA;187.27;53.32;-1.70;-1.10;-1.80
2014-02-21.50;1;2014-02-21 04:00:23;2014-02-21 04:05:31;PHZG322p62;0.00;Lissajous;0.00;NIKA;189.44;53.16;-1.70;-1.10;-1.80
2014-02-21.51;1;2014-02-21 04:05:35;2014-02-21 04:10:47;PHZG322p62;0.00;Lissajous;0.00;NIKA;191.59;52.96;-1.70;-1.10;-1.80
