PROJECT: 226-13

Scan ID;#Sub.;Start Time;End Time;Source Name;Velocity (km/s);Observation Type;Opacity;Receiver;Azimuth (deg);Elevation (deg);Pointing Correction X (");Pointing Correction Y (");Focus Correction zZ (mm)
2014-02-27.107;1;2014-02-27 05:45:59;2014-02-27 05:51:08;GRB;0.00;Lissajous;0.99;NIKA;220.90;62.41;-12.70;9.70;-1.60
2014-02-27.108;1;2014-02-27 05:51:11;2014-02-27 05:56:20;GRB;0.00;Lissajous;1.23;NIKA;223.13;61.71;-12.70;9.70;-1.60
2014-02-27.109;1;2014-02-27 05:56:23;2014-02-27 06:01:33;GRB;0.00;Lissajous;1.23;NIKA;225.28;60.98;-12.70;9.70;-1.60
2014-02-27.11;1;2014-02-27 00:57:06;2014-02-27 01:02:16;GRB;0.00;Lissajous;0.31;NIKA;99.72;37.50;-7.50;-1.50;-1.70
2014-02-27.110;1;2014-02-27 06:01:35;2014-02-27 06:06:45;GRB;0.00;Lissajous;1.29;NIKA;227.33;60.22;-12.70;9.70;-1.60
2014-02-27.111;1;2014-02-27 06:06:48;2014-02-27 06:11:59;GRB;0.00;Lissajous;1.91;NIKA;229.29;59.44;-12.70;9.70;-1.60
2014-02-27.112;1;2014-02-27 06:12:01;2014-02-27 06:17:12;GRB;0.00;Lissajous;2.52;NIKA;231.18;58.64;-12.70;9.70;-1.60
2014-02-27.113;1;2014-02-27 06:17:14;2014-02-27 06:22:22;GRB;0.00;Lissajous;1.03;NIKA;233.00;57.82;-12.70;9.70;-1.60
2014-02-27.12;1;2014-02-27 01:02:32;2014-02-27 01:07:41;GRB;0.00;Lissajous;0.32;NIKA;100.65;38.53;-7.50;-1.50;-1.70
2014-02-27.13;1;2014-02-27 01:07:44;2014-02-27 01:12:53;GRB;0.00;Lissajous;0.32;NIKA;101.64;39.59;-7.50;-1.50;-1.70
2014-02-27.14;1;2014-02-27 01:12:56;2014-02-27 01:18:06;GRB;0.00;Lissajous;0.32;NIKA;102.61;40.60;-7.50;-1.50;-1.70
2014-02-27.15;1;2014-02-27 01:18:09;2014-02-27 01:23:17;GRB;0.00;Lissajous;0.33;NIKA;103.60;41.61;-7.50;-1.50;-1.70
2014-02-27.16;1;2014-02-27 01:25:31;2014-02-27 01:27:49;1226+023;0.00;track;0.33;NIKA;105.01;43.00;-7.50;-1.50;-1.70
2014-02-27.2;1;2014-02-27 00:09:48;2014-02-27 00:15:16;GRB;0.00;Lissajous;0.29;NIKA;91.74;27.89;-7.50;-1.50;-1.70
2014-02-27.3;1;2014-02-27 00:15:19;2014-02-27 00:20:31;GRB;0.00;Lissajous;0.27;NIKA;92.79;29.24;-7.50;-1.50;-1.70
2014-02-27.4;1;2014-02-27 00:20:34;2014-02-27 00:25:45;GRB;0.00;Lissajous;0.29;NIKA;93.61;30.28;-7.50;-1.50;-1.70
2014-02-27.5;1;2014-02-27 00:25:48;2014-02-27 00:30:58;GRB;0.00;Lissajous;0.29;NIKA;94.45;31.32;-7.50;-1.50;-1.70
2014-02-27.6;1;2014-02-27 00:31:01;2014-02-27 00:36:11;GRB;0.00;Lissajous;0.28;NIKA;95.29;32.35;-7.50;-1.50;-1.70
2014-02-27.7;1;2014-02-27 00:36:13;2014-02-27 00:41:21;GRB;0.00;Lissajous;0.28;NIKA;96.15;33.39;-7.50;-1.50;-1.70
2014-02-27.8;1;2014-02-27 00:41:25;2014-02-27 00:46:36;GRB;0.00;Lissajous;0.29;NIKA;97.01;34.41;-7.50;-1.50;-1.70
2014-02-27.9;1;2014-02-27 00:46:39;2014-02-27 00:51:50;GRB;0.00;Lissajous;0.30;NIKA;97.89;35.45;-7.50;-1.50;-1.70
2014-02-27.96;1;2014-02-27 05:13:20;2014-02-27 05:14:24;1354+195;0.00;track;0.63;NIKA;217.75;61.38;-12.80;4.00;-1.60
2014-02-27.97;1;2014-02-27 05:14:35;2014-02-27 05:15:43;1354+195;0.00;Lissajous;0.63;NIKA;233.91;63.22;-12.80;4.00;-1.60
2014-02-27.98;1;2014-02-27 05:16:37;2014-02-27 05:17:46;1354+195;0.00;Lissajous;0.63;NIKA;234.69;62.89;-12.80;4.00;-1.60
2014-02-27.99;1;2014-02-27 05:18:37;2014-02-27 05:19:47;1354+195;0.00;Lissajous;0.86;NIKA;235.43;62.56;-12.80;4.00;-1.60
2014-02-28.28;1;2014-02-28 01:29:00;2014-02-28 01:29:29;1253-055;0.00;track;0.05;NIKA;154.97;44.03;-8.60;0.40;-1.40
2014-02-28.29;1;2014-02-28 01:30:10;2014-02-28 01:31:25;1253-055;0.00;track;0.03;NIKA;155.35;44.13;-8.60;0.40;-1.40
2014-02-28.30;1;2014-02-28 01:31:37;2014-02-28 01:32:47;1253-055;0.00;Lissajous;0.03;NIKA;155.83;44.25;-8.60;0.40;-1.40
2014-02-28.31;1;2014-02-28 01:35:06;2014-02-28 01:36:35;1253-055;0.00;Lissajous;0.06;NIKA;156.88;44.50;-9.70;1.30;-1.40
2014-02-28.32;1;2014-02-28 01:36:37;2014-02-28 01:38:01;1253-055;0.00;Lissajous;0.06;NIKA;157.49;44.64;-9.70;1.30;-2.00
2014-02-28.33;1;2014-02-28 01:36:37;2014-02-28 01:39:57;1253-055;0.00;Lissajous;0.06;NIKA;158.01;44.75;-9.70;1.30;-2.60
2014-02-28.34;1;2014-02-28 01:40:01;2014-02-28 01:41:20;1253-055;0.00;Lissajous;0.06;NIKA;158.62;44.89;-9.70;1.30;-0.80
2014-02-28.35;1;2014-02-28 01:41:22;2014-02-28 01:42:37;1253-055;0.00;Lissajous;0.06;NIKA;159.08;44.98;-9.70;1.30;-0.20
2014-02-28.36;1;2014-02-28 01:42:39;2014-02-28 01:43:58;1253-055;0.00;track;0.06;NIKA;159.51;45.07;-9.70;1.30;-1.40
2014-02-28.37;1;2014-02-28 01:44:31;2014-02-28 01:45:43;1253-055;0.00;Lissajous;0.03;NIKA;160.15;45.20;-9.70;1.30;-1.50
2014-02-28.38;1;2014-02-28 01:45:46;2014-02-28 01:46:59;1253-055;0.00;Lissajous;0.03;NIKA;160.57;45.28;-9.70;1.30;-2.10
2014-02-28.39;1;2014-02-28 01:47:02;2014-02-28 01:48:15;1253-055;0.00;Lissajous;0.03;NIKA;161.00;45.36;-9.70;1.30;-2.70
2014-02-28.40;1;2014-02-28 01:48:18;2014-02-28 01:49:35;1253-055;0.00;Lissajous;0.00;NIKA;161.43;45.44;-9.70;1.30;-0.90
2014-02-28.41;1;2014-02-28 01:49:38;2014-02-28 01:50:51;1253-055;0.00;Lissajous;0.00;NIKA;161.88;45.51;-9.70;1.30;-0.30
2014-02-28.42;4;2014-02-28 01:54:13;2014-02-28 01:55:39;1253-055;0.00;pointing;0.02;NIKA;163.02;45.72;-9.70;1.30;-1.70
2014-02-28.43;1;2014-02-28 01:57:18;2014-02-28 02:00:20;GRB;0.00;track;0.03;NIKA;164.56;45.96;-9.70;1.30;-1.70
2014-02-28.44;1;2014-02-28 02:00:23;2014-02-28 02:05:33;GRB;0.00;Lissajous;0.03;NIKA;113.66;50.32;-9.70;1.30;-1.70
2014-02-28.45;1;2014-02-28 02:05:35;2014-02-28 02:10:45;GRB;0.00;Lissajous;0.04;NIKA;114.98;51.26;-9.70;1.30;-1.70
2014-02-28.46;1;2014-02-28 02:10:46;2014-02-28 02:15:56;GRB;0.00;Lissajous;0.04;NIKA;116.33;52.20;-9.70;1.30;-1.70
2014-02-28.47;1;2014-02-28 02:15:57;2014-02-28 02:21:08;GRB;0.00;Lissajous;0.05;NIKA;117.74;53.11;-9.70;1.30;-1.70
2014-02-28.48;1;2014-02-28 02:21:11;2014-02-28 02:26:20;GRB;0.00;Lissajous;0.11;NIKA;119.21;54.03;-9.70;1.30;-1.70
2014-02-28.49;1;2014-02-28 02:26:22;2014-02-28 02:31:33;GRB;0.00;Lissajous;0.11;NIKA;120.71;54.92;-9.70;1.30;-1.70
2014-02-28.50;1;2014-02-28 02:31:35;2014-02-28 02:36:46;GRB;0.00;Lissajous;0.06;NIKA;122.30;55.80;-9.70;1.30;-1.70
2014-02-28.51;1;2014-02-28 02:36:48;2014-02-28 02:41:46;GRB;0.00;Lissajous;0.06;NIKA;123.94;56.67;-9.70;1.30;-1.70
2014-02-28.52;1;2014-02-28 02:42:06;2014-02-28 02:47:16;GRB;0.00;Lissajous;0.07;NIKA;125.68;57.53;-9.70;1.30;-1.70
2014-02-28.53;1;2014-02-28 02:47:18;2014-02-28 02:52:29;GRB;0.00;Lissajous;0.05;NIKA;127.47;58.37;-9.70;1.30;-1.70
2014-02-28.54;1;2014-02-28 02:52:31;2014-02-28 02:57:39;GRB;0.00;Lissajous;0.06;NIKA;129.32;59.17;-9.70;1.30;-1.70
2014-02-28.55;1;2014-02-28 02:57:43;2014-02-28 03:02:53;GRB;0.00;Lissajous;0.06;NIKA;131.26;59.96;-9.70;1.30;-1.70
2014-02-28.56;1;2014-02-28 03:02:55;2014-02-28 03:08:06;GRB;0.00;Lissajous;0.04;NIKA;133.29;60.73;-9.70;1.30;-1.70
2014-02-28.57;1;2014-02-28 03:08:07;2014-02-28 03:13:16;GRB;0.00;Lissajous;0.05;NIKA;135.38;61.47;-9.70;1.30;-1.70
2014-02-28.58;1;2014-02-28 03:14:23;2014-02-28 03:17:57;1226+023;0.00;track;0.06;NIKA;137.94;62.28;-9.70;1.30;-1.70 
