PROJECT: 151-13

Scan ID;#Sub.;Start Time;End Time;Source Name;Velocity (km/s);Observation Type;Opacity;Receiver;Azimuth (deg);Elevation (deg);Pointing Correction X (");Pointing Correction Y (");Focus Correction zZ (mm)
2014-02-25.185;1;2014-02-25 18:19:50;2014-02-25 18:25:05;L1544;7.14;Lissajous;0.49;NIKA;143.67;75.67;-15.60;2.10;-1.50
2014-02-25.186;1;2014-02-25 18:25:07;2014-02-25 18:30:18;L1544;7.14;Lissajous;0.45;NIKA;147.93;76.25;-15.60;2.10;-1.50
2014-02-25.187;1;2014-02-25 18:30:22;2014-02-25 18:35:34;L1544;7.14;Lissajous;0.44;NIKA;152.66;76.77;-15.60;2.10;-1.50
2014-02-25.188;1;2014-02-25 18:35:36;2014-02-25 18:40:48;L1544;7.14;Lissajous;0.45;NIKA;157.61;77.21;-15.60;2.10;-1.50
2014-02-25.189;1;2014-02-25 18:40:50;2014-02-25 18:46:04;L1544;7.14;Lissajous;0.48;NIKA;162.84;77.55;-15.60;2.10;-1.50
2014-02-25.190;1;2014-02-25 18:46:05;2014-02-25 18:51:17;L1544;7.14;Lissajous;0.44;NIKA;168.33;77.80;-15.60;2.10;-1.50
2014-02-25.191;1;2014-02-25 18:51:19;2014-02-25 18:56:30;L1544;7.14;Lissajous;0.44;NIKA;173.94;77.96;-15.60;2.10;-1.50
2014-02-25.192;1;2014-02-25 18:56:33;2014-02-25 19:01:40;L1544;7.14;Lissajous;0.51;NIKA;179.66;78.01;-15.60;2.10;-1.50
2014-02-25.193;1;2014-02-25 19:02:01;2014-02-25 19:07:13;L1544;7.14;Lissajous;0.49;NIKA;185.66;77.95;-15.60;2.10;-1.50
2014-02-25.194;1;2014-02-25 19:07:16;2014-02-25 19:12:28;L1544;7.14;Lissajous;0.69;NIKA;191.33;77.79;-15.60;2.10;-1.50
2014-02-25.195;1;2014-02-25 19:12:30;2014-02-25 19:17:42;L1544;7.14;Lissajous;0.73;NIKA;196.88;77.53;-15.60;2.10;-1.50
2014-02-25.196;1;2014-02-25 19:19:47;2014-02-25 19:22:07;0528+134;7.14;track;0.64;NIKA;203.93;77.02;-15.60;2.10;-1.50
2014-02-25.197;1;2014-02-25 19:25:48;2014-02-25 19:27:19;0528+134;7.14;Lissajous;0.08;NIKA;180.28;66.39;-15.60;2.10;-1.50
2014-02-25.198;1;2014-02-25 19:28:52;2014-02-25 19:31:08;L1544;7.14;track;0.08;NIKA;183.16;66.36;-12.20;6.90;-1.50
2014-02-25.199;1;2014-02-25 19:32:41;2014-02-25 19:38:00;L1544;7.14;Lissajous;0.31;NIKA;215.21;75.72;-12.20;6.90;-1.50
2014-02-25.200;1;2014-02-25 19:38:03;2014-02-25 19:43:16;L1544;7.14;Lissajous;0.33;NIKA;219.36;75.07;-12.20;6.90;-1.50
2014-02-25.201;1;2014-02-25 19:43:18;2014-02-25 19:48:31;L1544;7.14;Lissajous;0.32;NIKA;222.99;74.37;-12.20;6.90;-1.50
2014-02-25.202;1;2014-02-25 19:48:32;2014-02-25 19:53:43;L1544;7.14;Lissajous;0.29;NIKA;226.44;73.63;-12.20;6.90;-1.50
2014-02-25.203;1;2014-02-25 19:53:46;2014-02-25 19:58:57;L1544;7.14;Lissajous;0.20;NIKA;229.50;72.86;-12.20;6.90;-1.50
2014-02-25.204;1;2014-02-25 19:58:59;2014-02-25 20:04:10;L1544;7.14;Lissajous;0.30;NIKA;232.40;72.04;-12.20;6.90;-1.50
2014-02-25.205;1;2014-02-25 20:04:13;2014-02-25 20:09:24;L1544;7.14;Lissajous;0.29;NIKA;235.02;71.20;-12.20;6.90;-1.50
2014-02-25.206;1;2014-02-25 20:09:26;2014-02-25 20:14:38;L1544;7.14;Lissajous;0.34;NIKA;237.42;70.33;-12.20;6.90;-1.50
2014-02-25.207;1;2014-02-25 20:14:40;2014-02-25 20:19:51;L1544;7.14;Lissajous;0.29;NIKA;239.73;69.43;-12.20;6.90;-1.50
2014-02-25.208;1;2014-02-25 20:19:54;2014-02-25 20:25:06;L1544;7.14;Lissajous;0.31;NIKA;241.79;68.52;-12.20;6.90;-1.50
2014-02-25.209;1;2014-02-25 20:25:08;2014-02-25 20:30:19;L1544;7.14;Lissajous;0.27;NIKA;243.80;67.59;-12.20;6.90;-1.50
2014-02-25.210;1;2014-02-25 20:30:21;2014-02-25 20:35:31;L1544;7.14;Lissajous;0.34;NIKA;245.58;66.64;-12.20;6.90;-1.50
2014-02-25.211;1;2014-02-25 20:37:02;2014-02-25 20:39:27;0415+379;7.14;track;0.61;NIKA;247.75;65.42;-12.20;6.90;-1.50
2014-02-25.212;1;2014-02-25 20:39:51;2014-02-25 20:41:00;0415+379;7.14;Lissajous;0.61;NIKA;282.93;60.51;-12.20;6.90;-1.50
2014-02-25.213;1;2014-02-25 20:43:25;2014-02-25 20:45:09;0316+413;7.14;track;0.30;NIKA;283.15;59.89;-12.20;6.90;-1.50
2014-02-25.214;1;2014-02-25 20:45:12;2014-02-25 20:46:22;0316+413;7.14;Lissajous;0.30;NIKA;292.84;49.12;-12.20;6.90;-1.50
2014-02-25.215;1;2014-02-25 20:48:55;2014-02-25 20:53:23;0605-085;7.14;track;0.29;NIKA;293.03;48.53;-13.30;3.10;-1.50
2014-02-25.216;1;2014-02-25 20:53:25;2014-02-25 20:54:34;0605-085;7.14;Lissajous;0.34;NIKA;197.78;42.65;-13.30;3.10;-1.50
2014-02-25.217;4;2014-02-25 20:54:38;2014-02-25 20:54:52;0605-085;7.14;pointing;0.44;NIKA;198.17;42.58;-13.30;3.10;-1.50 
