SCAN,FILE,SITELONG_DEG,SITELAT_DEG,SITEALT_M,OPERATOR,OBSID,PROJID,DAY,SCANNUM,OBJECT,RA_DEG,DEC_DEG,AZ_DEG,EL_DEG,PARANGLE_DEG,MJD,DATE,LST_SEC,EXPTIME,N_OBS,N_OBSP,OBSTYPE,SYSOFF,NASX_ARCSEC,NASY_ARCSEC,XOFFSET_ARCSEC,YOFFSET_ARCSEC,SWITCHMODE,FOCUSX_MM,FOCUSY_MM,FOCUSZ_MM,PRESSURE_HPA,TAMBIENT_C,REL_HUMIDITY_PERCENT,WINDVEL_MPERS,TIPTAU225GHZ,TAU1MM,TAU2MM,POWLAWAMP1MM,POWLAWAMP2MM,POWLAWEXPO1MM,POWLAWEXPO2MM,SKYNOI1MM0,SKYNOI1MM1,SKYNOI1MM2,SKYNOI1MM3,SKYNOI1MM4,SKYNOI1MM5,SKYNOI1MM6,SKYNOI1MM7,SKYNOI2MM0,SKYNOI2MM1,SKYNOI2MM2,SKYNOI2MM3,SKYNOI2MM4,SKYNOI2MM5,SKYNOI2MM6,SKYNOI2MM7,NEFD_TOI1MM,NEFD_MAP1MM,NEFD_TOI2MM,NEFD_MAP2MM,FLUX_1MM,ERR_FLUX_1MM,OFFSET_X_1MM,OFFSET_Y_1MM,FLUX_2MM,ERR_FLUX_2MM,OFFSET_X_2MM,OFFSET_Y_2MM,PIPELINEVERSION,DECORMETHOD,
20140223s0139,iram30m-antenna-20140223s139-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,239-13  ,20140223,     139,1418+546,       214.94408,       54.387393,      -46.864966,       45.093780,      -35.656789,       56711.353,2014-02-23T08:28:57.000,       66479.176,      67.1250,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,    -0.400000,      1.70000,totalPower,      0.00000,      0.00000,     -2.10000,      720.500,      1.40000,      10.9000,      6.40000,    0.0739010,     0.105179,       0,    0.0149982,   0.00281202,    -0.865909,    -0.894035,      0.00000,      0.00000,      0.00000,    0.0828563,    0.0450288,    0.0203117,    0.0177220,    0.0173568,      0.00000,      0.00000,      0.00000,    0.0148085,   0.00875257,   0.00570948,   0.00273807,   0.00337006,      20.0057,      103.109,      29.8842,      207.643,      639.127,      3.57487,      0.00000,      0.00000,      1144.75,      4.62249,      0.00000,      0.00000,V1Liss1,LISSOPT,
20140220s0061,iram30m-antenna-20140220s61-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,239-13  ,20140220,      61,J1432,       218.09100,       33.971722,       95.122088,       73.494285,       82.608314,       56708.144,2014-02-20T03:26:45.500,       47588.375,      307.125,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -5.70000,     -2.50000,totalPower,      0.00000,      0.00000,     -1.58000,      723.200,     -2.70000,      25.1000,      3.40000,     0.330457,     0.193039,       0,     0.228998,    0.0683676,     -1.11338,     -1.11152,      0.00000,      1.95391,      4.49876,      3.07025,      1.17294,     0.300229,    0.0861378,    0.0598104,      0.00000,     0.580573,      1.33223,     0.905510,     0.346707,    0.0895155,    0.0256725,    0.0174697,      26.5618,      38.8102,      12.8890,      16.1563,     0.445048,     0.322770,      0.00000,      0.00000,     0.210853,     0.112905,      0.00000,      0.00000,V1Liss3,LISSOPT,
20140221s0001,iram30m-antenna-20140221s1-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140221,       1,0851+202,       133.70365,       20.108492,      -138.03135,       68.426124,      -121.80399,       56709.005,2014-02-21T00:06:34.250,       35780.790,      97.1250,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -1.10000,     -1.30000,totalPower,      0.00000,      0.00000,     -1.50000,      722.800,     -1.60000,      84.6000,      4.20000,     0.346253,     0.512164,       0,     0.163169,    0.0458234,     -1.18584,     -1.18402,      0.00000,      0.00000,      2.24733,      1.94004,     0.668805,     0.236307,     0.134270,    0.0896171,      0.00000,      0.00000,     0.618541,     0.548522,     0.188124,    0.0651529,    0.0370277,    0.0240462,      37.8109,      163.698,      40.9521,      329.066,      1240.72,      11.5857,      0.00000,      0.00000,      1529.86,      11.8040,      0.00000,      0.00000,V1Liss0,LISSOPT,
20140222s0285,iram30m-antenna-20140222s285-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140222,     285,1637+574,       249.55602,       57.339965,      -33.796891,       22.128067,      -28.760506,       56710.578,2014-02-22T13:52:49.250,       85728.075,      22.1250,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -6.20000,      5.00000,totalPower,      0.00000,      0.00000,     -2.20000,      722.800,     -5.80000,      36.3000,      1.70000,    0.0425460,     0.114755,       0,    0.0935478,    0.0259060,     -1.17749,     -1.13817,      0.00000,      0.00000,      0.00000,      0.00000,     0.251315,     0.149670,    0.0932393,    0.0623195,      0.00000,      0.00000,      0.00000,      0.00000,    0.0762077,    0.0391078,    0.0233649,    0.0164549,      29.6317,      43.1694,      23.2180,      44.7669,      342.916,      1.46847,      0.00000,      0.00000,      448.329,      1.25554,      0.00000,      0.00000,V1Liss5,LISSOPT,
20140225s0135,iram30m-antenna-20140225s135-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140225,     135,FLS3A,       256.69167,       58.781111,      -34.983409,       58.590631,      -27.699838,       56713.390,2014-02-25T09:21:14.750,       70098.633,      308.125,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -3.60000,      0.00000,totalPower,      0.00000,      0.00000,     -1.50000,      721.300,     -4.60000,      65.3000,      1.80000,     0.390033,     0.495973,       0,     0.414271,     0.104253,     -1.12897,     -1.14069,      0.00000,      10.0198,      7.48187,      3.10234,      1.68911,     0.552714,     0.281668,     0.178344,      0.00000,      2.66977,      1.99880,     0.800081,     0.428752,     0.135719,    0.0704892,    0.0453592,      35.2460,      38.4547,      16.2288,      16.8377,      25.6637,      15.5563,      0.00000,      0.00000,     -3.59808,      3.61835,      0.00000,      0.00000,V1Liss7,LISSOPT,
20140226s0182,iram30m-antenna-20140226s182-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140226,     182,FLS3B,       256.72362,       58.711583,      -40.018312,       49.992877,      -30.965884,       56714.436,2014-02-26T10:27:09.500,       74300.769,      306.875,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -10.7000,      5.50000,totalPower,      0.00000,      0.00000,     -1.86000,      724.100,     -5.90000,      22.3000,      4.30000,    0.0846110,     0.115162,       0,     0.176576,    0.0515304,     -1.07281,     -1.08421,      0.00000,      2.69890,      2.46070,      1.43784,     0.682402,     0.258127,     0.135104,    0.0878462,      0.00000,     0.826243,     0.762410,     0.434953,     0.226703,    0.0753912,    0.0383362,    0.0253887,      20.8964,      27.4780,      11.6539,      12.7513,      1.11149,      1.17293,      0.00000,      0.00000,     -1.83662,     0.264156,      0.00000,      0.00000,V1Liss8,LISSOPT,
20140222s0050,iram30m-antenna-20140222s50-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140222,      50,G09-59393,       130.30671,     -0.68736111,      -113.34126,       26.620876,      -61.604696,       56710.103,2014-02-22T02:28:35.500,       44561.923,      308.000,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -2.60000,      3.40000,totalPower,      0.00000,      0.00000,     -1.70000,      719.700,     -7.20000,      21.3000,      2.20000,     0.191528,     0.260424,       0,     0.186014,    0.0898933,     -1.33665,     -1.33491,      0.00000,      24.3094,      3.57102,      2.59001,      1.05376,     0.328793,     0.170639,     0.110409,      0.00000,      11.9034,      1.92452,      1.23697,     0.488738,     0.157571,    0.0807860,    0.0513033,      63.0555,      76.2079,      20.0829,      27.7345,     -3.74892,      10.4279,      0.00000,      0.00000,      1.82625,      1.68649,      0.00000,      0.00000,V1Liss9,LISSOPT,
20140221s0003,iram30m-antenna-20140221s3-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140221,       3,G09-81106,       132.40454,      0.24880556,      -151.45993,       49.552374,      -110.66647,       56709.009,2014-02-21T00:12:46.625,       36154.184,      308.125,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -5.00000,     0.200000,totalPower,      0.00000,      0.00000,     -1.50000,      722.800,     -1.70000,      95.1000,      5.30000,     0.346253,     0.525051,       0,     0.212806,    0.0633541,     -1.17932,     -1.17796,      0.00000,      2.88695,      9.39616,      2.51581,      1.40545,     0.190234,    0.0894757,    0.0676533,      0.00000,     0.862529,      2.75287,     0.741767,     0.417166,    0.0618164,    0.0278831,    0.0186740,      33.3944,      41.3756,      16.6416,      17.7322,      20.8121,      5.41128,      0.00000,      0.00000,      4.34825,      1.17661,      0.00000,      0.00000,V1Liss10,LISSOPT,
20140221s0014,iram30m-antenna-20140221s14-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140221,      14,G12-34009,       178.56483,      -1.0487500,       156.57997,       49.358777,       117.35588,       56709.045,2014-02-21T01:04:58.375,       39294.509,      307.000,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -1.90000,     -2.40000,totalPower,      0.00000,      0.00000,     -1.50000,      722.300,     -2.10000,      98.8000,      3.00000,   0.00129200,     0.523689,       0,     0.295472,    0.0765691,     -1.21487,     -1.21071,      0.00000,      9.50625,      8.79007,      3.67601,      3.86456,     0.209473,    0.0920202,    0.0686344,      0.00000,      2.33056,      2.26289,     0.946062,     0.996765,    0.0568862,    0.0243667,    0.0157771,      48.5262,      55.6982,      16.9613,      19.9980,      3.60868,      3.84845,      0.00000,      0.00000,     0.587695,     0.877701,      0.00000,      0.00000,V1Liss11,LISSOPT,
20140221s0010,iram30m-antenna-20140221s10-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140221,      10,G12-42911,       175.81108,      0.47955556,       152.09081,       49.922273,       112.21644,       56709.030,2014-02-21T00:43:50.500,       38023.163,      307.125,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -1.90000,     -2.40000,totalPower,      0.00000,      0.00000,     -1.50000,      722.500,     -2.10000,      95.1000,      2.40000,  0.000924000,     0.475717,       0,     0.414766,     0.119914,     -1.05542,     -1.05714,      0.00000,      5.44114,      4.95161,      3.97389,      2.40905,     0.473079,     0.236588,     0.158863,      0.00000,      1.56674,      1.44917,      1.16630,     0.710248,     0.137700,    0.0681293,    0.0432576,      37.0672,      46.8147,      17.3002,      19.1763,      1.70007,      6.05594,      0.00000,      0.00000,      5.77855,      1.31015,      0.00000,      0.00000,V1Liss12,LISSOPT,
20140222s0060,iram30m-antenna-20140222s60-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140222,      60,G12-79248,       173.45000,     -0.49166667,      -151.00175,       48.586670,      -108.05528,       56710.122,2014-02-22T02:55:10.750,       46161.541,      308.125,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -2.40000,      3.90000,totalPower,      0.00000,      0.00000,     -1.80000,      719.600,     -7.40000,      24.2000,      2.50000,     0.240238,     0.266299,       0,     0.150921,    0.0449872,     -1.19784,     -1.19577,      0.00000,      3.02268,      6.34031,      2.53762,      1.42832,    0.0922823,    0.0442746,    0.0371981,      0.00000,     0.886679,      1.86283,     0.755907,     0.415393,    0.0280410,    0.0130252,    0.0102784,      26.9948,      32.4734,      12.7487,      14.9527,      3.33672,      2.35805,      0.00000,      0.00000,     0.808706,     0.670831,      0.00000,      0.00000,V1Liss13,LISSOPT,
20140222s0067,iram30m-antenna-20140222s67-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140222,      67,G15-66874,       219.16483,      -1.5515556,       149.06936,       46.873041,       102.20211,       56710.139,2014-02-22T03:20:45.000,       47699.991,      307.125,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -1.80000,      4.50000,totalPower,      0.00000,      0.00000,     -1.80000,      719.700,     -7.50000,      23.7000,      3.30000,     0.155429,     0.232450,       0,     0.297682,    0.0816449,     -1.15909,     -1.16311,      0.00000,      8.07969,      7.09922,      2.47833,     0.989770,     0.433516,     0.233125,     0.146719,      0.00000,      2.25864,      1.98588,     0.695498,     0.272381,     0.118280,    0.0630350,    0.0400406,      22.8903,      27.5008,      12.4853,      14.9898,      6.01294,      1.25287,      0.00000,      0.00000,     0.614115,     0.379531,      0.00000,      0.00000,V1Liss14,LISSOPT,
20140228s0109,iram30m-antenna-20140228s109-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140228,     109,NGP-168885,       196.31592,       25.516083,      -82.043384,       34.165728,      -54.666719,       56716.297,2014-02-28T07:08:10.750,       62802.438,      308.125,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -9.30000,     0.900000,totalPower,      0.00000,      0.00000,     -1.70000,      726.400,     -2.40000,      17.1000,      4.20000,   0.00293800,     0.143812,       0,     0.107316,    0.0315534,     -1.18594,     -1.18521,      0.00000,      3.62975,      2.86301,      1.52568,     0.471147,     0.139973,    0.0576853,    0.0543529,      0.00000,      1.06732,     0.830611,     0.445839,     0.138577,    0.0430539,    0.0161330,    0.0164313,      21.4189,      26.7510,      12.4030,      14.2783,      10.2932,      1.57977,      0.00000,      0.00000,      1.86339,     0.390958,      0.00000,      0.00000,V1Liss15,LISSOPT,
20140221s0020,iram30m-antenna-20140221s20-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140221,      20,NGP-185990,       194.03000,       22.513000,       123.22915,       66.786929,       103.84210,       56709.072,2014-02-21T01:43:06.500,       41588.899,      305.250,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -5.40000,    -0.600000,totalPower,      0.00000,      0.00000,     -1.50000,      722.000,     -2.60000,      100.000,      3.10000,   0.00161800,     0.461334,       0,    0.0866046,    0.0230960,     -1.30900,     -1.31130,      0.00000,      6.88248,      2.06697,      1.15812,     0.532240,     0.156962,    0.0741956,    0.0561111,      0.00000,      1.86004,     0.550120,     0.308999,     0.143243,    0.0443109,    0.0186928,    0.0131935,      33.5197,      37.8736,      14.1849,      17.2104,      14.0726,      1.06049,      0.00000,      0.00000,      3.17926,     0.376777,      0.00000,      0.00000,V1Liss16,LISSOPT,
20140221s0025,iram30m-antenna-20140221s25-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140221,      25,NGP-190387,       203.40700,       24.261639,       114.59822,       65.387747,       94.032333,       56709.087,2014-02-21T02:06:00.125,       42966.284,      307.125,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -5.40000,    -0.600000,totalPower,      0.00000,      0.00000,     -1.50000,      721.900,     -2.90000,      99.9000,      2.50000,   0.00161800,     0.379048,       0,     0.146579,    0.0381686,     -1.19482,     -1.20891,      0.00000,      3.24586,      4.87610,      1.96848,     0.870931,     0.159852,    0.0461168,    0.0430045,      0.00000,     0.896029,      1.33300,     0.540647,     0.240805,    0.0448311,   0.00930578,   0.00909936,      31.1763,      41.3578,      14.2275,      17.7752,      7.77532,      2.49218,      0.00000,      0.00000,      2.60724,     0.491716,      0.00000,      0.00000,V1Liss17,LISSOPT,
20140226s0113,iram30m-antenna-20140226s113-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140226,     113,NGP-245287,       206.31996,       27.209861,      -88.985927,       47.862056,      -62.567565,       56714.286,2014-02-26T06:51:08.500,       61304.283,      307.125,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -13.8000,      6.30000,totalPower,      0.00000,      0.00000,     -1.90000,      723.400,     -7.00000,      15.4000,      3.30000,    0.0667070,    0.0817004,       0,    0.0836505,    0.0271521,     -1.06960,     -1.07268,      0.00000,     0.924015,      1.76923,     0.578402,     0.250163,     0.107624,    0.0575990,    0.0440536,      0.00000,     0.303632,     0.580058,     0.191298,    0.0839470,    0.0339776,    0.0176140,    0.0132527,      14.8013,      19.2618,      10.3653,      12.3261,      6.92965,     0.843656,      0.00000,      0.00000,      1.50268,     0.313788,      0.00000,      0.00000,V1Liss18,LISSOPT,
20140226s0134,iram30m-antenna-20140226s134-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140226,     134,NGP-246114,       205.30917,       33.992972,      -69.697377,       32.682014,      -48.739728,       56714.347,2014-02-26T08:19:34.125,       66624.434,      307.125,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -11.8000,      2.50000,totalPower,      0.00000,      0.00000,     -1.90000,      724.100,     -5.30000,      14.9000,      4.10000,    0.0720060,     0.109877,       0,     0.270398,    0.0302911,     -1.22829,     -1.31329,      0.00000,      15.0826,      5.55231,      2.07502,      1.23077,     0.531012,     0.276663,     0.175905,      0.00000,      2.41028,     0.998604,     0.300149,     0.150378,    0.0626879,    0.0318878,    0.0217081,      30.9641,      42.3421,      12.4808,      14.1298,      22.5566,      3.42673,      0.00000,      0.00000,     0.782391,     0.567665,      0.00000,      0.00000,V1Liss19,LISSOPT,
20140226s0120,iram30m-antenna-20140226s120-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,240-13  ,20140226,     120,NGP-252305,       204.83058,       24.849028,      -85.789153,       38.278953,      -57.405537,       56714.311,2014-02-26T07:27:42.000,       63503.788,      307.125,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -13.8000,      6.30000,totalPower,      0.00000,      0.00000,     -1.90000,      723.800,     -5.90000,      12.1000,      4.60000,    0.0645700,    0.0974231,       0,    0.0868385,    0.0218203,     -1.31820,     -1.27735,      0.00000,      5.33664,      4.65554,      1.81401,     0.407247,    0.0778189,    0.0379348,    0.0384879,      0.00000,     0.862408,      1.14631,     0.478222,     0.108756,    0.0173535,   0.00755987,    0.0111486,      18.6888,      24.7252,      10.7585,      13.1271,      4.57361,      1.31249,      0.00000,      0.00000,      1.19746,     0.376044,      0.00000,      0.00000,V1Liss20,LISSOPT,
20140226s0265,iram30m-antenna-20140226s265-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,t21     ,20140226,     265,0224+671,       37.208606,       67.350867,      -11.576702,       58.326008,      -9.2833665,       56714.723,2014-02-26T17:21:09.375,       12808.653,      66.2500,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -15.5000,      3.90000,totalPower,      0.00000,      0.00000,     -2.00000,      722.900,     -8.90000,      100.000,      2.30000,     0.101126,     0.115403,       0,     0.402939,     0.123385,     -1.33070,     -1.31663,      0.00000,      0.00000,      0.00000,      6.85593,      5.15524,     0.366169,     0.149814,    0.0857998,      0.00000,      0.00000,      0.00000,      1.98287,      1.50609,     0.111088,    0.0473664,    0.0281453,      21.7348,      41.1275,      21.0171,      72.2238,      477.006,      3.59618,      0.00000,      0.00000,      813.036,      4.45001,      0.00000,      0.00000,V1Liss1,LISSOPT,
20140219s0291,iram30m-antenna-20140219s291-imb.fits,      -3.3987564,       37.068413,       2851.5000,NIKA    ,Anaelle ,t21     ,20140219,     291,0333+321,       54.125009,       32.307989,      -92.736224,       65.930631,      -75.202651,       56707.825,2014-02-19T19:47:30.500,       19957.940,      98.1250,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,      2.30000,     -2.40000,totalPower,      0.00000,      0.00000,     -2.00000,      721.700,     -3.30000,      33.8000,      3.70000,    0.0921200,     0.135692,       0,     0.103009,    0.0300407,    -0.946845,    -0.954179,      0.00000,      0.00000,     0.308989,     0.654134,     0.320736,     0.136731,    0.0743944,    0.0522454,      0.00000,      0.00000,    0.0944383,     0.195378,    0.0933366,    0.0385730,    0.0218285,    0.0147221,      16.8461,      29.9726,      13.8143,      59.2614,      283.183,      4.14898,      0.00000,      0.00000,      422.965,      4.56086,      0.00000,      0.00000,V1Liss3,LISSOPT,
20140224s0022,iram30m-antenna-20140224s22-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,t21     ,20140224,      22,0355+508,       59.873943,       50.963953,      -49.265090,       36.437593,      -37.285834,       56712.956,2014-02-24T22:57:09.125,       32550.483,      67.1250,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -7.00000,      1.00000,totalPower,      0.00000,      0.00000,     -1.50000,      719.100,     -9.10000,      100.000,      1.00000,   0.00498000,     0.267954,       0,    0.0910667,    0.0234066,     -1.10443,     -1.11369,      0.00000,      0.00000,      0.00000,     0.965705,     0.398106,     0.117592,    0.0602676,    0.0487203,      0.00000,      0.00000,      0.00000,     0.248120,     0.114289,    0.0299775,    0.0167407,    0.0137165,      29.7544,      107.632,      42.5453,      274.939,      676.650,      3.43763,      0.00000,      0.00000,      1014.00,      4.15988,      0.00000,      0.00000,V1Liss4,LISSOPT,
20140227s0156,iram30m-antenna-20140227s156-imb.fits,      -3.3987564,       37.068413,       2851.5000,NIKA    ,NIKA    ,t21     ,20140227,     156,1641+399,       250.74500,       39.810266,      -69.420886,       49.185484,      -50.964639,       56715.416,2014-02-27T09:59:16.625,       72859.868,      68.1250,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -11.8000,      3.00000,totalPower,      0.00000,      0.00000,     -1.50000,      726.500,     -5.30000,      69.4000,      2.90000,     0.562494,     0.690928,       0,     0.627324,     0.288410,     -1.18165,     -1.18443,      0.00000,      0.00000,      0.00000,      6.83159,      3.70006,     0.915820,     0.400695,     0.256973,      0.00000,      0.00000,      0.00000,      3.22333,      1.70844,     0.433201,     0.176947,     0.109697,      57.2248,      105.173,      47.8134,      246.117,      881.137,      10.7056,      0.00000,      0.00000,      1746.98,      12.0052,      0.00000,      0.00000,V1Liss14,LISSOPT,
20140220s0145,iram30m-antenna-20140220s145-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,t21     ,20140220,     145,1757-240,       270.12678,      -24.067076,      -178.71255,       28.833370,      -7.1736253,       56708.347,2014-02-20T08:19:12.500,       65183.417,      79.1250,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,      1.80000,     -1.90000,totalPower,      0.00000,      0.00000,     -2.60000,      724.000,    -0.800000,      10.2000,      3.50000,     0.154718,     0.201454,       0,     0.642932,     0.149549,    -0.922483,    -0.921487,      0.00000,      0.00000,      2.74022,      2.00541,      1.82561,     0.978734,     0.515532,     0.319313,      0.00000,      0.00000,     0.634344,     0.471504,     0.423775,     0.228631,     0.118927,    0.0745215,      99.7310,      705.435,      101.758,      688.555,      5544.95,      53.2685,      0.00000,      0.00000,      4655.42,      36.8489,      0.00000,      0.00000,V1Liss16,LISSOPT,
20140219s0004,iram30m-antenna-20140219s4-imb.fits,      -3.3987564,       37.068413,       2851.5000,NIKA    ,NIKA    ,t21     ,20140219,       4,3C273,       187.27792,       2.0523889,       126.56238,       40.831158,       77.325900,       56707.013,2014-02-19T00:18:17.875,       36013.243,      80.1250,       1,       1,Lissajous,Nasmyth        ,     -45.0000,     -36.0000,      0.00000,      0.00000,totalPower,      0.00000,      0.00000,     -1.50000,      716.600,     -5.80000,      100.000,      2.20000,     0.179257,     0.424405,       0,    0.0548954,    0.0123798,     -1.08189,     -1.15508,      0.00000,      0.00000,     0.464921,     0.332161,     0.172762,    0.0692811,    0.0615976,    0.0564295,      0.00000,      0.00000,     0.126337,    0.0899881,    0.0620028,    0.0172264,   0.00985233,   0.00813851,      36.7874,      104.748,      24.8330,      243.033,      288.939,      5.83481,      0.00000,      0.00000,      626.930,      8.79037,      0.00000,      0.00000,V1Liss18,LISSOPT,
20140219s0162,iram30m-antenna-20140219s162-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,t21     ,20140219,     162,3C454.3,       343.49042,       16.148333,       92.928789,       31.416540,       58.277201,       56707.376,2014-02-19T09:01:06.875,       67468.129,      80.1250,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,      0.00000,      0.00000,totalPower,      0.00000,      0.00000,     -2.10000,      719.100,     -6.50000,      76.9000,      3.20000,   0.00157500,     0.168262,       0,     0.255970,    0.0821430,    -0.993063,     -1.01043,      0.00000,      0.00000,      1.00990,      1.21687,      3.13991,     0.297568,     0.167271,     0.106791,      0.00000,      0.00000,     0.384927,     0.409239,     0.876011,    0.0984494,    0.0546172,    0.0336605,      50.7221,      420.264,      89.7258,      698.154,      2787.04,      30.7452,      0.00000,      0.00000,      4988.68,      39.2553,      0.00000,      0.00000,V1Liss19,LISSOPT,
20140222s0074,iram30m-antenna-20140222s74-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,t21     ,20140222,      74,Arp220,       233.73792,       23.503056,       111.31224,       62.203999,       88.133609,       56710.158,2014-02-22T03:48:05.000,       49344.482,      307.125,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -4.50000,     0.300000,totalPower,      0.00000,      0.00000,     -1.80000,      720.000,     -8.10000,      26.7000,      3.20000,     0.167066,     0.187585,       0,     0.423259,     0.111124,    -0.974202,    -0.975918,      0.00000,      4.51677,      2.89547,      2.69574,      1.08819,     0.610824,     0.331033,     0.209784,      0.00000,      1.20169,     0.758598,     0.709299,     0.290437,     0.160045,    0.0871456,    0.0548571,      21.1308,      26.7638,      11.3100,      15.8432,      288.396,      2.91217,      0.00000,      0.00000,      79.7237,      1.01910,      0.00000,      0.00000,V1Liss21,LISSOPT,
20140219s0174,iram30m-antenna-20140219s174-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,t21     ,20140219,     174,CRL2688,       315.57811,       36.693828,       84.755493,       73.211050,       72.907075,       56707.413,2014-02-19T09:55:07.875,       70718.002,      308.125,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,      2.00000,     -5.50000,totalPower,      0.00000,      0.00000,     -1.20000,      719.900,     -5.80000,      57.3000,      4.00000,    0.0636450,     0.170544,       0,     0.160873,    0.0466811,     -1.18848,     -1.18610,      0.00000,      5.52610,      5.31011,      2.29783,     0.656129,     0.180346,    0.0715289,    0.0509666,      0.00000,      1.65076,      1.51033,     0.661362,     0.181660,    0.0521646,    0.0208916,    0.0148169,      28.7656,      100.643,      15.0428,      47.3807,      1429.98,      11.1054,      0.00000,      0.00000,      430.652,      2.95781,      0.00000,      0.00000,V1Liss22,LISSOPT,
20140220s0362,iram30m-antenna-20140220s362-imb.fits,      -3.3987564,       37.068413,       2851.5000,1stNIKApool,1stNIKApool,t21     ,20140220,     362,HFLS3,       256.69917,       58.773056,       31.459499,       21.634178,       27.132595,       56708.996,2014-02-20T23:54:05.750,       35030.246,      308.125,       1,       1,Lissajous,Nasmyth        ,      0.00000,      0.00000,     -1.10000,     -1.30000,totalPower,      0.00000,      0.00000,     -1.50000,      722.900,     -1.40000,      80.1000,      6.30000,  0.000202000,     0.445741,       0,     0.354057,     0.191387,     -1.19976,     -1.13906,      0.00000,      14.6651,      7.00104,      3.10690,      1.61154,     0.605059,     0.315879,     0.199462,      0.00000,      5.57594,      2.87196,      1.39645,     0.881226,     0.300191,     0.154913,    0.0966244,      133.707,      189.533,      36.7898,      46.2599,      34.2510,      24.7613,      0.00000,      0.00000,      12.0804,      2.90187,      0.00000,      0.00000,V1Liss25,LISSOPT,
