DAY , SCANNUM , OBJECT , OPERATOR , OBSID , PROJID , RA_DEG , DEC_DEG , AZ_DEG , EL_DEG , PARANGLE_DEG , MJD , DATE , LST_SEC , EXPTIME , NIKA_TOBS , N_OBS , N_OBSP , OBSTYPE , POLAR , SYSOFF , NASX_ARCSEC , NASY_ARCSEC , XOFFSET_ARCSEC , YOFFSET_ARCSEC , SWITCHMODE , FOCUSX_MM , FOCUSY_MM , FOCUSZ_MM , PRESSURE_HPA , TAMBIENT_C , REL_HUMIDITY_PERCENT , WINDVEL_MPERS , TIPTAU225GHZ , TAU1MM , TAU2MM , DIR , FILE , POWLAWAMP1MM , POWLAWAMP2MM , POWLAWEXPO1MM , POWLAWEXPO2MM , SKYNOI1MM0 , SKYNOI1MM1 , SKYNOI1MM2 , SKYNOI1MM3 , SKYNOI1MM4 , SKYNOI1MM5 , SKYNOI1MM6 , SKYNOI1MM7 , SKYNOI2MM0 , SKYNOI2MM1 , SKYNOI2MM2 , SKYNOI2MM3 , SKYNOI2MM4 , SKYNOI2MM5 , SKYNOI2MM6 , SKYNOI2MM7
20150210 ,      228 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -66.864418 ,        49.980238 ,       -49.475301 ,        57063.903 , 2015-02-10T21:40:30.625 ,        24569.665 ,       77.7500 ,       0.00000 ,        1 ,        1 , Lissajous ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,       0.00000 ,       0.00000 , totalPower ,       0.00000 ,       0.00000 ,     -0.700000 ,       718.000 ,      -7.10000 ,       100.000 ,       1.20000 ,      0.338926 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s228-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
20150210 ,      229 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -66.779315 ,        49.709081 ,       -49.364653 ,        57063.904 , 2015-02-10T21:41:59.125 ,        24658.408 ,       77.7500 ,       0.00000 ,        1 ,        1 , Lissajous ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,       0.00000 ,       0.00000 , totalPower ,       0.00000 ,       0.00000 ,     -0.100000 ,       718.000 ,      -7.10000 ,       100.000 ,       1.00000 ,      0.366793 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s229-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
20150210 ,      230 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -66.616814 ,        49.240942 ,       -49.165872 ,        57063.906 , 2015-02-10T21:44:41.125 ,        24820.851 ,       64.0000 ,       0.00000 ,        4 ,        4 , pointing ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,       0.00000 ,       0.00000 , totalPower ,       0.00000 ,       0.00000 ,      -1.30000 ,       718.000 ,      -7.10000 ,       100.000 ,       1.40000 ,      0.366793 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s230-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
20150210 ,      231 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -66.455911 ,        48.744869 ,       -48.966455 ,        57063.908 , 2015-02-10T21:47:23.250 ,        24983.420 ,       64.0000 ,       0.00000 ,        4 ,        4 , pointing ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,       0.00000 ,       0.00000 , totalPower ,       0.00000 ,       0.00000 ,      -1.30000 ,       718.000 ,      -7.10000 ,       100.000 ,       1.00000 ,      0.340046 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s231-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
20150210 ,      232 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -66.373631 ,        48.453263 ,       -48.859025 ,        57063.909 , 2015-02-10T21:48:49.750 ,        25070.157 ,       77.6250 ,       0.00000 ,        1 ,        1 , Lissajous ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,       0.00000 ,       0.00000 , totalPower ,       0.00000 ,       0.00000 ,      -1.30000 ,       718.000 ,      -7.20000 ,       100.000 ,       1.60000 ,      0.330011 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s232-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
20150210 ,      233 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -66.285453 ,        48.187691 ,       -48.753614 ,        57063.910 , 2015-02-10T21:50:16.750 ,        25157.395 ,       77.6250 ,       0.00000 ,        1 ,        1 , Lissajous ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,       0.00000 ,       0.00000 , totalPower ,       0.00000 ,       0.00000 ,      -1.90000 ,       718.000 ,      -7.20000 ,       100.000 ,       1.00000 ,      0.330011 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s233-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
20150210 ,      234 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -66.195875 ,        47.920394 ,       -48.648100 ,        57063.911 , 2015-02-10T21:51:44.375 ,        25245.260 ,       77.7500 ,       0.00000 ,        1 ,        1 , Lissajous ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,       0.00000 ,       0.00000 , totalPower ,       0.00000 ,       0.00000 ,      -2.50000 ,       718.000 ,      -7.20000 ,       100.000 ,       1.20000 ,      0.330011 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s234-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
20150210 ,      235 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -66.101006 ,        47.639950 ,       -48.537912 ,        57063.912 , 2015-02-10T21:53:16.375 ,        25337.512 ,       77.7500 ,       0.00000 ,        1 ,        1 , Lissajous ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,       0.00000 ,       0.00000 , totalPower ,       0.00000 ,       0.00000 ,     -0.700000 ,       718.000 ,      -7.20000 ,       100.000 ,       1.10000 ,      0.339026 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s235-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
20150210 ,      236 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -66.009356 ,        47.371512 ,       -48.433161 ,        57063.913 , 2015-02-10T21:54:44.500 ,        25425.878 ,       77.7500 ,       0.00000 ,        1 ,        1 , Lissajous ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,       0.00000 ,       0.00000 , totalPower ,       0.00000 ,       0.00000 ,     -0.100000 ,       718.000 ,      -7.20000 ,       100.000 ,      0.800000 ,      0.339026 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s236-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
20150210 ,      237 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -65.722124 ,        46.585249 ,       -48.120256 ,        57063.916 , 2015-02-10T21:59:12.125 ,        25694.236 ,       64.0000 ,       0.00000 ,        4 ,        4 , pointing ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,       0.00000 ,       0.00000 , totalPower ,       0.00000 ,       0.00000 ,      -1.30000 ,       718.000 ,      -7.10000 ,       100.000 ,      0.800000 ,      0.301215 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s237-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
20150210 ,      238 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -65.590942 ,        46.214768 ,       -47.981178 ,        57063.918 , 2015-02-10T22:01:14.125 ,        25816.570 ,       64.0000 ,       0.00000 ,        4 ,        4 , pointing ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,      -10.0000 ,      -4.80000 , totalPower ,       0.00000 ,       0.00000 ,      -1.30000 ,       718.000 ,      -7.10000 ,       100.000 ,       1.10000 ,      0.319682 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s238-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
20150210 ,      239 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -65.333284 ,        45.482537 ,       -47.708828 ,        57063.920 , 2015-02-10T22:05:10.125 ,        26053.216 ,       150.000 ,       0.00000 ,       15 ,       15 , onTheFlyMap ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,      -9.80000 ,      -5.30000 , totalPower ,       0.00000 ,       0.00000 ,      -1.30000 ,       718.000 ,      -7.10000 ,       100.000 ,       1.20000 ,      0.319682 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s239-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
20150210 ,      240 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -65.144834 ,        44.968765 ,       -47.517839 ,        57063.922 , 2015-02-10T22:07:59.750 ,        26223.305 ,       150.000 ,       0.00000 ,       15 ,       15 , onTheFlyMap ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,      -9.80000 ,      -5.30000 , totalPower ,       0.00000 ,       0.00000 ,      -1.30000 ,       718.000 ,      -7.10000 ,       100.000 ,       1.00000 ,      0.342805 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s240-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
20150210 ,      241 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -64.852522 ,        44.186764 ,       -47.231292 ,        57063.925 , 2015-02-10T22:12:18.750 ,        26483.015 ,       150.000 ,       0.00000 ,       15 ,       15 , onTheFlyMap ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,      -9.80000 ,      -5.30000 , totalPower ,       0.00000 ,       0.00000 ,      -1.30000 ,       718.000 ,      -7.10000 ,       100.000 ,      0.900000 ,      0.332003 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s241-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
20150210 ,      242 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -64.655517 ,        43.669363 ,       -47.044528 ,        57063.927 , 2015-02-10T22:15:10.375 ,        26655.109 ,       150.000 ,       0.00000 ,       15 ,       15 , onTheFlyMap ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,      -9.80000 ,      -5.30000 , totalPower ,       0.00000 ,       0.00000 ,      -1.30000 ,       718.000 ,      -7.10000 ,       100.000 ,       1.10000 ,      0.323111 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s242-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
20150210 ,      243 , 3C84 , 3rdNIKAPool , 3rdNIKAPool , t21 ,        49.950667 ,        41.511696 ,       -64.439901 ,        43.111463 ,       -46.845469 ,        57063.929 , 2015-02-10T22:18:15.750 ,        26840.992 ,       150.000 ,       0.00000 ,       15 ,       15 , onTheFlyMap ,        0 , Nasmyth         ,      -4.40000 ,       18.0000 ,      -9.80000 ,      -5.30000 , totalPower ,       0.00000 ,       0.00000 ,      -1.30000 ,       718.000 ,      -7.00000 ,       100.000 ,      0.900000 ,      0.323111 ,      -32768.0 ,      -32768.0 , /home/archeops/NIKA/Data/AntennaImbfits , iram30m-antenna-20150210s243-imb.fits ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000 ,       0.00000
