PROJECT: 231-13

Scan ID;#Sub.;Start Time;End Time;Source Name;Velocity (km/s);Observation Type;Opacity;Receiver;Azimuth (deg);Elevation (deg);Pointing Correction X (");Pointing Correction Y (");Focus Correction zZ (mm)
2014-02-19.330;1;2014-02-19 22:51:52;2014-02-19 22:57:03;H0902-01;0.00;Lissajous;0.09;NIKA;169.40;51.18;-5.90;-5.60;-1.58
2014-02-19.331;1;2014-02-19 22:57:06;2014-02-19 23:02:17;H0902-01;0.00;Lissajous;0.05;NIKA;171.47;51.35;-5.90;-5.60;-1.58
2014-02-19.332;1;2014-02-19 23:02:21;2014-02-19 23:07:19;H0902-01;0.00;Lissajous;0.00;NIKA;173.56;51.48;-5.90;-5.60;-1.58
2014-02-19.333;1;2014-02-19 23:07:36;2014-02-19 23:12:47;H0902-01;0.00;Lissajous;0.06;NIKA;175.57;51.57;-5.90;-5.60;-1.58
2014-02-19.334;1;2014-02-19 23:12:48;2014-02-19 23:18:19;H0844-00;0.00;Lissajous;0.10;NIKA;177.77;51.62;-5.90;-5.60;-1.58
2014-02-19.335;1;2014-02-19 23:18:21;2014-02-19 23:23:30;H0844-00;0.00;Lissajous;0.16;NIKA;187.39;51.98;-5.90;-5.60;-1.58
2014-02-19.336;1;2014-02-19 23:23:33;2014-02-19 23:28:42;H0844-00;0.00;Lissajous;0.09;NIKA;189.49;51.82;-5.90;-5.60;-1.58
2014-02-19.337;1;2014-02-19 23:28:46;2014-02-19 23:33:56;H0844-00;0.00;Lissajous;0.08;NIKA;191.56;51.62;-5.90;-5.60;-1.58
2014-02-19.338;1;2014-02-19 23:33:58;2014-02-19 23:39:08;H0844-00;0.00;Lissajous;0.10;NIKA;193.62;51.39;-5.90;-5.60;-1.58
2014-02-19.339;1;2014-02-19 23:39:11;2014-02-19 23:39:38;0823+033;0.00;track;0.12;NIKA;195.66;51.12;-5.90;-5.60;-1.58
2014-02-19.340;1;2014-02-19 23:39:52;2014-02-19 23:41:32;0823+033;0.00;Lissajous;0.12;NIKA;204.76;53.42;-5.90;-5.60;-1.58
2014-02-19.341;1;2014-02-19 23:42:42;2014-02-19 23:48:44;H0902-01;0.00;Lissajous;0.11;NIKA;205.96;53.15;-4.00;-4.60;-1.58
2014-02-19.342;1;2014-02-19 23:48:54;2014-02-19 23:54:17;H0902-01;0.00;Lissajous;0.11;NIKA;192.14;50.95;-4.00;-4.60;-1.58
2014-02-19.343;1;2014-02-19 23:54:20;2014-02-19 23:59:28;H0902-01;0.00;Lissajous;0.10;NIKA;194.31;50.69;-4.00;-4.60;-1.58
