PROJECT: 173-13

Scan ID;#Sub.;Start Time;End Time;Source Name;Velocity (km/s);Observation Type;Opacity;Receiver;Azimuth (deg);Elevation (deg);Pointing Correction X (");Pointing Correction Y (");Focus Correction zZ (mm)
2014-02-19.252;1;2014-02-19 16:40:13;2014-02-19 16:41:38;0420-014;0.00;Lissajous;0.15;NIKA;137.18;42.73;-1.00;-4.40;-2.40
2014-02-19.253;1;2014-02-19 16:41:41;2014-02-19 16:43:10;0420-014;0.00;Lissajous;0.15;NIKA;137.59;42.93;-1.00;-4.40;-0.60
2014-02-19.254;1;2014-02-19 16:43:13;2014-02-19 16:44:35;0420-014;0.00;Lissajous;0.17;NIKA;138.04;43.13;-1.00;-4.40;-1.00
2014-02-19.255;1;2014-02-19 16:49:58;2014-02-19 16:51:53;0336-019;0.00;track;0.13;NIKA;139.04;43.58;-1.00;-4.40;-1.70
2014-02-19.256;1;2014-02-19 16:51:55;2014-02-19 16:53:35;0336-019;0.00;Lissajous;0.13;NIKA;155.25;48.47;-1.00;-4.40;-1.70
2014-02-19.257;1;2014-02-19 16:55:16;2014-02-19 17:00:54;Epsi_Eri;0.00;Lissajous;0.15;NIKA;156.45;48.74;-0.10;-4.70;-1.70
2014-02-19.258;1;2014-02-19 17:00:58;2014-02-19 17:06:06;Epsi_Eri;0.00;Lissajous;0.08;NIKA;163.62;42.18;-0.10;-4.70;-1.70
2014-02-19.259;1;2014-02-19 17:06:10;2014-02-19 17:11:20;Epsi_Eri;0.00;Lissajous;0.09;NIKA;165.31;42.46;-0.10;-4.70;-1.70
2014-02-19.260;1;2014-02-19 17:11:22;2014-02-19 17:16:30;Epsi_Eri;0.00;Lissajous;0.13;NIKA;167.03;42.70;-0.10;-4.70;-1.70
2014-02-19.261;1;2014-02-19 17:16:34;2014-02-19 17:21:44;Epsi_Eri;0.00;Lissajous;0.12;NIKA;168.74;42.91;-0.10;-4.70;-1.70
2014-02-19.262;1;2014-02-19 17:21:46;2014-02-19 17:26:49;Epsi_Eri;0.00;Lissajous;0.19;NIKA;170.49;43.09;-0.10;-4.70;-1.70
2014-02-19.263;1;2014-02-19 17:30:31;2014-02-19 17:34:40;0439+360;6.70;track;0.09;NIKA;172.91;43.29;0.00;0.00;-2.00
2014-02-20.230;1;2014-02-20 14:49:21;2014-02-20 14:51:21;0336-019;0.00;Lissajous;0.33;NIKA;120.90;32.07;-2.80;-5.80;-1.30
2014-02-20.231;4;2014-02-20 14:53:40;2014-02-20 14:55:03;0336-019;0.00;pointing;0.22;NIKA;122.55;33.35;-2.20;-4.70;-1.30
2014-02-20.232;1;2014-02-20 14:57:40;2014-02-20 15:03:22;Epsi_Eri;0.00;Lissajous;0.27;NIKA;123.38;33.97;-2.40;-4.60;-1.30
2014-02-20.233;1;2014-02-20 15:03:25;2014-02-20 15:08:35;Epsi_Eri;0.00;Lissajous;0.27;NIKA;132.04;30.07;-2.40;-4.60;-1.30
2014-02-20.234;1;2014-02-20 15:08:37;2014-02-20 15:13:46;Epsi_Eri;0.00;Lissajous;0.28;NIKA;133.24;30.83;-2.40;-4.60;-1.30
2014-02-20.235;1;2014-02-20 15:13:49;2014-02-20 15:19:00;Epsi_Eri;0.00;Lissajous;0.29;NIKA;134.47;31.57;-2.40;-4.60;-1.30
2014-02-20.236;1;2014-02-20 15:19:02;2014-02-20 15:24:11;Epsi_Eri;0.00;Lissajous;0.21;NIKA;135.70;32.30;-2.40;-4.60;-1.30
2014-02-20.237;1;2014-02-20 15:24:14;2014-02-20 15:29:24;Epsi_Eri;0.00;Lissajous;0.32;NIKA;136.97;33.01;-2.40;-4.60;-1.30
2014-02-20.238;1;2014-02-20 15:29:27;2014-02-20 15:34:48;Epsi_Eri;0.00;Lissajous;0.30;NIKA;138.26;33.71;-2.40;-4.60;-1.30
2014-02-20.239;1;2014-02-20 15:35:04;2014-02-20 15:40:12;Epsi_Eri;0.00;Lissajous;0.29;NIKA;139.63;34.41;-2.40;-4.60;-1.30
2014-02-20.240;1;2014-02-20 15:40:16;2014-02-20 15:45:24;Epsi_Eri;0.00;Lissajous;0.29;NIKA;141.03;35.10;-2.40;-4.60;-1.30
2014-02-20.241;1;2014-02-20 15:45:28;2014-02-20 15:50:36;Epsi_Eri;0.00;Lissajous;0.34;NIKA;142.39;35.73;-2.40;-4.60;-1.30
2014-02-20.242;1;2014-02-20 15:50:40;2014-02-20 15:55:50;Epsi_Eri;0.00;Lissajous;0.30;NIKA;143.79;36.35;-2.40;-4.60;-1.30
2014-02-20.243;1;2014-02-20 15:55:53;2014-02-20 16:01:04;Epsi_Eri;0.00;Lissajous;0.30;NIKA;145.20;36.95;-2.40;-4.60;-1.30
2014-02-20.244;1;2014-02-20 16:01:31;2014-02-20 16:02:55;0336-019;0.00;track;0.31;NIKA;146.76;37.58;-2.40;-4.60;-1.30
2014-02-20.245;1;2014-02-20 16:02:56;2014-02-20 16:04:37;0336-019;0.00;Lissajous;0.31;NIKA;140.48;43.71;-2.40;-4.60;-1.30
2014-02-20.246;4;2014-02-20 16:08:58;2014-02-20 16:10:21;0336-019;0.00;pointing;0.34;NIKA;141.60;44.18;1.10;-4.80;-1.30
2014-02-20.247;1;2014-02-20 16:11:52;2014-02-20 16:17:28;Epsi_Eri;0.00;Lissajous;0.34;NIKA;143.21;44.81;0.70;-4.60;-1.30
2014-02-20.248;1;2014-02-20 16:17:32;2014-02-20 16:22:42;Epsi_Eri;0.00;Lissajous;0.27;NIKA;151.36;39.20;0.70;-4.60;-1.30
2014-02-20.249;1;2014-02-20 16:22:46;2014-02-20 16:27:54;Epsi_Eri;0.00;Lissajous;0.32;NIKA;152.91;39.68;0.70;-4.60;-1.30
2014-02-20.250;1;2014-02-20 16:27:58;2014-02-20 16:33:08;Epsi_Eri;0.00;Lissajous;0.32;NIKA;154.47;40.14;0.70;-4.60;-1.30
2014-02-20.251;1;2014-02-20 16:33:09;2014-02-20 16:38:20;Epsi_Eri;0.00;Lissajous;0.33;NIKA;156.07;40.57;0.70;-4.60;-1.30
2014-02-20.252;1;2014-02-20 16:38:21;2014-02-20 16:43:32;Epsi_Eri;0.00;Lissajous;0.28;NIKA;157.68;40.97;0.70;-4.60;-1.30
2014-02-20.253;1;2014-02-20 16:43:33;2014-02-20 16:48:42;Epsi_Eri;0.00;Lissajous;0.28;NIKA;159.31;41.34;0.70;-4.60;-1.30
2014-02-20.254;1;2014-02-20 16:48:46;2014-02-20 16:53:57;Epsi_Eri;0.00;Lissajous;0.30;NIKA;160.95;41.69;0.70;-4.60;-1.30
2014-02-20.255;1;2014-02-20 16:53:58;2014-02-20 16:59:08;Epsi_Eri;0.00;Lissajous;0.24;NIKA;162.63;42.01;0.70;-4.60;-1.30
2014-02-20.256;1;2014-02-20 16:59:10;2014-02-20 17:04:20;Epsi_Eri;0.00;Lissajous;0.29;NIKA;164.31;42.30;0.70;-4.60;-1.30
2014-02-20.257;1;2014-02-20 17:04:24;2014-02-20 17:06:24;0336-019;0.00;Lissajous;0.22;NIKA;166.01;42.56;0.70;-4.60;-1.30
2014-02-20.258;1;2014-02-20 17:08:39;2014-02-20 17:12:38;0439+360;0.00;track;0.29;NIKA;162.77;49.91;-0.30;-5.30;-1.30
2014-02-20.259;1;2014-02-20 17:12:42;2014-02-20 17:14:14;0439+360;0.00;Lissajous;0.22;NIKA;84.62;69.37;-0.30;-5.30;-1.30
2014-02-20.260;1;2014-02-20 17:22:45;2014-02-20 17:26:35;0439+360;6.70;track;0.26;NIKA;85.03;70.16;-0.30;-5.30;-1.30
2014-02-21.136;1;2014-02-21 15:30:56;2014-02-21 15:32:04;0336-019;0.00;Lissajous;0.06;NIKA;132.60;39.89;-2.80;-3.00;-1.49
2014-02-21.137;4;2014-02-21 15:32:23;2014-02-21 15:33:25;0336-019;0.00;pointing;0.06;NIKA;132.97;40.09;-2.80;-3.00;-1.49
2014-02-21.138;1;2014-02-21 15:34:42;2014-02-21 15:40:20;Epsi_Eri;0.00;Lissajous;0.20;NIKA;133.60;40.43;-2.70;-1.10;-1.49
2014-02-21.139;1;2014-02-21 15:40:25;2014-02-21 15:45:35;Epsi_Eri;0.00;Lissajous;0.00;NIKA;142.10;35.59;-2.70;-1.10;-1.49
2014-02-21.140;1;2014-02-21 15:45:38;2014-02-21 15:50:48;Epsi_Eri;0.00;Lissajous;0.03;NIKA;143.49;36.23;-2.70;-1.10;-1.49
2014-02-21.141;1;2014-02-21 15:50:50;2014-02-21 15:55:59;Epsi_Eri;0.00;Lissajous;0.00;NIKA;144.91;36.82;-2.70;-1.10;-1.49
2014-02-21.142;1;2014-02-21 15:56:02;2014-02-21 16:01:12;Epsi_Eri;0.00;Lissajous;0.08;NIKA;146.33;37.41;-2.70;-1.10;-1.49
2014-02-21.143;1;2014-02-21 16:01:13;2014-02-21 16:06:22;Epsi_Eri;0.00;Lissajous;0.02;NIKA;147.80;37.96;-2.70;-1.10;-1.49
2014-02-21.144;1;2014-02-21 16:06:26;2014-02-21 16:11:35;Epsi_Eri;0.00;Lissajous;0.03;NIKA;149.27;38.50;-2.70;-1.10;-1.49
2014-02-21.145;1;2014-02-21 16:11:38;2014-02-21 16:16:48;Epsi_Eri;0.00;Lissajous;0.02;NIKA;150.79;39.01;-2.70;-1.10;-1.49
2014-02-21.146;1;2014-02-21 16:16:49;2014-02-21 16:21:58;Epsi_Eri;0.00;Lissajous;0.01;NIKA;152.32;39.50;-2.70;-1.10;-1.49
2014-02-21.147;1;2014-02-21 16:22:01;2014-02-21 16:27:12;Epsi_Eri;0.00;Lissajous;0.02;NIKA;153.86;39.97;-2.70;-1.10;-1.49
2014-02-21.148;1;2014-02-21 16:27:14;2014-02-21 16:32:23;Epsi_Eri;0.00;Lissajous;0.00;NIKA;155.46;40.40;-2.70;-1.10;-1.49
2014-02-21.149;1;2014-02-21 16:32:27;2014-02-21 16:37:37;Epsi_Eri;0.00;Lissajous;0.01;NIKA;157.05;40.82;-2.70;-1.10;-1.49
2014-02-21.150;1;2014-02-21 16:38:16;2014-02-21 16:38:50;0336-019;0.00;track;0.03;NIKA;158.86;41.25;-2.70;-1.10;-1.49
2014-02-21.151;1;2014-02-21 16:38:52;2014-02-21 16:40:12;0336-019;0.00;Lissajous;0.03;NIKA;153.41;48.02;-2.70;-1.10;-1.49
2014-02-21.152;1;2014-02-21 16:42:53;2014-02-21 16:45:43;Uranus;0.00;track;0.03;NIKA;154.61;48.32;-1.60;-3.80;-1.49
2014-02-21.153;1;2014-02-21 16:46:02;2014-02-21 16:47:11;Uranus;0.00;Lissajous;0.00;NIKA;225.98;46.64;-1.60;-3.80;-1.49 
