PROJECT: 118-13

Scan ID;#Sub.;Start Time;End Time;Source Name;Velocity (km/s);Observation Type;Opacity;Receiver;Azimuth (deg);Elevation (deg);Pointing Correction X (");Pointing Correction Y (");Focus Correction zZ (mm)
2014-02-20.156;1;2014-02-20 09:11:49;2014-02-20 09:13:29;1908-202;0.00;Lissajous;0.27;NIKA;176.06;32.81;-1.30;-1.60;-1.80
2014-02-20.157;1;2014-02-20 09:15:01;2014-02-20 09:20:32;Pluto;0.00;Lissajous;0.24;NIKA;176.95;32.84;-0.60;-1.90;-1.80
2014-02-20.158;1;2014-02-20 09:20:36;2014-02-20 09:25:46;Pluto;0.00;Lissajous;0.21;NIKA;183.29;32.76;-0.60;-1.90;-1.80
2014-02-20.159;1;2014-02-20 09:25:48;2014-02-20 09:30:58;Pluto;0.00;Lissajous;0.27;NIKA;184.75;32.68;-0.60;-1.90;-1.80
2014-02-20.160;1;2014-02-20 09:30:59;2014-02-20 09:36:10;Pluto;0.00;Lissajous;0.31;NIKA;186.19;32.57;-0.60;-1.90;-1.80
2014-02-20.161;1;2014-02-20 09:36:12;2014-02-20 09:41:21;Pluto;0.00;Lissajous;0.34;NIKA;187.63;32.44;-0.60;-1.90;-1.80
2014-02-20.162;1;2014-02-20 09:41:24;2014-02-20 09:46:34;Pluto;0.00;Lissajous;0.31;NIKA;189.06;32.28;-0.60;-1.90;-1.80
2014-02-20.163;1;2014-02-20 09:46:36;2014-02-20 09:51:44;Pluto;0.00;Lissajous;0.29;NIKA;190.49;32.10;-0.60;-1.90;-1.80
2014-02-20.164;1;2014-02-20 09:51:48;2014-02-20 09:56:56;Pluto;0.00;Lissajous;0.32;NIKA;191.91;31.89;-0.60;-1.90;-1.80
2014-02-20.165;1;2014-02-20 09:56:59;2014-02-20 10:02:08;Pluto;0.00;Lissajous;0.31;NIKA;193.31;31.66;-0.60;-1.90;-1.80
2014-02-20.166;1;2014-02-20 10:02:11;2014-02-20 10:07:21;Pluto;0.00;Lissajous;0.32;NIKA;194.71;31.40;-0.60;-1.90;-1.80
2014-02-20.167;1;2014-02-20 10:07:23;2014-02-20 10:12:25;Pluto;0.00;Lissajous;0.31;NIKA;196.10;31.12;-0.60;-1.90;-1.80
2014-02-20.168;1;2014-02-20 10:12:34;2014-02-20 10:17:43;Pluto;0.00;Lissajous;0.50;NIKA;197.47;30.81;-0.60;-1.90;-1.80
2014-02-20.169;1;2014-02-20 10:17:46;2014-02-20 10:22:54;Pluto;0.00;Lissajous;0.32;NIKA;198.84;30.48;-0.60;-1.90;-1.80
2014-02-20.170;1;2014-02-20 10:22:58;2014-02-20 10:28:08;Pluto;0.00;Lissajous;0.33;NIKA;200.19;30.13;-0.60;-1.90;-1.80
2014-02-20.171;1;2014-02-20 10:29:37;2014-02-20 10:31:40;1908-202;0.00;Lissajous;0.30;NIKA;201.90;29.65;-0.60;-1.90;-1.80
2014-02-20.172;4;2014-02-20 10:34:23;2014-02-20 10:35:41;1908-202;0.00;pointing;0.29;NIKA;198.55;30.61;-0.70;-5.00;-1.80
2014-02-20.173;1;2014-02-20 10:38:01;2014-02-20 10:44:10;Pluto;0.00;Lissajous;0.32;NIKA;199.66;30.32;-0.70;-5.00;-1.80
2014-02-20.174;1;2014-02-20 10:44:13;2014-02-20 10:49:21;Pluto;0.00;Lissajous;0.30;NIKA;205.58;28.46;-0.70;-5.00;-1.80
2014-02-20.175;1;2014-02-20 10:49:24;2014-02-20 10:54:33;Pluto;0.00;Lissajous;0.29;NIKA;206.86;27.99;-0.70;-5.00;-1.80
2014-02-20.176;1;2014-02-20 10:54:36;2014-02-20 10:59:46;Pluto;0.00;Lissajous;0.31;NIKA;208.12;27.51;-0.70;-5.00;-1.80
2014-02-20.177;1;2014-02-20 10:59:48;2014-02-20 11:04:58;Pluto;0.00;Lissajous;0.27;NIKA;209.38;27.00;-0.70;-5.00;-1.80
2014-02-20.178;1;2014-02-20 11:05:00;2014-02-20 11:10:10;Pluto;0.00;Lissajous;0.29;NIKA;210.60;26.48;-0.70;-5.00;-1.80
2014-02-20.179;1;2014-02-20 11:10:14;2014-02-20 11:15:22;Pluto;0.00;Lissajous;0.29;NIKA;211.83;25.93;-0.70;-5.00;-1.80
2014-02-20.180;1;2014-02-20 11:15:25;2014-02-20 11:20:34;Pluto;0.00;Lissajous;0.31;NIKA;213.03;25.37;-0.70;-5.00;-1.80
2014-02-20.181;1;2014-02-20 11:20:37;2014-02-20 11:25:45;Pluto;0.00;Lissajous;0.25;NIKA;214.22;24.79;-0.70;-5.00;-1.80
2014-02-20.182;1;2014-02-20 11:25:48;2014-02-20 11:30:58;Pluto;0.00;Lissajous;0.26;NIKA;215.38;24.19;-0.70;-5.00;-1.80
2014-02-20.183;1;2014-02-20 11:30:59;2014-02-20 11:36:08;Pluto;0.00;Lissajous;0.24;NIKA;216.54;23.58;-0.70;-5.00;-1.80
2014-02-20.184;1;2014-02-20 11:36:12;2014-02-20 11:41:28;Pluto;0.00;Lissajous;0.21;NIKA;217.67;22.95;-0.70;-5.00;-1.80
2014-02-20.185;1;2014-02-20 11:41:31;2014-02-20 11:46:40;Pluto;0.00;Lissajous;0.36;NIKA;218.81;22.29;-0.70;-5.00;-1.80
2014-02-20.186;1;2014-02-20 11:46:43;2014-02-20 11:51:53;Pluto;0.00;Lissajous;0.34;NIKA;219.92;21.62;-0.70;-5.00;-1.80
2014-02-20.187;1;2014-02-20 11:59:14;2014-02-20 12:01:17;1908-202;0.00;Lissajous;0.57;NIKA;221.43;20.68;-0.70;-5.00;-1.80
2014-02-20.188;4;2014-02-20 12:02:49;2014-02-20 12:04:01;1908-202;0.00;pointing;0.44;NIKA;219.74;21.79;-0.70;-5.00;-1.80
2014-02-20.189;1;2014-02-20 12:09:34;2014-02-20 12:13:35;Uranus;0.00;track;0.25;NIKA;220.41;21.38;-0.70;-5.00;-1.80
2014-02-20.190;1;2014-02-20 12:16:48;2014-02-20 12:18:41;Uranus;0.00;Lissajous;0.30;NIKA;123.64;41.07;-0.70;-5.00;-1.80
2014-02-20.191;4;2014-02-20 12:21:29;2014-02-20 12:22:48;Uranus;0.00;pointing;0.33;NIKA;124.98;41.95;-0.70;-5.00;-1.80
2014-02-20.192;1;2014-02-20 12:24:56;2014-02-20 12:30:25;Uranus;0.00;Lissajous;0.33;NIKA;125.98;42.58;1.20;-6.20;-1.80
2014-02-20.193;1;2014-02-20 12:30:29;2014-02-20 12:35:39;Uranus;0.00;Lissajous;0.30;NIKA;127.45;43.47;1.20;-6.20;-1.80
2014-02-20.194;1;2014-02-20 12:38:32;2014-02-20 12:40:10;Uranus;0.00;Lissajous;0.30;NIKA;129.41;44.59;1.20;-6.20;-1.80 
