PROJECT: 118-13

Scan ID;#Sub.;Start Time;End Time;Source Name;Velocity (km/s);Observation Type;Opacity;Receiver;Azimuth (deg);Elevation (deg);Pointing Correction X (");Pointing Correction Y (");Focus Correction zZ (mm)
2014-02-19.177;1;2014-02-19 10:25:23;2014-02-19 10:31:05;Pluto;0.00;Lissajous;0.04;NIKA;195.00;31.39;0.00;-2.00;-1.20
2014-02-19.178;1;2014-02-19 10:31:07;2014-02-19 10:36:16;Pluto;0.00;Lissajous;0.10;NIKA;201.31;29.82;0.00;-2.00;-1.20
2014-02-19.179;1;2014-02-19 10:36:19;2014-02-19 10:41:29;Pluto;0.00;Lissajous;0.07;NIKA;202.64;29.42;0.00;-2.00;-1.20
2014-02-19.180;1;2014-02-19 10:41:31;2014-02-19 10:46:41;Pluto;0.00;Lissajous;0.10;NIKA;203.95;29.01;0.00;-2.00;-1.20
2014-02-19.181;1;2014-02-19 10:46:43;2014-02-19 10:51:53;Pluto;0.00;Lissajous;0.03;NIKA;205.25;28.57;0.00;-2.00;-1.20
2014-02-19.182;1;2014-02-19 10:51:56;2014-02-19 10:57:04;Pluto;0.00;Lissajous;0.05;NIKA;206.54;28.11;0.00;-2.00;-1.20
2014-02-19.183;1;2014-02-19 10:57:07;2014-02-19 11:02:16;Pluto;0.00;Lissajous;0.07;NIKA;207.81;27.63;0.00;-2.00;-1.20
2014-02-19.184;1;2014-02-19 11:02:18;2014-02-19 11:07:28;Pluto;0.00;Lissajous;0.03;NIKA;209.06;27.13;0.00;-2.00;-1.20
2014-02-19.185;1;2014-02-19 11:02:18;2014-02-19 11:13:09;Pluto;0.00;Lissajous;0.11;NIKA;210.30;26.61;0.00;-2.00;-1.20
2014-02-19.186;1;2014-02-19 11:13:11;2014-02-19 11:18:20;Pluto;0.00;Lissajous;0.09;NIKA;211.63;26.02;0.00;-2.00;-1.20
2014-02-19.187;1;2014-02-19 11:18:23;2014-02-19 11:23:33;Pluto;0.00;Lissajous;0.09;NIKA;212.83;25.46;0.00;-2.00;-1.20
2014-02-19.188;1;2014-02-19 11:23:35;2014-02-19 11:28:43;Pluto;0.00;Lissajous;0.05;NIKA;214.02;24.89;0.00;-2.00;-1.20
2014-02-19.189;1;2014-02-19 11:28:46;2014-02-19 11:33:56;Pluto;0.00;Lissajous;0.12;NIKA;215.19;24.29;0.00;-2.00;-1.20
2014-02-19.190;1;2014-02-19 11:33:59;2014-02-19 11:39:08;Pluto;0.00;Lissajous;0.24;NIKA;216.35;23.68;0.00;-2.00;-1.20
2014-02-19.191;1;2014-02-19 11:40:38;2014-02-19 11:42:40;1908-202;0.00;Lissajous;0.07;NIKA;217.78;22.88;0.00;-2.00;-1.20
2014-02-19.192;1;2014-02-19 11:47:46;2014-02-19 11:52:53;Uranus;0.00;Lissajous;0.16;NIKA;214.93;24.48;0.00;-2.00;-1.20
2014-02-19.193;1;2014-02-19 11:58:42;2014-02-19 12:04:11;Uranus;0.00;Lissajous;0.14;NIKA;117.93;36.88;0.80;-6.30;-1.20
2014-02-19.194;1;2014-02-19 12:04:14;2014-02-19 12:09:23;Uranus;0.00;Lissajous;0.16;NIKA;120.03;38.50;0.80;-6.30;-1.20
2014-02-19.195;56;2014-02-19 12:18:57;2014-02-19 12:20:43;Mars;0.00;onTheFlyMap;0.14;NIKA;121.72;39.72;0.00;0.00;-2.00
2014-02-19.198;1;2014-02-19 12:39:35;2014-02-19 12:44:00;1908-202;0.00;track;0.11;NIKA;128.92;44.29;0.80;-6.30;-1.20
2014-02-19.199;1;2014-02-19 12:44:37;2014-02-19 12:48:01;Uranus;0.00;track;0.09;NIKA;227.34;16.55;0.80;-6.30;-1.20
