PROJECT: 166-13

Scan ID;#Sub.;Start Time;End Time;Source Name;Velocity (km/s);Observation Type;Opacity;Receiver;Azimuth (deg);Elevation (deg);Pointing Correction X (");Pointing Correction Y (");Focus Correction zZ (mm)
2014-01-12.180;21;2014-01-12 14:49:34;2014-01-12 14:56:17;IC1396A-C0;-8.00;onTheFlyMap;0.49;E090;349.86;69.24;1.00;-1.00;-2.55
2014-01-12.180;21;2014-01-12 14:49:34;2014-01-12 14:56:17;IC1396A-C0;-8.00;onTheFlyMap;0.49;E230;349.86;69.24;1.00;-1.00;-2.55
2014-01-12.181;3;2014-01-12 14:56:19;2014-01-12 14:56:54;IC1396A-C0;-8.00;calibrate;0.46;E090;347.39;69.00;1.00;-1.00;-2.55
2014-01-12.181;3;2014-01-12 14:56:19;2014-01-12 14:56:54;IC1396A-C0;-8.00;calibrate;0.46;E230;347.39;69.00;1.00;-1.00;-2.55
2014-02-19.207;1;2014-02-19 13:20:04;2014-02-19 13:21:28;2037+511;0.00;track;0.18;NIKA;343.78;58.57;-1.00;-6.00;-1.20
2014-02-19.208;1;2014-02-19 13:23:36;2014-02-19 13:25:39;2037+511;0.00;Lissajous;0.16;NIKA;310.02;60.18;-1.00;-6.00;-1.20
2014-02-19.209;4;2014-02-19 13:29:22;2014-02-19 13:30:41;2037+511;0.00;pointing;0.15;NIKA;309.70;59.53;0.60;-6.40;-1.20
2014-02-19.210;6;2014-02-19 13:32:52;2014-02-19 13:35:36;2037+511;0.00;focus;0.15;NIKA;309.38;58.75;0.60;-6.40;-1.20
2014-02-19.211;13;2014-02-19 13:36:23;2014-02-19 13:39:38;IC1396A-1;-8.00;onTheFlyMap;0.14;NIKA;309.16;58.20;0.60;-6.40;-1.20
2014-02-19.212;13;2014-02-19 13:39:41;2014-02-19 13:42:13;IC1396A-1;-8.00;onTheFlyMap;0.13;NIKA;327.37;62.95;0.60;-6.40;-1.20
2014-02-19.213;13;2014-02-19 13:42:16;2014-02-19 13:44:48;IC1396A-1;-8.00;onTheFlyMap;0.13;NIKA;326.94;62.71;0.60;-6.40;-1.20
2014-02-19.214;13;2014-02-19 13:44:50;2014-02-19 13:47:28;IC1396A-1;-8.00;onTheFlyMap;0.18;NIKA;326.47;62.40;0.60;-6.40;-1.20
2014-02-19.215;13;2014-02-19 13:47:30;2014-02-19 13:50:03;IC1396A-1;-8.00;onTheFlyMap;0.17;NIKA;326.10;62.15;0.60;-6.40;-1.20
2014-02-19.216;13;2014-02-19 13:50:05;2014-02-19 13:52:38;IC1396A-1;-8.00;onTheFlyMap;0.17;NIKA;325.53;61.83;0.60;-6.40;-1.20
2014-02-19.217;13;2014-02-19 13:52:39;2014-02-19 13:55:11;IC1396A-1;-8.00;onTheFlyMap;0.05;NIKA;325.22;61.58;0.60;-6.40;-1.20
2014-02-19.218;13;2014-02-19 13:55:13;2014-02-19 13:57:44;IC1396A-1;-8.00;onTheFlyMap;0.05;NIKA;324.81;61.25;0.60;-6.40;-1.20
2014-02-19.219;13;2014-02-19 13:57:47;2014-02-19 14:00:18;IC1396A-1;-8.00;onTheFlyMap;0.12;NIKA;324.45;60.96;0.60;-6.40;-1.20
2014-02-19.220;13;2014-02-19 14:00:21;2014-02-19 14:02:50;IC1396A-1;-8.00;onTheFlyMap;0.19;NIKA;324.00;60.67;0.60;-6.40;-1.20
2014-02-19.221;13;2014-02-19 14:03:01;2014-02-19 14:05:32;IC1396A-1;-8.00;onTheFlyMap;0.15;NIKA;323.72;60.36;0.60;-6.40;-1.20
2014-02-19.222;13;2014-02-19 14:05:33;2014-02-19 14:08:06;IC1396A-1;-8.00;onTheFlyMap;0.15;NIKA;323.32;60.09;0.60;-6.40;-1.20
2014-02-19.223;13;2014-02-19 14:08:07;2014-02-19 14:10:38;IC1396A-1;-8.00;onTheFlyMap;0.16;NIKA;323.11;59.79;0.60;-6.40;-1.20
2014-02-19.224;13;2014-02-19 14:10:41;2014-02-19 14:13:13;IC1396A-1;-8.00;onTheFlyMap;0.16;NIKA;322.66;59.46;0.60;-6.40;-1.20
2014-02-19.225;13;2014-02-19 14:13:17;2014-02-19 14:15:48;IC1396A-1;-8.00;onTheFlyMap;0.15;NIKA;322.43;59.19;0.60;-6.40;-1.20
2014-02-19.226;13;2014-02-19 14:15:49;2014-02-19 14:18:21;IC1396A-1;-8.00;onTheFlyMap;0.15;NIKA;322.08;58.87;0.60;-6.40;-1.20
2014-02-19.227;13;2014-02-19 14:18:24;2014-02-19 14:20:56;IC1396A-1;-8.00;onTheFlyMap;0.14;NIKA;321.92;58.57;0.60;-6.40;-1.20
2014-02-19.228;13;2014-02-19 14:20:59;2014-02-19 14:23:30;IC1396A-1;-8.00;onTheFlyMap;0.14;NIKA;321.49;58.24;0.60;-6.40;-1.20
2014-02-19.229;13;2014-02-19 14:23:31;2014-02-19 14:26:04;IC1396A-1;-8.00;onTheFlyMap;0.07;NIKA;321.31;57.92;0.60;-6.40;-1.20
2014-02-19.230;13;2014-02-19 14:26:07;2014-02-19 14:28:39;IC1396A-1;-8.00;onTheFlyMap;0.12;NIKA;321.01;57.63;0.60;-6.40;-1.20
2014-02-19.231;13;2014-02-19 14:28:42;2014-02-19 14:31:16;IC1396A-1;-8.00;onTheFlyMap;0.12;NIKA;320.88;57.29;0.60;-6.40;-1.20
2014-02-19.232;1;2014-02-19 14:35:01;2014-02-19 14:42:02;0336-019;-8.00;track;0.19;NIKA;320.40;56.69;0.60;-6.40;-1.20
2014-02-20.208;4;2014-02-20 13:36:08;2014-02-20 13:37:27;2037+511;0.00;pointing;0.21;NIKA;309.01;57.77;0.00;-6.00;-1.30
2014-02-20.209;13;2014-02-20 13:39:33;2014-02-20 13:43:06;IC1396A-2;-8.00;onTheFlyMap;0.29;NIKA;308.80;57.12;-2.60;-5.80;-1.30
2014-02-20.210;13;2014-02-20 13:43:09;2014-02-20 13:45:40;IC1396A-2;-8.00;onTheFlyMap;0.24;NIKA;325.89;62.18;-2.60;-5.80;-1.30
2014-02-20.211;13;2014-02-20 13:45:44;2014-02-20 13:48:15;IC1396A-2;-8.00;onTheFlyMap;0.29;NIKA;325.55;61.93;-2.60;-5.80;-1.30
2014-02-20.212;13;2014-02-20 13:48:17;2014-02-20 13:50:50;IC1396A-2;-8.00;onTheFlyMap;0.29;NIKA;325.14;61.61;-2.60;-5.80;-1.30
2014-02-20.213;13;2014-02-20 13:50:53;2014-02-20 13:53:27;IC1396A-2;-8.00;onTheFlyMap;0.25;NIKA;324.77;61.33;-2.60;-5.80;-1.30
2014-02-20.214;13;2014-02-20 13:53:29;2014-02-20 13:56:02;IC1396A-2;-8.00;onTheFlyMap;0.23;NIKA;324.30;61.02;-2.60;-5.80;-1.30
2014-02-20.215;13;2014-02-20 13:56:05;2014-02-20 13:58:35;IC1396A-2;-8.00;onTheFlyMap;0.23;NIKA;324.00;60.73;-2.60;-5.80;-1.30
2014-02-20.216;13;2014-02-20 13:58:38;2014-02-20 14:01:10;IC1396A-2;-8.00;onTheFlyMap;0.22;NIKA;323.58;60.44;-2.60;-5.80;-1.30
2014-02-20.217;13;2014-02-20 14:01:12;2014-02-20 14:03:43;IC1396A-2;-8.00;onTheFlyMap;0.22;NIKA;323.37;60.17;-2.60;-5.80;-1.30
2014-02-20.218;13;2014-02-20 14:03:46;2014-02-20 14:06:20;IC1396A-2;-8.00;onTheFlyMap;0.21;NIKA;322.93;59.83;-2.60;-5.80;-1.30
2014-02-20.219;13;2014-02-20 14:06:21;2014-02-20 14:08:53;IC1396A-2;-8.00;onTheFlyMap;0.32;NIKA;322.66;59.56;-2.60;-5.80;-1.30
2014-02-20.220;13;2014-02-20 14:08:56;2014-02-20 14:11:27;IC1396A-2;-8.00;onTheFlyMap;0.32;NIKA;322.34;59.21;-2.60;-5.80;-1.30
2014-02-20.221;13;2014-02-20 14:11:30;2014-02-20 14:14:02;IC1396A-2;-8.00;onTheFlyMap;0.24;NIKA;322.09;58.91;-2.60;-5.80;-1.30
