PROJECT: 230-13

Scan ID;#Sub.;Start Time;End Time;Source Name;Velocity (km/s);Observation Type;Opacity;Receiver;Azimuth (deg);Elevation (deg);Pointing Correction X (");Pointing Correction Y (");Focus Correction zZ (mm)
2014-02-25.100;1;2014-02-25 07:27:16;2014-02-25 07:32:25;J1515+1511;0.00;Lissajous;0.43;NIKA;243.07;52.41;-1.80;-2.90;-1.76
2014-02-25.101;1;2014-02-25 07:32:28;2014-02-25 07:37:37;J1515+1511;0.00;Lissajous;0.46;NIKA;244.42;51.48;-1.80;-2.90;-1.76
2014-02-25.102;1;2014-02-25 07:37:39;2014-02-25 07:42:48;J1515+1511;0.00;Lissajous;0.45;NIKA;245.74;50.54;-1.80;-2.90;-1.76
2014-02-25.103;1;2014-02-25 07:45:47;2014-02-25 07:52:26;K3-50A;0.00;Lissajous;0.49;NIKA;247.48;49.22;-1.80;-2.90;-1.76
2014-02-25.104;1;2014-02-25 07:55:02;2014-02-25 07:55:30;K3-50A;0.00;track;0.45;NIKA;88.76;65.10;-1.80;-2.90;-1.76
2014-02-25.105;1;2014-02-25 07:55:33;2014-02-25 07:56:37;K3-50A;0.00;Lissajous;0.45;NIKA;88.85;65.32;-1.80;-2.90;-1.76
2014-02-25.106;1;2014-02-25 07:58:26;2014-02-25 07:59:43;K3-50A;0.00;Lissajous;0.44;NIKA;89.33;65.89;-6.40;-2.00;-1.70
2014-02-25.107;1;2014-02-25 07:59:45;2014-02-25 08:01:00;K3-50A;0.00;Lissajous;0.44;NIKA;89.52;66.16;-6.40;-2.00;-2.30
2014-02-25.108;1;2014-02-25 08:01:01;2014-02-25 08:02:13;K3-50A;0.00;Lissajous;0.44;NIKA;89.70;66.40;-6.40;-2.00;-2.90
2014-02-25.109;1;2014-02-25 08:02:18;2014-02-25 08:03:36;K3-50A;0.00;Lissajous;0.46;NIKA;89.90;66.66;-6.40;-2.00;-1.10
2014-02-25.110;1;2014-02-25 08:03:39;2014-02-25 08:04:54;K3-50A;0.00;Lissajous;0.46;NIKA;90.11;66.92;-6.40;-2.00;-0.50
2014-02-25.111;1;2014-02-25 08:11:28;2014-02-25 08:20:43;1807+698;0.00;track;0.42;NIKA;90.62;67.59;-6.40;-2.00;-1.50
2014-02-25.112;1;2014-02-25 08:22:06;2014-02-25 08:23:22;1807+698;0.00;Lissajous;0.42;NIKA;355.75;57.05;-6.40;-2.00;-1.50
2014-02-25.76;1;2014-02-25 05:14:25;2014-02-25 05:15:34;1354+195;0.00;Lissajous;0.24;NIKA;230.73;64.50;-5.80;2.40;-1.76
2014-02-25.77;1;2014-02-25 05:18:49;2014-02-25 05:24:49;J1258+1657;0.00;Lissajous;0.09;NIKA;232.04;64.00;-5.50;1.90;-1.76
2014-02-25.78;1;2014-02-25 05:24:52;2014-02-25 05:30:03;J1258+1657;0.00;Lissajous;0.22;NIKA;248.83;50.89;-5.50;1.90;-1.76
2014-02-25.79;1;2014-02-25 05:30:05;2014-02-25 05:35:13;J1258+1657;0.00;Lissajous;0.20;NIKA;250.06;49.91;-5.50;1.90;-1.76
2014-02-25.80;1;2014-02-25 05:35:17;2014-02-25 05:40:26;J1258+1657;0.00;Lissajous;0.25;NIKA;251.23;48.93;-5.50;1.90;-1.76
2014-02-25.81;1;2014-02-25 05:40:29;2014-02-25 05:45:37;J1258+1657;0.00;Lissajous;0.25;NIKA;252.38;47.95;-5.50;1.90;-1.76
2014-02-25.82;1;2014-02-25 05:45:39;2014-02-25 05:50:58;J1258+1657;0.00;Lissajous;0.30;NIKA;253.47;46.95;-5.50;1.90;-1.76
2014-02-25.83;1;2014-02-25 05:51:15;2014-02-25 05:56:24;J1258+1657;0.00;Lissajous;0.29;NIKA;254.58;45.93;-5.50;1.90;-1.76
2014-02-25.84;1;2014-02-25 05:56:26;2014-02-25 06:01:26;J1258+1657;0.00;Lissajous;0.34;NIKA;255.68;44.88;-5.50;1.90;-1.76
2014-02-25.85;1;2014-02-25 06:01:42;2014-02-25 06:06:52;J1258+1657;0.00;Lissajous;0.32;NIKA;256.70;43.86;-5.50;1.90;-1.76
2014-02-25.86;1;2014-02-25 06:06:55;2014-02-25 06:12:04;J1258+1657;0.00;Lissajous;0.35;NIKA;257.70;42.84;-5.50;1.90;-1.76
2014-02-25.87;1;2014-02-25 06:12:06;2014-02-25 06:17:16;J1258+1657;0.00;Lissajous;0.32;NIKA;258.67;41.83;-5.50;1.90;-1.76
2014-02-25.88;1;2014-02-25 06:25:50;2014-02-25 06:28:10;1156+295;0.00;Lissajous;0.38;NIKA;259.97;40.42;-5.50;1.90;-1.76
2014-02-25.89;1;2014-02-25 06:32:12;2014-02-25 06:38:19;J1304+2001;0.00;Lissajous;0.35;NIKA;283.29;32.86;-1.60;-4.40;-1.76
2014-02-25.90;1;2014-02-25 06:38:22;2014-02-25 06:43:31;J1304+2001;0.00;Lissajous;0.35;NIKA;265.47;39.58;-1.60;-4.40;-1.76
2014-02-25.91;1;2014-02-25 06:43:33;2014-02-25 06:48:41;J1304+2001;0.00;Lissajous;0.39;NIKA;266.30;38.55;-1.60;-4.40;-1.76
2014-02-25.92;1;2014-02-25 06:48:45;2014-02-25 06:53:55;J1304+2001;0.00;Lissajous;0.36;NIKA;267.12;37.52;-1.60;-4.40;-1.76
2014-02-25.93;1;2014-02-25 06:53:57;2014-02-25 06:59:05;J1304+2001;0.00;Lissajous;0.37;NIKA;267.94;36.49;-1.60;-4.40;-1.76
2014-02-25.94;1;2014-02-25 06:59:09;2014-02-25 07:04:18;J1304+2001;0.00;Lissajous;0.41;NIKA;268.73;35.45;-1.60;-4.40;-1.76
2014-02-25.95;1;2014-02-25 07:04:20;2014-02-25 07:05:56;1354+195;0.00;Lissajous;0.40;NIKA;269.52;34.41;-1.60;-4.40;-1.76
2014-02-25.96;1;2014-02-25 07:05:59;2014-02-25 07:07:09;1354+195;0.00;Lissajous;0.42;NIKA;260.49;44.07;-1.60;-4.40;-1.76
2014-02-25.97;1;2014-02-25 07:10:31;2014-02-25 07:16:50;J1515+1511;0.00;Lissajous;0.39;NIKA;261.06;43.45;-1.80;-2.90;-1.76
2014-02-25.98;1;2014-02-25 07:16:54;2014-02-25 07:22:01;J1515+1511;0.00;Lissajous;0.50;NIKA;240.19;54.24;-1.80;-2.90;-1.76
2014-02-25.99;1;2014-02-25 07:22:04;2014-02-25 07:27:14;J1515+1511;0.00;Lissajous;0.39;NIKA;241.65;53.34;-1.80;-2.90;-1.76 
