PROJECT: 146-13

Scan ID;#Sub.;Start Time;End Time;Source Name;Velocity (km/s);Observation Type;Opacity;Receiver;Azimuth (deg);Elevation (deg);Pointing Correction X (");Pointing Correction Y (");Focus Correction zZ (mm)
2014-02-19.308;1;2014-02-19 21:17:09;2014-02-19 21:21:06;Tau-Miz8b;6.70;track;0.12;NIKA;284.09;57.34;3.10;-6.00;-2.00
2014-02-19.309;1;2014-02-19 21:21:25;2014-02-19 21:21:40;Tau-Miz8b;6.70;track;0.12;NIKA;265.91;53.82;3.10;-6.00;-2.00
2014-02-19.310;25;2014-02-19 21:21:25;2014-02-19 21:26:15;Tau-Miz8b;6.70;onTheFlyMap;0.12;NIKA;265.95;53.77;3.10;-6.00;-2.00
2014-02-19.311;28;2014-02-19 21:26:18;2014-02-19 21:33:23;Tau-Miz8b;6.70;onTheFlyMap;0.01;NIKA;266.64;52.79;3.10;-6.00;-2.00
2014-02-19.312;28;2014-02-19 21:33:26;2014-02-19 21:40:25;Tau-Miz8b;6.70;onTheFlyMap;0.11;NIKA;267.98;51.38;3.10;-6.00;-2.00
2014-02-19.313;25;2014-02-19 21:46:32;2014-02-19 21:50:02;Tau-Miz8b;6.70;onTheFlyMap;0.08;NIKA;269.05;49.91;3.10;-6.00;-2.00
2014-02-19.314;28;2014-02-19 21:50:30;2014-02-19 21:51:12;Tau-Miz8b;6.70;onTheFlyMap;0.10;NIKA;269.05;49.91;3.10;-6.00;-2.00
2014-02-19.315;1;2014-02-19 22:01:22;2014-02-19 22:02:05;Tau-Miz8b;6.70;track;0.07;NIKA;269.05;49.91;3.10;-6.00;-2.00
2014-02-19.316;25;2014-02-19 22:02:07;2014-02-19 22:06:59;Tau-Miz8b;6.70;onTheFlyMap;0.07;NIKA;272.17;45.66;3.10;-6.00;-2.00
2014-02-19.317;1;2014-02-19 22:07:02;2014-02-19 22:07:50;0415+379;6.70;track;0.06;NIKA;272.83;44.68;3.10;-6.00;-2.00
2014-02-19.318;1;2014-02-19 22:07:54;2014-02-19 22:09:35;0415+379;6.70;Lissajous;0.06;NIKA;287.76;48.14;3.10;-6.00;-2.00
2014-02-19.319;4;2014-02-19 22:11:03;2014-02-19 22:12:17;0415+379;6.70;pointing;0.05;NIKA;288.01;47.56;4.40;-6.40;-2.00
2014-02-19.320;1;2014-02-19 22:12:20;2014-02-19 22:13:00;0316+413;6.70;track;0.05;NIKA;288.12;47.31;4.40;-6.40;-2.00
2014-02-19.321;1;2014-02-19 22:13:10;2014-02-19 22:14:35;0316+413;6.70;Lissajous;0.05;NIKA;297.33;37.55;4.40;-6.40;-2.00
2014-02-19.322;1;2014-02-19 22:14:36;2014-02-19 22:16:07;0316+413;6.70;Lissajous;0.06;NIKA;297.44;37.29;4.40;-6.40;-2.60
2014-02-19.323;1;2014-02-19 22:16:09;2014-02-19 22:17:38;0316+413;6.70;Lissajous;0.06;NIKA;297.56;37.03;4.40;-6.40;-3.20
2014-02-19.324;1;2014-02-19 22:17:40;2014-02-19 22:19:13;0316+413;6.70;Lissajous;0.06;NIKA;297.69;36.75;4.40;-6.40;-1.40
2014-02-19.325;1;2014-02-19 22:19:15;2014-02-19 22:20:43;0316+413;6.70;Lissajous;0.06;NIKA;297.82;36.47;4.40;-6.40;-0.80
2014-02-19.326;1;2014-02-19 22:22:49;2014-02-19 22:25:54;0823+033;6.70;Lissajous;0.06;NIKA;298.10;35.86;4.40;-6.40;-1.58
2014-02-19.327;1;2014-02-19 22:37:49;2014-02-19 22:39:26;0823+033;6.70;track;0.04;NIKA;218.89;55.80;4.40;-6.40;-1.58
2014-02-19.328;1;2014-02-19 22:39:28;2014-02-19 22:41:07;0823+033;6.70;Lissajous;0.04;NIKA;178.95;55.99;4.40;-6.40;-1.58
2014-02-19.329;1;2014-02-19 22:45:54;2014-02-19 22:51:49;H0902-01;0.00;Lissajous;0.06;NIKA;180.60;55.99;-5.90;-5.60;-1.58
2014-02-20.261;1;2014-02-20 17:27:22;2014-02-20 17:29:13;0439+360;6.70;Lissajous;0.22;NIKA;86.17;72.29;-0.30;-5.30;-1.30
2014-02-20.262;4;2014-02-20 17:30:46;2014-02-20 17:32:14;0439+360;6.70;pointing;0.27;NIKA;86.55;72.96;-4.60;-2.10;-1.30
2014-02-20.263;1;2014-02-20 17:33:48;2014-02-20 17:35:36;0439+360;6.70;Lissajous;0.24;NIKA;86.90;73.57;-4.10;-1.30;-1.30
2014-02-20.264;1;2014-02-20 17:37:10;2014-02-20 17:38:28;0439+360;6.70;Lissajous;0.24;NIKA;87.29;74.24;-4.10;-1.30;-1.30
2014-02-20.265;1;2014-02-20 17:38:30;2014-02-20 17:39:42;0439+360;6.70;Lissajous;0.26;NIKA;87.46;74.50;-4.10;-1.30;-1.90
2014-02-20.266;1;2014-02-20 17:39:45;2014-02-20 17:40:59;0439+360;6.70;Lissajous;0.26;NIKA;87.61;74.76;-4.10;-1.30;-2.50
2014-02-20.267;1;2014-02-20 17:41:01;2014-02-20 17:42:19;0439+360;6.70;Lissajous;0.26;NIKA;87.76;75.01;-4.10;-1.30;-0.70
2014-02-20.268;1;2014-02-20 17:42:22;2014-02-20 17:43:34;0439+360;6.70;Lissajous;0.25;NIKA;87.93;75.27;-4.10;-1.30;-0.10
2014-02-20.269;1;2014-02-20 17:46:18;2014-02-20 17:49:10;Tau-K4166;6.70;track;0.25;NIKA;88.35;75.93;-4.10;-1.30;-1.40
2014-02-20.270;1;2014-02-20 17:49:13;2014-02-20 17:54:24;Tau-K4166;6.70;Lissajous;0.25;NIKA;134.06;76.49;-4.10;-1.30;-1.40
2014-02-20.271;1;2014-02-20 17:54:27;2014-02-20 17:59:37;Tau-K4166;6.70;Lissajous;0.25;NIKA;138.11;77.21;-4.10;-1.30;-1.40
2014-02-20.272;1;2014-02-20 17:59:46;2014-02-20 18:00:49;Tau-K4169;6.70;track;0.25;NIKA;142.67;77.88;-4.10;-1.30;-1.40
2014-02-20.273;1;2014-02-20 18:01:01;2014-02-20 18:06:10;Tau-K4169;6.70;Lissajous;0.22;NIKA;143.82;78.10;-4.10;-1.30;-1.40
2014-02-20.274;1;2014-02-20 18:06:13;2014-02-20 18:11:23;Tau-K4169;6.70;Lissajous;0.21;NIKA;148.99;78.68;-4.10;-1.30;-1.40
2014-02-20.275;7;2014-02-20 18:11:26;2014-02-20 18:12:53;Tau-K4166;6.70;onTheFlyMap;0.21;NIKA;154.56;79.17;-4.10;-1.30;-1.40
2014-02-20.276;10;2014-02-20 18:12:56;2014-02-20 18:15:04;Tau-K4166;6.70;onTheFlyMap;0.24;NIKA;156.02;79.22;-4.10;-1.30;-1.40
2014-02-20.277;7;2014-02-20 18:15:15;2014-02-20 18:16:39;Tau-K4166;6.70;onTheFlyMap;0.24;NIKA;158.67;79.39;-4.10;-1.30;-1.40
2014-02-20.278;10;2014-02-20 18:16:42;2014-02-20 18:18:48;Tau-K4166;6.70;onTheFlyMap;0.19;NIKA;160.37;79.49;-4.10;-1.30;-1.40
2014-02-20.279;7;2014-02-20 18:21:57;2014-02-20 18:23:46;Tau-K4166;6.70;onTheFlyMap;0.20;NIKA;165.34;79.73;-4.10;-1.30;-1.40
2014-02-20.280;10;2014-02-20 18:23:47;2014-02-20 18:25:54;Tau-K4166;6.70;onTheFlyMap;0.19;NIKA;168.99;79.83;-4.10;-1.30;-1.40
2014-02-20.281;7;2014-02-20 18:31:32;2014-02-20 18:33:29;Tau-K4166;6.70;onTheFlyMap;0.20;NIKA;174.35;79.97;-4.10;-1.30;-1.40
2014-02-20.304;1;2014-02-20 19:36:35;2014-02-20 19:39:45;0415+379;0.00;track;0.00;NIKA;261.04;16.76;1.60;-2.00;-1.70
2014-02-20.305;1;2014-02-20 19:39:48;2014-02-20 19:41:27;0415+379;0.00;Lissajous;0.00;NIKA;278.85;76.08;1.60;-2.00;-1.70
2014-02-20.306;1;2014-02-20 19:39:48;2014-02-20 19:45:47;0415+379;0.00;Lissajous;0.00;NIKA;278.93;75.39;1.60;-2.00;-1.70
2014-02-20.307;4;2014-02-20 19:47:16;2014-02-20 19:48:37;0415+379;0.00;pointing;0.00;NIKA;279.03;74.62;1.60;-2.00;-1.70
2014-02-20.308;1;2014-02-20 19:49:56;2014-02-20 19:51:44;0415+379;0.00;Lissajous;0.00;NIKA;279.11;74.09;-4.20;-1.30;-1.70
2014-02-20.309;1;2014-02-20 19:52:05;2014-02-20 19:54:19;Tau-Miz8b;6.70;track;0.00;NIKA;279.18;73.67;-4.20;-1.30;-1.70
2014-02-20.310;25;2014-02-20 19:54:21;2014-02-20 19:59:13;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;246.03;69.89;-3.70;-1.10;-1.70
2014-02-20.311;25;2014-02-20 19:59:16;2014-02-20 20:04:09;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;247.82;68.92;-3.70;-1.10;-1.70
2014-02-20.312;16;2014-02-20 20:04:11;2014-02-20 20:07:54;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;249.45;68.00;-3.70;-1.10;-1.70
2014-02-20.313;1;2014-02-20 20:07:57;2014-02-20 20:10:23;0316+413;6.70;track;0.00;NIKA;250.58;67.40;-3.70;-1.10;-1.70
2014-02-20.314;16;2014-02-20 20:10:26;2014-02-20 20:13:26;0316+413;6.70;onTheFlyMap;0.00;NIKA;290.31;59.17;-3.70;-1.10;-1.70
2014-02-20.315;61;2014-02-20 20:13:28;2014-02-20 20:24:30;0316+413;6.70;onTheFlyMap;0.00;NIKA;290.40;58.62;-3.70;-1.10;-1.70
2014-02-20.316;16;2014-02-20 20:24:32;2014-02-20 20:27:29;0316+413;6.70;onTheFlyMap;0.00;NIKA;290.81;56.55;-3.70;-1.10;-1.70
2014-02-20.317;61;2014-02-20 20:27:31;2014-02-20 20:38:29;0316+413;6.70;onTheFlyMap;0.00;NIKA;290.95;56.02;-3.70;-1.10;-1.70
2014-02-20.318;1;2014-02-20 20:38:32;2014-02-20 20:40:02;Tau-Miz8b;6.70;track;0.00;NIKA;291.43;53.96;-3.70;-1.10;-1.70
2014-02-20.319;25;2014-02-20 20:38:32;2014-02-20 20:45:31;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;258.84;61.17;-3.70;-1.10;-1.70
2014-02-20.320;16;2014-02-20 20:45:34;2014-02-20 20:49:11;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;259.98;60.02;-3.70;-1.10;-1.70
2014-02-20.321;25;2014-02-20 20:49:21;2014-02-20 20:54:10;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;260.81;59.43;-3.70;-1.10;-1.70
2014-02-20.322;25;2014-02-20 20:54:13;2014-02-20 20:59:01;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;261.72;58.32;-3.70;-1.10;-1.70
2014-02-20.323;16;2014-02-20 20:59:03;2014-02-20 21:02:47;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;262.75;57.37;-3.70;-1.10;-1.70
2014-02-20.324;25;2014-02-20 21:02:50;2014-02-20 21:07:41;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;263.33;56.74;-3.70;-1.10;-1.70
2014-02-20.325;1;2014-02-20 21:07:44;2014-02-20 21:09:30;0415+379;6.70;track;0.00;NIKA;264.36;55.66;-3.70;-1.10;-1.70
2014-02-20.326;1;2014-02-20 21:09:32;2014-02-20 21:11:12;0415+379;6.70;Lissajous;0.00;NIKA;283.63;58.56;-3.70;-1.10;-1.70
2014-02-20.327;4;2014-02-20 21:12:33;2014-02-20 21:13:44;0415+379;6.70;pointing;0.00;NIKA;283.84;57.98;-4.00;-1.50;-1.70
2014-02-20.328;1;2014-02-20 21:14:42;2014-02-20 21:16:26;Tau-Miz8b;6.70;track;0.00;NIKA;284.00;57.57;-4.00;-1.50;-1.70
2014-02-20.329;25;2014-02-20 21:16:52;2014-02-20 21:21:37;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;265.84;53.90;-4.00;-1.50;-1.70
2014-02-20.330;16;2014-02-20 21:21:40;2014-02-20 21:25:20;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;266.69;52.91;-4.00;-1.50;-1.70
2014-02-20.331;25;2014-02-20 21:26:02;2014-02-20 21:30:47;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;267.35;52.07;-4.00;-1.50;-1.70
2014-02-20.332;28;2014-02-20 21:30:50;2014-02-20 21:37:56;Tau-Miz8b;6.70;onTheFlyMap;0.01;NIKA;268.12;51.11;-4.00;-1.50;-1.70
2014-02-20.333;28;2014-02-20 21:37:58;2014-02-20 21:44:56;Tau-Miz8b;6.70;onTheFlyMap;0.01;NIKA;269.18;49.77;-4.00;-1.50;-1.70
2014-02-20.334;25;2014-02-20 21:44:59;2014-02-20 21:49:52;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;270.20;48.29;-4.00;-1.50;-1.70
2014-02-20.335;16;2014-02-20 21:49:54;2014-02-20 21:53:40;Tau-Miz8b;6.70;onTheFlyMap;0.95;NIKA;271.06;47.27;-4.00;-1.50;-1.70
2014-02-20.336;25;2014-02-20 21:53:52;2014-02-20 21:58:43;Tau-Miz8b;6.70;onTheFlyMap;0.95;NIKA;271.50;46.56;-4.00;-1.50;-1.70
2014-02-20.337;28;2014-02-20 21:58:47;2014-02-20 22:05:59;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;272.32;45.50;-4.00;-1.50;-1.70
2014-02-20.338;28;2014-02-20 22:06:01;2014-02-20 22:12:58;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;273.26;44.11;-4.00;-1.50;-1.70
2014-02-20.339;28;2014-02-20 22:13:01;2014-02-20 22:18:24;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;274.15;42.71;-4.00;-1.50;-1.70
2014-02-20.340;19;2014-02-20 22:18:28;2014-02-20 22:23:13;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;275.04;41.66;-4.00;-1.50;-1.70
2014-02-20.341;1;2014-02-20 22:23:21;2014-02-20 22:24:56;0415+379;6.70;track;0.00;NIKA;275.65;40.73;-4.00;-1.50;-1.70
2014-02-20.342;1;2014-02-20 22:24:59;2014-02-20 22:26:39;0415+379;6.70;Lissajous;0.00;NIKA;289.49;44.19;-4.00;-1.50;-1.70
2014-02-20.343;4;2014-02-20 22:27:56;2014-02-20 22:29:08;0415+379;6.70;pointing;0.00;NIKA;289.73;43.65;-1.60;-1.00;-1.70
2014-02-20.344;1;2014-02-20 22:31:16;2014-02-20 22:33:11;0415+379;6.70;Lissajous;0.00;NIKA;290.01;43.04;-1.60;-1.00;-1.70
2014-02-20.345;1;2014-02-20 22:34:41;2014-02-20 22:36:24;Tau-Miz8b;6.70;track;0.00;NIKA;290.32;42.38;-1.80;-0.10;-1.70
2014-02-20.346;28;2014-02-20 22:36:26;2014-02-20 22:41:56;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;277.31;38.07;-1.80;-0.10;-1.70
2014-02-20.347;19;2014-02-20 22:42:01;2014-02-20 22:46:49;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;278.09;37.00;-1.80;-0.10;-1.70
2014-02-20.348;28;2014-02-20 22:46:52;2014-02-20 22:53:14;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;278.69;36.03;-1.80;-0.10;-1.70
2014-02-20.349;28;2014-02-20 22:53:17;2014-02-20 23:00:26;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;279.54;34.80;-1.80;-0.10;-1.70
2014-02-20.350;1;2014-02-20 23:00:29;2014-02-20 23:02:04;0415+379;6.70;track;0.00;NIKA;280.36;33.42;-1.80;-0.10;-1.70
2014-02-20.351;1;2014-02-20 23:02:16;2014-02-20 23:04:00;0415+379;6.70;Lissajous;0.00;NIKA;292.75;37.29;-1.80;-0.10;-1.70
2014-02-21.163;1;2014-02-21 17:22:20;2014-02-21 17:27:31;HLTAU;0.00;Lissajous;0.02;NIKA;132.23;64.54;-1.60;-3.80;-1.95
2014-02-21.164;4;2014-02-21 17:29:58;2014-02-21 17:31:19;HLTAU;0.00;pointing;0.02;NIKA;135.59;65.60;-2.00;-3.00;-1.95
2014-02-21.165;28;2014-02-21 17:32:36;2014-02-21 17:39:46;Tau-Miz8b;6.70;onTheFlyMap;0.06;NIKA;137.01;66.01;-2.00;-3.00;-1.95
2014-02-21.166;28;2014-02-21 17:39:48;2014-02-21 17:47:07;Tau-Miz8b;6.70;onTheFlyMap;0.02;NIKA;130.01;75.64;-2.00;-3.00;-1.95
2014-02-21.167;28;2014-02-21 17:47:11;2014-02-21 17:54:13;Tau-Miz8b;6.70;onTheFlyMap;0.01;NIKA;135.37;76.85;-2.00;-3.00;-1.95
2014-02-21.168;28;2014-02-21 17:54:32;2014-02-21 18:01:15;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;141.49;77.75;-2.00;-3.00;-1.95
2014-02-21.169;28;2014-02-21 18:01:19;2014-02-21 18:08:52;Tau-Miz8b;6.70;onTheFlyMap;0.01;NIKA;147.58;78.48;-2.00;-3.00;-1.95
2014-02-21.170;28;2014-02-21 18:08:53;2014-02-21 18:15:54;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;155.92;79.30;-2.00;-3.00;-1.95
2014-02-21.171;1;2014-02-21 18:16:39;2014-02-21 18:17:17;HLTAU;0.00;track;0.01;NIKA;164.84;79.73;-2.00;-3.00;-1.95
2014-02-21.172;1;2014-02-21 18:17:24;2014-02-21 18:22:35;HLTAU;0.00;Lissajous;0.01;NIKA;163.53;70.47;-2.00;-3.00;-1.95
2014-02-21.173;4;2014-02-21 18:25:19;2014-02-21 18:26:43;HLTAU;0.00;pointing;0.02;NIKA;168.64;70.81;-1.30;2.10;-1.95
2014-02-21.174;28;2014-02-21 18:30:31;2014-02-21 18:39:01;Tau-Miz8b;6.70;onTheFlyMap;0.02;NIKA;171.63;70.95;-1.30;2.10;-1.95
2014-02-21.175;1;2014-02-21 18:43:48;2014-02-21 18:44:27;0420-014;6.70;track;0.04;NIKA;196.26;79.65;-1.30;2.10;-1.95
2014-02-21.176;1;2014-02-21 18:45:03;2014-02-21 18:48:49;0316+413;6.70;track;0.04;NIKA;185.20;53.19;-1.30;2.10;-1.95
2014-02-21.177;1;2014-02-21 18:49:00;2014-02-21 18:49:41;0316+413;6.70;Lissajous;0.05;NIKA;291.72;73.62;-1.30;2.10;-1.95
2014-02-21.178;1;2014-02-21 18:50:28;2014-02-21 18:51:59;0316+413;6.70;Lissajous;0.05;NIKA;291.59;73.40;-1.30;2.10;-1.95
2014-02-21.179;4;2014-02-21 18:53:39;2014-02-21 18:54:51;0316+413;6.70;pointing;0.06;NIKA;291.25;72.76;-2.90;0.90;-1.95
2014-02-21.180;1;2014-02-21 18:56:01;2014-02-21 18:57:18;0316+413;6.70;Lissajous;0.04;NIKA;291.05;72.32;-2.90;0.90;-1.90
2014-02-21.181;1;2014-02-21 18:57:21;2014-02-21 18:58:34;0316+413;6.70;Lissajous;0.04;NIKA;290.94;72.07;-2.90;0.90;-2.50
2014-02-21.182;1;2014-02-21 18:58:37;2014-02-21 18:59:51;0316+413;6.70;Lissajous;0.04;NIKA;290.85;71.83;-2.90;0.90;-3.10
2014-02-21.183;1;2014-02-21 18:59:52;2014-02-21 19:01:13;0316+413;6.70;Lissajous;0.02;NIKA;290.75;71.60;-2.90;0.90;-1.30
2014-02-21.184;1;2014-02-21 19:01:15;2014-02-21 19:02:29;0316+413;6.70;Lissajous;0.02;NIKA;290.66;71.34;-2.90;0.90;-0.70
2014-02-21.185;1;2014-02-21 19:05:52;2014-02-21 19:09:22;HLTAU;0.00;track;0.08;NIKA;290.47;70.74;-2.90;0.90;-2.10
2014-02-21.186;1;2014-02-21 19:09:53;2014-02-21 19:11:01;HLTAU;0.00;Lissajous;0.08;NIKA;201.12;69.96;-2.90;0.90;-2.10
2014-02-21.187;4;2014-02-21 19:12:23;2014-02-21 19:13:34;HLTAU;0.00;pointing;0.07;NIKA;202.76;69.77;-3.30;1.00;-2.10
2014-02-21.188;28;2014-02-21 19:14:30;2014-02-21 19:21:49;Tau-Miz8b;6.70;onTheFlyMap;0.03;NIKA;204.12;69.60;-3.30;1.00;-2.10
2014-02-21.189;28;2014-02-21 19:21:52;2014-02-21 19:29:18;Tau-Miz8b;6.70;onTheFlyMap;0.04;NIKA;232.34;74.87;-3.30;1.00;-2.10
2014-02-21.190;28;2014-02-21 19:29:20;2014-02-21 19:36:35;Tau-Miz8b;6.70;onTheFlyMap;0.00;NIKA;237.01;73.64;-3.30;1.00;-2.10
2014-02-21.191;28;2014-02-21 19:36:37;2014-02-21 19:43:02;Tau-Miz8b;6.70;onTheFlyMap;0.08;NIKA;240.50;72.34;-3.30;1.00;-2.10
2014-02-21.192;28;2014-02-21 19:43:06;2014-02-21 19:50:23;Tau-Miz8b;6.70;onTheFlyMap;0.06;NIKA;242.99;71.24;-3.30;1.00;-2.10
2014-02-21.193;28;2014-02-21 19:50:26;2014-02-21 19:57:38;Tau-Miz8b;6.70;onTheFlyMap;0.03;NIKA;246.17;69.89;-3.30;1.00;-2.10
2014-02-21.194;28;2014-02-21 19:57:41;2014-02-21 20:04:06;Tau-Miz8b;6.70;onTheFlyMap;0.05;NIKA;248.70;68.52;-3.30;1.00;-2.10
2014-02-21.195;28;2014-02-21 20:04:07;2014-02-21 20:11:20;Tau-Miz8b;6.70;onTheFlyMap;0.06;NIKA;250.46;67.41;-3.30;1.00;-2.10
2014-02-21.196;28;2014-02-21 20:11:22;2014-02-21 20:18:31;Tau-Miz8b;6.70;onTheFlyMap;0.11;NIKA;252.84;65.97;-3.30;1.00;-2.10
2014-02-21.197;28;2014-02-21 20:18:33;2014-02-21 20:24:53;Tau-Miz8b;6.70;onTheFlyMap;0.04;NIKA;254.72;64.59;-3.30;1.00;-2.10
2014-02-21.198;28;2014-02-21 20:24:56;2014-02-21 20:32:12;Tau-Miz8b;6.70;onTheFlyMap;0.02;NIKA;256.23;63.36;-3.30;1.00;-2.10
2014-02-21.199;28;2014-02-21 20:32:13;2014-02-21 20:39:14;Tau-Miz8b;6.70;onTheFlyMap;0.02;NIKA;258.04;61.93;-3.30;1.00;-2.10
2014-02-21.200;1;2014-02-21 20:39:28;2014-02-21 20:40:30;0415+379;6.70;track;0.05;NIKA;259.56;60.52;-3.30;1.00;-2.10
2014-02-21.201;1;2014-02-21 20:39:28;2014-02-21 20:42:22;0415+379;6.70;Lissajous;0.05;NIKA;281.94;63.43;-3.30;1.00;-2.10
2014-02-21.202;1;2014-02-21 20:45:16;2014-02-21 20:46:40;0415+379;6.70;Lissajous;0.01;NIKA;282.19;62.67;-3.30;1.00;-2.10
2014-02-21.203;4;2014-02-21 20:47:57;2014-02-21 20:49:09;0415+379;6.70;pointing;0.07;NIKA;282.42;61.98;-2.10;2.10;-2.10
2014-02-21.204;28;2014-02-21 20:50:11;2014-02-21 20:57:29;Tau-Miz8b;6.70;onTheFlyMap;0.07;NIKA;282.57;61.56;-2.10;2.10;-2.10
2014-02-21.205;28;2014-02-21 20:57:31;2014-02-21 21:04:39;Tau-Miz8b;6.70;onTheFlyMap;0.02;NIKA;263.11;56.96;-2.10;2.10;-2.10
