PROJECT: 146-13

Scan ID;#Sub.;Start Time;End Time;Source Name;Velocity (km/s);Observation Type;Opacity;Receiver;Azimuth (deg);Elevation (deg);Pointing Correction X (");Pointing Correction Y (");Focus Correction zZ (mm)
2014-02-19.264;1;2014-02-19 17:36:13;2014-02-19 17:38:00;0439+360;6.70;Lissajous;0.14;NIKA;86.72;73.27;0.00;0.00;-2.00
2014-02-19.265;4;2014-02-19 17:39:06;2014-02-19 17:40:18;0439+360;6.70;pointing;0.14;NIKA;87.06;73.84;0.00;0.00;-2.00
2014-02-19.266;1;2014-02-19 17:40:42;2014-02-19 17:42:25;0439+360;6.70;Lissajous;0.16;NIKA;87.25;74.16;0.10;-4.70;-1.70
2014-02-19.267;4;2014-02-19 17:44:34;2014-02-19 17:45:54;0439+360;6.70;pointing;0.16;NIKA;87.70;74.91;-2.40;-4.90;-1.70
2014-02-19.268;1;2014-02-19 17:51:23;2014-02-19 17:54:15;Tau-Miz8b;6.70;track;0.17;NIKA;88.14;75.60;-2.40;-4.90;-1.70
2014-02-19.269;25;2014-02-19 17:55:20;2014-02-19 18:00:37;Tau-Miz8b;6.70;onTheFlyMap;0.16;NIKA;135.74;76.83;-2.40;-4.90;-1.70
2014-02-19.270;28;2014-02-19 18:01:13;2014-02-19 18:08:41;Tau-Miz8b;6.70;onTheFlyMap;0.15;NIKA;140.54;77.61;-2.40;-4.90;-1.70
2014-02-19.271;28;2014-02-19 18:08:43;2014-02-19 18:15:53;Tau-Miz8b;6.70;onTheFlyMap;0.17;NIKA;147.36;78.55;-2.40;-4.90;-1.70
2014-02-19.272;25;2014-02-19 18:15:55;2014-02-19 18:21:13;Tau-Miz8b;6.70;onTheFlyMap;0.08;NIKA;155.37;79.21;-2.40;-4.90;-1.70
2014-02-19.273;10;2014-02-19 18:21:17;2014-02-19 18:28:13;DIY-Tip;6.70;DIY;0.01;NIKA;161.26;79.50;-2.40;-4.90;-1.70
2014-02-19.294;28;2014-02-19 19:57:32;2014-02-19 20:04:47;Tau-Miz8b;6.70;onTheFlyMap;0.12;NIKA;245.74;70.03;1.90;0.40;-2.00
2014-02-19.295;28;2014-02-19 20:05:00;2014-02-19 20:12:08;Tau-Miz8b;6.70;onTheFlyMap;0.07;NIKA;248.37;68.66;1.90;0.40;-2.00
2014-02-19.296;25;2014-02-19 20:12:11;2014-02-19 20:17:08;Tau-Miz8b;6.70;onTheFlyMap;0.22;NIKA;250.82;67.26;1.90;0.40;-2.00
2014-02-19.297;28;2014-02-19 20:17:10;2014-02-19 20:24:22;Tau-Miz8b;6.70;onTheFlyMap;0.12;NIKA;252.03;66.36;1.90;0.40;-2.00
2014-02-19.298;28;2014-02-19 20:24:25;2014-02-19 20:31:32;Tau-Miz8b;6.70;onTheFlyMap;0.08;NIKA;254.27;64.97;1.90;0.40;-2.00
2014-02-19.299;25;2014-02-19 20:31:34;2014-02-19 20:36:28;Tau-Miz8b;6.70;onTheFlyMap;0.12;NIKA;256.03;63.59;1.90;0.40;-2.00
2014-02-19.300;28;2014-02-19 20:36:29;2014-02-19 20:43:37;Tau-Miz8b;6.70;onTheFlyMap;0.09;NIKA;256.99;62.62;1.90;0.40;-2.00
2014-02-19.301;28;2014-02-19 20:43:39;2014-02-19 20:50:42;Tau-Miz8b;6.70;onTheFlyMap;0.10;NIKA;258.93;61.26;1.90;0.40;-2.00
2014-02-19.302;25;2014-02-19 20:50:45;2014-02-19 20:55:38;Tau-Miz8b;6.70;onTheFlyMap;0.11;NIKA;260.34;59.82;1.90;0.40;-2.00
2014-02-19.303;28;2014-02-19 20:55:41;2014-02-19 21:03:04;Tau-Miz8b;6.70;onTheFlyMap;0.14;NIKA;261.13;58.86;1.90;0.40;-2.00
2014-02-19.304;28;2014-02-19 21:03:06;2014-02-19 21:10:09;Tau-Miz8b;6.70;onTheFlyMap;0.11;NIKA;262.74;57.41;1.90;0.40;-2.00
2014-02-19.305;1;2014-02-19 21:10:11;2014-02-19 21:11:44;0415+379;6.70;track;0.07;NIKA;264.03;55.99;1.90;0.40;-2.00
2014-02-19.306;1;2014-02-19 21:12:00;2014-02-19 21:13:41;0415+379;6.70;Lissajous;0.09;NIKA;283.53;58.84;1.90;0.40;-2.00
2014-02-19.307;4;2014-02-19 21:17:09;2014-02-19 21:18:30;0415+379;6.70;pointing;0.12;NIKA;283.79;58.13;3.10;-6.00;-2.00
